YEAR,LOCATION,"STATE ANSI","ASD CODE","COUNTY ANSI","REFERENCE PERIOD",COMMODITY,"PRODN PRACTICE","AREA HARVESTED in ACRES","AREA PLANTED in ACRES","PRODUCTION in BU","YIELD in BU / ACRE"
2011,"ILLINOIS, WEST SOUTHWEST, SCOTT",17,60,171,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","41,400","42,000","1,840,000",44.4
2011,"ILLINOIS, WEST, ADAMS",17,30,001,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","120,800","121,000","5,006,000",41.4
2011,"ILLINOIS, WEST, BROWN",17,30,009,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","28,900","29,000","1,120,000",38.8
2011,"ILLINOIS, WEST, FULTON",17,30,057,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","104,400","105,000","5,218,000",50
2011,"ILLINOIS, WEST, HANCOCK",17,30,067,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","144,600","145,000","6,579,000",45.5
2011,"ILLINOIS, WEST, HENDERSON",17,30,071,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","52,900","53,000","2,928,000",55.3
2011,"ILLINOIS, WEST, KNOX",17,30,095,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","108,900","109,000","6,740,000",61.9
2011,"ILLINOIS, WEST, MCDONOUGH",17,30,109,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","101,800","102,000","5,956,000",58.5
2011,"ILLINOIS, WEST, SCHUYLER",17,30,169,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","51,800","52,000","2,337,000",45.1
2011,"ILLINOIS, WEST, WARREN",17,30,187,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","100,900","101,000","5,929,000",58.8
2011,"IOWA, CENTRAL, BOONE",19,50,015,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","100,300","101,000","5,134,000",51.2
2011,"IOWA, CENTRAL, DALLAS",19,50,049,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","103,300","104,000","5,393,000",52.2
2011,"IOWA, CENTRAL, GRUNDY",19,50,075,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","119,200","120,000","7,125,000",59.8
2011,"IOWA, CENTRAL, HAMILTON",19,50,079,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","104,300","105,000","5,476,000",52.5
2011,"IOWA, CENTRAL, HARDIN",19,50,083,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","95,600","96,200","5,410,000",56.6
2011,"IOWA, CENTRAL, JASPER",19,50,099,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","129,100","130,000","7,045,000",54.6
2011,"IOWA, CENTRAL, MARSHALL",19,50,127,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","114,700","115,500","6,539,000",57
2011,"IOWA, CENTRAL, POLK",19,50,153,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","65,300","65,800","3,448,000",52.8
2011,"IOWA, CENTRAL, POWESHIEK",19,50,157,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","107,300","108,000","6,063,000",56.5
2011,"IOWA, CENTRAL, STORY",19,50,169,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","107,300","108,000","5,548,000",51.7
2011,"IOWA, CENTRAL, TAMA",19,50,171,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","127,200","128,000","7,365,000",57.9
2011,"IOWA, CENTRAL, WEBSTER",19,50,187,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","144,400","145,500","7,494,000",51.9
2011,"IOWA, EAST CENTRAL, BENTON",19,60,011,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","142,300","143,000","8,154,000",57.3
2011,"IOWA, EAST CENTRAL, CEDAR",19,60,031,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","99,200","99,700","6,187,000",62.4
2011,"IOWA, EAST CENTRAL, CLINTON",19,60,045,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","103,500","104,000","6,385,000",61.7
2011,"IOWA, EAST CENTRAL, IOWA",19,60,095,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","90,600","91,200","4,986,000",55
2011,"IOWA, EAST CENTRAL, JACKSON",19,60,097,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","46,500","46,900","2,634,000",56.6
2011,"IOWA, EAST CENTRAL, JOHNSON",19,60,103,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","82,100","82,700","4,535,000",55.2
2011,"IOWA, EAST CENTRAL, JONES",19,60,105,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","61,900","62,300","3,741,000",60.4
2011,"IOWA, EAST CENTRAL, LINN",19,60,113,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","90,000","90,500","5,136,000",57.1
2011,"IOWA, EAST CENTRAL, MUSCATINE",19,60,139,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","67,100","67,500","3,802,000",56.7
2011,"IOWA, EAST CENTRAL, SCOTT",19,60,163,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","62,800","63,200","4,018,000",64
2011,"IOWA, NORTH CENTRAL, BUTLER",19,20,023,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","100,300","101,000","5,547,000",55.3
2011,"IOWA, NORTH CENTRAL, CERRO GORDO",19,20,033,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","96,000","96,600","4,580,000",47.7
2011,"IOWA, NORTH CENTRAL, FLOYD",19,20,067,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","93,900","94,500","4,933,000",52.5
2011,"IOWA, NORTH CENTRAL, FRANKLIN",19,20,069,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","106,300","107,000","5,573,000",52.4
2011,"IOWA, NORTH CENTRAL, HANCOCK",19,20,081,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","107,200","108,000","5,390,000",50.3
2011,"IOWA, NORTH CENTRAL, HUMBOLDT",19,20,091,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","99,400","100,000","5,149,000",51.8
2011,"IOWA, NORTH CENTRAL, KOSSUTH",19,20,109,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","218,000","220,000","10,677,000",49
2011,"IOWA, NORTH CENTRAL, MITCHELL",19,20,131,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","83,100","83,700","4,238,000",51
2011,"IOWA, NORTH CENTRAL, WINNEBAGO",19,20,189,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","79,800","80,400","3,772,000",47.3
2011,"IOWA, NORTH CENTRAL, WORTH",19,20,195,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","79,800","80,800","3,818,000",47.8
2011,"IOWA, NORTH CENTRAL, WRIGHT",19,20,197,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","129,200","130,000","6,913,000",53.5
2011,"IOWA, NORTHEAST, ALLAMAKEE",19,30,005,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","29,700","29,900","1,548,000",52.1
2011,"IOWA, NORTHEAST, BLACK HAWK",19,30,013,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","92,400","93,000","5,146,000",55.7
2011,"IOWA, NORTHEAST, BREMER",19,30,017,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","68,100","68,600","3,814,000",56
2011,"IOWA, NORTHEAST, BUCHANAN",19,30,019,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","79,000","79,500","4,351,000",55.1
2011,"IOWA, NORTHEAST, CHICKASAW",19,30,037,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","88,300","88,900","4,539,000",51.4
2011,"IOWA, NORTHEAST, CLAYTON",19,30,043,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","43,800","44,100","2,588,000",59.1
2011,"IOWA, NORTHEAST, DELAWARE",19,30,055,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","45,500","45,900","2,617,000",57.5
2011,"IOWA, NORTHEAST, DUBUQUE",19,30,061,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","31,100","31,400","1,838,000",59.1
2011,"IOWA, NORTHEAST, FAYETTE",19,30,065,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","102,400","103,000","5,925,000",57.9
2011,"IOWA, NORTHEAST, HOWARD",19,30,089,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","87,900","88,500","4,519,000",51.4
2011,"IOWA, NORTHEAST, WINNESHIEK",19,30,191,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","59,800","60,200","3,140,000",52.5
2011,"IOWA, NORTHWEST, BUENA VISTA",19,10,021,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","134,000","135,000","6,601,000",49.3
2011,"IOWA, NORTHWEST, CHEROKEE",19,10,035,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","132,400","134,000","6,990,000",52.8
2011,"IOWA, NORTHWEST, CLAY",19,10,041,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","125,200","126,000","6,498,000",51.9
2011,"IOWA, NORTHWEST, DICKINSON",19,10,059,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","78,600","79,200","3,777,000",48.1
2011,"IOWA, NORTHWEST, EMMET",19,10,063,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","86,100","86,700","4,278,000",49.7
2011,"IOWA, NORTHWEST, LYON",19,10,119,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","120,800","121,500","6,457,000",53.5
2011,"IOWA, NORTHWEST, O BRIEN",19,10,141,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","138,600","139,500","7,677,000",55.4
2011,"IOWA, NORTHWEST, OSCEOLA",19,10,143,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","96,100","96,600","4,959,000",51.6
2011,"IOWA, NORTHWEST, PALO ALTO",19,10,147,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","114,800","116,000","5,785,000",50.4
2011,"IOWA, NORTHWEST, PLYMOUTH",19,10,149,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","181,500","183,000","9,201,000",50.7
2011,"IOWA, NORTHWEST, POCAHONTAS",19,10,151,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","140,200","141,000","7,050,000",50.3
2011,"IOWA, NORTHWEST, SIOUX",19,10,167,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","148,700","149,500","8,282,000",55.7
2011,"IOWA, SOUTH CENTRAL, APPANOOSE",19,80,007,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","44,900","45,500","1,936,000",43.1
2011,"IOWA, SOUTH CENTRAL, CLARKE",19,80,039,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","39,200","39,700","1,611,000",41.1
2011,"IOWA, SOUTH CENTRAL, DECATUR",19,80,053,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","42,000","42,300","1,834,000",43.7
2011,"IOWA, SOUTH CENTRAL, LUCAS",19,80,117,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","33,400","33,700","1,440,000",43.1
2011,"IOWA, SOUTH CENTRAL, MADISON",19,80,121,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","69,400","69,900","3,227,000",46.5
2011,"IOWA, SOUTH CENTRAL, MARION",19,80,125,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","73,900","74,400","3,603,000",48.8
2011,"IOWA, SOUTH CENTRAL, MONROE",19,80,135,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","33,600","33,800","1,425,000",42.4
2011,"IOWA, SOUTH CENTRAL, RINGGOLD",19,80,159,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","58,700","59,100","2,566,000",43.7
2011,"IOWA, SOUTH CENTRAL, UNION",19,80,175,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","54,300","54,800","2,878,000",53
2011,"IOWA, SOUTH CENTRAL, WARREN",19,80,181,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","64,600","65,400","2,939,000",45.5
2011,"IOWA, SOUTH CENTRAL, WAYNE",19,80,185,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","64,000","64,400","2,886,000",45.1
2011,"IOWA, SOUTHEAST, DAVIS",19,90,051,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","47,600","48,100","1,559,000",32.8
2011,"IOWA, SOUTHEAST, DES MOINES",19,90,057,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","64,100","64,700","3,365,000",52.5
2011,"IOWA, SOUTHEAST, HENRY",19,90,087,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","67,500","69,100","3,002,000",44.5
2011,"IOWA, SOUTHEAST, JEFFERSON",19,90,101,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","60,400","60,900","2,532,000",41.9
2011,"IOWA, SOUTHEAST, KEOKUK",19,90,107,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","93,900","94,700","4,751,000",50.6
2011,"IOWA, SOUTHEAST, LEE",19,90,111,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","65,400","66,300","2,655,000",40.6
2011,"IOWA, SOUTHEAST, LOUISA",19,90,115,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","62,800","63,300","3,209,000",51.1
2011,"IOWA, SOUTHEAST, MAHASKA",19,90,123,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","94,400","97,700","4,975,000",52.7
2011,"IOWA, SOUTHEAST, VAN BUREN",19,90,177,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","47,300","48,000","1,665,000",35.2
2011,"IOWA, SOUTHEAST, WAPELLO",19,90,179,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","53,100","53,900","2,262,000",42.6
2011,"IOWA, SOUTHEAST, WASHINGTON",19,90,183,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","86,500","87,300","4,800,000",55.5
2011,"IOWA, SOUTHWEST, ADAIR",19,70,001,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","101,900","103,500","5,130,000",50.3
2011,"IOWA, SOUTHWEST, ADAMS",19,70,003,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","66,800","67,800","3,134,000",46.9
2011,"IOWA, SOUTHWEST, CASS",19,70,029,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","107,900","109,500","5,654,000",52.4
2011,"IOWA, SOUTHWEST, FREMONT",19,70,071,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","86,000","103,000","3,878,000",45.1
2011,"IOWA, SOUTHWEST, MILLS",19,70,129,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","86,000","90,200","3,901,000",45.4
2011,"IOWA, SOUTHWEST, MONTGOMERY",19,70,137,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","84,100","85,800","3,859,000",45.9
2011,"IOWA, SOUTHWEST, PAGE",19,70,145,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","101,200","109,500","3,830,000",37.8
2011,"IOWA, SOUTHWEST, POTTAWATTAMIE",19,70,155,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","177,500","190,000","9,338,000",52.6
2011,"IOWA, SOUTHWEST, TAYLOR",19,70,173,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","80,600","81,700","3,108,000",38.6
2011,"IOWA, WEST CENTRAL, AUDUBON",19,40,009,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","94,900","95,400","5,229,000",55.1
2011,"IOWA, WEST CENTRAL, CALHOUN",19,40,025,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","128,400","129,000","6,640,000",51.7
2011,"IOWA, WEST CENTRAL, CARROLL",19,40,027,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","110,000","110,500","5,745,000",52.2
2011,"IOWA, WEST CENTRAL, CRAWFORD",19,40,047,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","141,900","142,500","7,527,000",53
2011,"IOWA, WEST CENTRAL, GREENE",19,40,073,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","119,500","120,000","6,095,000",51
2011,"IOWA, WEST CENTRAL, GUTHRIE",19,40,077,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","87,800","88,200","4,675,000",53.2
2011,"IOWA, WEST CENTRAL, HARRISON",19,40,085,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","115,300","120,500","5,281,000",45.8
2011,"IOWA, WEST CENTRAL, IDA",19,40,093,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","92,900","93,400","4,956,000",53.3
2011,"IOWA, WEST CENTRAL, MONONA",19,40,133,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","122,300","127,500","5,554,000",45.4
2011,"IOWA, WEST CENTRAL, SAC",19,40,161,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","125,500","126,000","6,426,000",51.2
2011,"IOWA, WEST CENTRAL, SHELBY",19,40,165,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","135,300","136,000","6,928,000",51.2
2011,"IOWA, WEST CENTRAL, WOODBURY",19,40,193,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","161,200","162,000","7,549,000",46.8
2011,"MINNESOTA, CENTRAL, BENTON",27,50,009,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","33,900","34,100","1,142,000",33.7
2011,"MINNESOTA, CENTRAL, CARVER",27,50,019,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","36,900","37,200","1,359,000",36.8
2011,"MINNESOTA, CENTRAL, KANDIYOHI",27,50,067,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","107,500","108,500","4,058,000",37.7
2011,"MINNESOTA, CENTRAL, MCLEOD",27,50,085,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","85,800","86,800","3,040,000",35.4
2011,"MINNESOTA, CENTRAL, MEEKER",27,50,093,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","100,400","102,000","3,480,000",34.7
2011,"MINNESOTA, CENTRAL, MORRISON",27,50,097,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","27,600","27,800","1,025,000",37.1
2011,"MINNESOTA, CENTRAL, RENVILLE",27,50,129,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","182,800","184,500","6,763,000",37
2011,"MINNESOTA, CENTRAL, SCOTT",27,50,139,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","30,300","31,400","1,142,000",37.7
2011,"MINNESOTA, CENTRAL, SHERBURNE",27,50,141,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","14,200","14,300","633,000",44.6
2011,"MINNESOTA, CENTRAL, SIBLEY",27,50,143,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","115,000","116,000","4,450,000",38.7
2011,"MINNESOTA, CENTRAL, STEARNS",27,50,145,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","93,100","94,200","3,440,000",36.9
2011,"MINNESOTA, CENTRAL, TODD",27,50,153,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","42,500","43,300","1,497,000",35.2
2011,"MINNESOTA, CENTRAL, WADENA",27,50,159,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","7,900","7,900","341,000",43.2
2011,"MINNESOTA, CENTRAL, WRIGHT",27,50,171,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","74,100","75,000","2,607,000",35.2
2011,"MINNESOTA, EAST CENTRAL, AITKIN",27,60,001,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","6,200","6,200","191,000",30.8
2011,"MINNESOTA, EAST CENTRAL, CHISAGO",27,60,025,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","24,200","24,300","837,000",34.6
2011,"MINNESOTA, EAST CENTRAL, HENNEPIN",27,60,053,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","14,200","14,500","532,000",37.5
2011,"MINNESOTA, EAST CENTRAL, ISANTI",27,60,059,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","25,800","26,000","822,000",31.9
2011,"MINNESOTA, EAST CENTRAL, KANABEC",27,60,065,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","11,400","11,500","341,000",29.9
2011,"MINNESOTA, EAST CENTRAL, MILLE LACS",27,60,095,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","17,600","17,900","531,000",30.2
2011,"MINNESOTA, EAST CENTRAL, OTHER (COMBINED) COUNTIES",27,60,"   ",YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","4,800","4,900","156,000",32.5
2011,"MINNESOTA, EAST CENTRAL, PINE",27,60,115,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","15,600","16,000","576,000",36.9
2011,"MINNESOTA, EAST CENTRAL, WASHINGTON",27,60,163,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","13,600","13,700","594,000",43.7
2011,"MINNESOTA, NORTHWEST, BECKER",27,10,005,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","86,100","86,400","2,870,000",33.3
2011,"MINNESOTA, NORTHWEST, CLAY",27,10,027,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","178,700","179,500","5,992,000",33.5
2011,"MINNESOTA, NORTHWEST, CLEARWATER",27,10,029,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","12,800","13,000","383,000",29.9
2011,"MINNESOTA, NORTHWEST, KITTSON",27,10,069,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","96,900","97,200","2,817,000",29.1
2011,"MINNESOTA, NORTHWEST, MAHNOMEN",27,10,087,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","66,500","67,100","2,102,000",31.6
2011,"MINNESOTA, NORTHWEST, MARSHALL",27,10,089,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","206,500","208,000","6,597,000",31.9
2011,"MINNESOTA, NORTHWEST, NORMAN",27,10,107,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","178,100","179,000","5,582,000",31.3
2011,"MINNESOTA, NORTHWEST, PENNINGTON",27,10,113,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","102,600","103,000","3,119,000",30.4
2011,"MINNESOTA, NORTHWEST, POLK",27,10,119,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","252,000","255,000","8,484,000",33.7
2011,"MINNESOTA, NORTHWEST, RED LAKE",27,10,125,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","73,200","73,800","2,355,000",32.2
2011,"MINNESOTA, NORTHWEST, ROSEAU",27,10,135,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","119,600","120,000","3,629,000",30.3
2011,"MINNESOTA, SOUTH CENTRAL, BLUE EARTH",27,80,013,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","156,700","157,000","7,459,000",47.6
2011,"MINNESOTA, SOUTH CENTRAL, BROWN",27,80,015,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","118,600","119,000","4,979,000",42
2011,"MINNESOTA, SOUTH CENTRAL, FARIBAULT",27,80,043,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","165,700","166,000","7,701,000",46.5
2011,"MINNESOTA, SOUTH CENTRAL, FREEBORN",27,80,047,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","138,800","139,000","6,354,000",45.8
2011,"MINNESOTA, SOUTH CENTRAL, LE SUEUR",27,80,079,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","76,500","76,800","2,877,000",37.6
2011,"MINNESOTA, SOUTH CENTRAL, MARTIN",27,80,091,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","150,600","151,500","7,305,000",48.5
2011,"MINNESOTA, SOUTH CENTRAL, NICOLLET",27,80,103,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","80,400","80,800","3,419,000",42.5
2011,"MINNESOTA, SOUTH CENTRAL, RICE",27,80,131,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","65,400","65,600","2,546,000",38.9
2011,"MINNESOTA, SOUTH CENTRAL, STEELE",27,80,147,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","75,500","76,200","3,138,000",41.6
2011,"MINNESOTA, SOUTH CENTRAL, WASECA",27,80,161,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","83,400","83,700","3,820,000",45.8
2011,"MINNESOTA, SOUTH CENTRAL, WATONWAN",27,80,165,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","97,400","99,400","4,387,000",45
2011,"MINNESOTA, SOUTHEAST, DAKOTA",27,90,037,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","47,500","48,000","1,995,000",42
2011,"MINNESOTA, SOUTHEAST, DODGE",27,90,039,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","83,400","83,900","4,032,000",48.3
2011,"MINNESOTA, SOUTHEAST, FILLMORE",27,90,045,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","86,100","86,600","4,169,000",48.4
2011,"MINNESOTA, SOUTHEAST, GOODHUE",27,90,049,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","89,800","90,300","4,206,000",46.8
2011,"MINNESOTA, SOUTHEAST, HOUSTON",27,90,055,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","26,200","26,400","1,234,000",47.1
2011,"MINNESOTA, SOUTHEAST, MOWER",27,90,099,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","147,500","148,500","6,993,000",47.4
2011,"MINNESOTA, SOUTHEAST, OLMSTED",27,90,109,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","67,800","68,200","3,160,000",46.6
2011,"MINNESOTA, SOUTHEAST, WABASHA",27,90,157,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","37,200","37,400","1,852,000",49.8
2011,"MINNESOTA, SOUTHEAST, WINONA",27,90,169,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","27,500","27,700","1,361,000",49.5
2011,"MINNESOTA, SOUTHWEST, COTTONWOOD",27,70,033,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","147,300","148,000","6,490,000",44.1
2011,"MINNESOTA, SOUTHWEST, JACKSON",27,70,063,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","174,200","175,000","7,959,000",45.7
2011,"MINNESOTA, SOUTHWEST, LINCOLN",27,70,081,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","99,300","99,900","3,466,000",34.9
2011,"MINNESOTA, SOUTHWEST, LYON",27,70,083,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","153,300","156,500","5,397,000",35.2
2011,"MINNESOTA, SOUTHWEST, MURRAY",27,70,101,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","159,000","159,500","7,334,000",46.1
2011,"MINNESOTA, SOUTHWEST, NOBLES",27,70,105,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","167,200","168,500","7,660,000",45.8
2011,"MINNESOTA, SOUTHWEST, PIPESTONE",27,70,117,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","91,700","93,100","3,558,000",38.8
2011,"MINNESOTA, SOUTHWEST, REDWOOD",27,70,127,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","206,000","209,000","7,792,000",37.8
2011,"MINNESOTA, SOUTHWEST, ROCK",27,70,133,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","105,000","105,500","5,198,000",49.5
