YEAR,LOCATION,"STATE ANSI","ASD CODE","COUNTY ANSI","REFERENCE PERIOD",COMMODITY,"WEEK ENDING","PROGRESS in PCT PLANTED","PROGRESS, 5 YEAR AVG in PCT PLANTED","PROGRESS, PREVIOUS YEAR in PCT PLANTED","PROGRESS in PCT EMERGED","PROGRESS, 5 YEAR AVG in PCT EMERGED","PROGRESS, PREVIOUS YEAR in PCT EMERGED","PROGRESS in PCT BLOOMING","PROGRESS, 5 YEAR AVG in PCT BLOOMING","PROGRESS, PREVIOUS YEAR in PCT BLOOMING","PROGRESS in PCT SETTING PODS","PROGRESS, 5 YEAR AVG in PCT SETTING PODS","PROGRESS, PREVIOUS YEAR in PCT SETTING PODS","PROGRESS in PCT COLORING","PROGRESS, 5 YEAR AVG in PCT COLORING","PROGRESS, PREVIOUS YEAR in PCT COLORING","PROGRESS in PCT DROPPING LEAVES","PROGRESS, 5 YEAR AVG in PCT DROPPING LEAVES","PROGRESS, PREVIOUS YEAR in PCT DROPPING LEAVES","PROGRESS in PCT HARVESTED","PROGRESS, 5 YEAR AVG in PCT HARVESTED","PROGRESS, PREVIOUS YEAR in PCT HARVESTED","PROGRESS in PCT MATURE","PROGRESS, PREVIOUS YEAR in PCT MATURE"
1998,ILLINOIS,17,"  ","   ","WEEK #25",SOYBEANS,1998-06-21,91,89," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1998,ILLINOIS,17,"  ","   ","WEEK #26",SOYBEANS,1998-06-28,94,96," "," "," "," ",2,3," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1998,ILLINOIS,17,"  ","   ","WEEK #27",SOYBEANS,1998-07-05," "," "," "," "," "," ",7,9," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1998,ILLINOIS,17,"  ","   ","WEEK #28",SOYBEANS,1998-07-12," "," "," "," "," "," ",27,21," ",2,1," "," "," "," "," "," "," "," "," "," "," "," "
1998,ILLINOIS,17,"  ","   ","WEEK #29",SOYBEANS,1998-07-19," "," "," "," "," "," ",46,37," ",8,6," "," "," "," "," "," "," "," "," "," "," "," "
1998,ILLINOIS,17,"  ","   ","WEEK #30",SOYBEANS,1998-07-26," "," "," "," "," "," ",72,57," ",20,15," "," "," "," "," "," "," "," "," "," "," "," "
1998,ILLINOIS,17,"  ","   ","WEEK #31",SOYBEANS,1998-08-02," "," "," "," "," "," ",83,75," ",40,30," "," "," "," "," "," "," "," "," "," "," "," "
1998,ILLINOIS,17,"  ","   ","WEEK #32",SOYBEANS,1998-08-09," "," "," "," "," "," ",91,86," ",67,50," "," "," "," "," "," "," "," "," "," "," "," "
1998,ILLINOIS,17,"  ","   ","WEEK #33",SOYBEANS,1998-08-16," "," "," "," "," "," ",94,92," ",78,70," "," "," "," "," "," "," "," "," "," "," "," "
1998,ILLINOIS,17,"  ","   ","WEEK #34",SOYBEANS,1998-08-23," "," "," "," "," "," "," "," "," ",86,84," "," "," "," "," "," "," "," "," "," "," "," "
1998,ILLINOIS,17,"  ","   ","WEEK #35",SOYBEANS,1998-08-30," "," "," "," "," "," "," "," "," ",91,93," "," "," "," ",1,1," "," "," "," "," "," "
1998,ILLINOIS,17,"  ","   ","WEEK #36",SOYBEANS,1998-09-06," "," "," "," "," "," "," "," "," ",97,97," "," "," "," ",6,5," "," "," "," "," "," "
1998,ILLINOIS,17,"  ","   ","WEEK #37",SOYBEANS,1998-09-13," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",22,16," ",1,1," "," "," "
1998,ILLINOIS,17,"  ","   ","WEEK #38",SOYBEANS,1998-09-20," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",50,40," ",5,4," "," "," "
1998,ILLINOIS,17,"  ","   ","WEEK #39",SOYBEANS,1998-09-27," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",77,65," ",17,12," "," "," "
1998,ILLINOIS,17,"  ","   ","WEEK #40",SOYBEANS,1998-10-04," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",84,84," ",37,30," "," "," "
1998,ILLINOIS,17,"  ","   ","WEEK #41",SOYBEANS,1998-10-11," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",96,95," ",49,59," "," "," "
1998,ILLINOIS,17,"  ","   ","WEEK #42",SOYBEANS,1998-10-18," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",71,77," "," "," "
1998,ILLINOIS,17,"  ","   ","WEEK #43",SOYBEANS,1998-10-25," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",85,87," "," "," "
1998,ILLINOIS,17,"  ","   ","WEEK #44",SOYBEANS,1998-11-01," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",92,94," "," "," "
1998,ILLINOIS,17,"  ","   ","WEEK #45",SOYBEANS,1998-11-08," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",96,97," "," "," "
1998,ILLINOIS,17,"  ","   ","WEEK #46",SOYBEANS,1998-11-15," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",97,99," "," "," "
1998,IOWA,19,"  ","   ","WEEK #19",SOYBEANS,1998-05-10,14,10," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1998,IOWA,19,"  ","   ","WEEK #20",SOYBEANS,1998-05-17,62,29," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1998,IOWA,19,"  ","   ","WEEK #21",SOYBEANS,1998-05-24,85,54," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1998,IOWA,19,"  ","   ","WEEK #22",SOYBEANS,1998-05-31,90,67," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1998,IOWA,19,"  ","   ","WEEK #23",SOYBEANS,1998-06-07,97,76," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1998,IOWA,19,"  ","   ","WEEK #24",SOYBEANS,1998-06-14,98,85," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1998,IOWA,19,"  ","   ","WEEK #25",SOYBEANS,1998-06-21,99,94," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1998,IOWA,19,"  ","   ","WEEK #26",SOYBEANS,1998-06-28,100,97," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1998,IOWA,19,"  ","   ","WEEK #27",SOYBEANS,1998-07-05," "," "," "," "," "," ",25,11," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1998,IOWA,19,"  ","   ","WEEK #28",SOYBEANS,1998-07-12," "," "," "," "," "," ",46,27," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1998,IOWA,19,"  ","   ","WEEK #29",SOYBEANS,1998-07-19," "," "," "," "," "," ",77,48," ",22,9," "," "," "," "," "," "," "," "," "," "," "," "
1998,IOWA,19,"  ","   ","WEEK #30",SOYBEANS,1998-07-26," "," "," "," "," "," ",90,69," ",50,25," "," "," "," "," "," "," "," "," "," "," "," "
1998,IOWA,19,"  ","   ","WEEK #31",SOYBEANS,1998-08-02," "," "," "," "," "," ",95,83," ",70,44," "," "," "," "," "," "," "," "," "," "," "," "
1998,IOWA,19,"  ","   ","WEEK #32",SOYBEANS,1998-08-09," "," "," "," "," "," ",97,91," ",88,65," "," "," "," "," "," "," "," "," "," "," "," "
1998,IOWA,19,"  ","   ","WEEK #33",SOYBEANS,1998-08-16," "," "," "," "," "," ",100,96," ",95,82," "," "," "," "," "," "," "," "," "," "," "," "
1998,IOWA,19,"  ","   ","WEEK #34",SOYBEANS,1998-08-23," "," "," "," "," "," "," "," "," ",99,92," "," "," "," "," "," "," "," "," "," "," "," "
1998,IOWA,19,"  ","   ","WEEK #35",SOYBEANS,1998-08-30," "," "," "," "," "," "," "," "," ",100,96," "," "," "," "," ",1," "," "," "," "," "," "
1998,IOWA,19,"  ","   ","WEEK #36",SOYBEANS,1998-09-06," "," "," "," "," "," "," "," "," ",100,99," "," "," "," ",4,4," "," "," "," "," "," "
1998,IOWA,19,"  ","   ","WEEK #37",SOYBEANS,1998-09-13," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",34,16," "," "," "," "," "," "
1998,IOWA,19,"  ","   ","WEEK #38",SOYBEANS,1998-09-20," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",71,42," ",5,3," "," "," "
1998,IOWA,19,"  ","   ","WEEK #39",SOYBEANS,1998-09-27," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",88,69," ",24,9," "," "," "
1998,IOWA,19,"  ","   ","WEEK #40",SOYBEANS,1998-10-04," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",98,87," ",51,29," "," "," "
1998,IOWA,19,"  ","   ","WEEK #41",SOYBEANS,1998-10-11," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",100,96," ",64,57," "," "," "
1998,IOWA,19,"  ","   ","WEEK #42",SOYBEANS,1998-10-18," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",87,81," "," "," "
1998,IOWA,19,"  ","   ","WEEK #43",SOYBEANS,1998-10-25," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",93,93," "," "," "
1998,IOWA,19,"  ","   ","WEEK #44",SOYBEANS,1998-11-01," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",97,97," "," "," "
1998,IOWA,19,"  ","   ","WEEK #45",SOYBEANS,1998-11-08," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",99,99," "," "," "
1998,IOWA,19,"  ","   ","WEEK #46",SOYBEANS,1998-11-15," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",99,99," "," "," "
1998,MISSISSIPPI,28,"  ","   ","WEEK #19",SOYBEANS,1998-05-10,40,31," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1998,MISSISSIPPI,28,"  ","   ","WEEK #20",SOYBEANS,1998-05-17,68,45," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1998,MISSISSIPPI,28,"  ","   ","WEEK #21",SOYBEANS,1998-05-24,78,59," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1998,MISSISSIPPI,28,"  ","   ","WEEK #22",SOYBEANS,1998-05-31,82,68," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1998,MISSISSIPPI,28,"  ","   ","WEEK #23",SOYBEANS,1998-06-07,85,77," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1998,MISSISSIPPI,28,"  ","   ","WEEK #24",SOYBEANS,1998-06-14,89,84," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1998,MISSISSIPPI,28,"  ","   ","WEEK #25",SOYBEANS,1998-06-21,97,89," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1998,MISSISSIPPI,28,"  ","   ","WEEK #26",SOYBEANS,1998-06-28,98,92," "," "," "," ",42,18," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1998,MISSISSIPPI,28,"  ","   ","WEEK #27",SOYBEANS,1998-07-05," "," "," "," "," "," ",60,29," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1998,MISSISSIPPI,28,"  ","   ","WEEK #28",SOYBEANS,1998-07-12," "," "," "," "," "," ",76,37," ",44," "," "," "," "," "," "," "," "," "," "," "," "," "
1998,MISSISSIPPI,28,"  ","   ","WEEK #29",SOYBEANS,1998-07-19," "," "," "," "," "," ",85,47," ",57,19," "," "," "," "," "," "," "," "," "," "," "," "
1998,MISSISSIPPI,28,"  ","   ","WEEK #30",SOYBEANS,1998-07-26," "," "," "," "," "," ",92,62," ",67,33," "," "," "," "," "," "," "," "," "," "," "," "
1998,MISSISSIPPI,28,"  ","   ","WEEK #31",SOYBEANS,1998-08-02," "," "," "," "," "," ",98,74," ",77,42," "," "," "," "," "," "," "," "," "," "," "," "
1998,MISSISSIPPI,28,"  ","   ","WEEK #32",SOYBEANS,1998-08-09," "," "," "," "," "," ",100,82," ",83,59," "," "," "," "," "," "," "," "," "," "," "," "
1998,MISSISSIPPI,28,"  ","   ","WEEK #33",SOYBEANS,1998-08-16," "," "," "," "," "," ",100,92," ",94,75," "," "," "," "," "," "," "," "," "," "," "," "
1998,MISSISSIPPI,28,"  ","   ","WEEK #34",SOYBEANS,1998-08-23," "," "," "," "," "," "," "," "," ",96,81," "," "," "," ",19,8," "," "," "," "," "," "
1998,MISSISSIPPI,28,"  ","   ","WEEK #35",SOYBEANS,1998-08-30," "," "," "," "," "," "," "," "," ",98,90," "," "," "," ",26,13," "," "," "," "," "," "
1998,MISSISSIPPI,28,"  ","   ","WEEK #36",SOYBEANS,1998-09-06," "," "," "," "," "," "," "," "," ",100,95," "," "," "," ",36,23," "," "," "," "," "," "
1998,MISSISSIPPI,28,"  ","   ","WEEK #37",SOYBEANS,1998-09-13," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",55,33," ",17,10," "," "," "
1998,MISSISSIPPI,28,"  ","   ","WEEK #38",SOYBEANS,1998-09-20," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",69,44," ",29,18," "," "," "
1998,MISSISSIPPI,28,"  ","   ","WEEK #39",SOYBEANS,1998-09-27," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",79,59," ",49,26," "," "," "
1998,MISSISSIPPI,28,"  ","   ","WEEK #40",SOYBEANS,1998-10-04," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",88,70," ",62,32," "," "," "
1998,MISSISSIPPI,28,"  ","   ","WEEK #41",SOYBEANS,1998-10-11," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",97,79," ",72,44," "," "," "
1998,MISSISSIPPI,28,"  ","   ","WEEK #42",SOYBEANS,1998-10-18," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",82,56," "," "," "
1998,MISSISSIPPI,28,"  ","   ","WEEK #43",SOYBEANS,1998-10-25," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",91,65," "," "," "
1998,MISSISSIPPI,28,"  ","   ","WEEK #44",SOYBEANS,1998-11-01," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",95,75," "," "," "
1998,MISSISSIPPI,28,"  ","   ","WEEK #45",SOYBEANS,1998-11-08," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",98,83," "," "," "
1998,MISSISSIPPI,28,"  ","   ","WEEK #46",SOYBEANS,1998-11-15," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",99,89," "," "," "
1999,ILLINOIS,17,"  ","   ","WEEK #17",SOYBEANS,1999-05-02,0,3," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1999,ILLINOIS,17,"  ","   ","WEEK #18",SOYBEANS,1999-05-09,6,9," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1999,ILLINOIS,17,"  ","   ","WEEK #19",SOYBEANS,1999-05-16,27,20," ",3," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1999,ILLINOIS,17,"  ","   ","WEEK #20",SOYBEANS,1999-05-23,45,41," ",14," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1999,ILLINOIS,17,"  ","   ","WEEK #21",SOYBEANS,1999-05-30,79,55," ",40," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1999,ILLINOIS,17,"  ","   ","WEEK #22",SOYBEANS,1999-06-06,90,66," ",71," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1999,ILLINOIS,17,"  ","   ","WEEK #23",SOYBEANS,1999-06-13,96,78," ",88," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1999,ILLINOIS,17,"  ","   ","WEEK #24",SOYBEANS,1999-06-20,97,88," ",93," "," ",0,0," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1999,ILLINOIS,17,"  ","   ","WEEK #25",SOYBEANS,1999-06-27,99,95," ",97," "," ",8,2," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1999,ILLINOIS,17,"  ","   ","WEEK #26",SOYBEANS,1999-07-04," "," "," ",99," "," ",14,8," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1999,ILLINOIS,17,"  ","   ","WEEK #27",SOYBEANS,1999-07-11," "," "," "," "," "," ",39,21," ",3,1," "," "," "," "," "," "," "," "," "," "," "," "
1999,ILLINOIS,17,"  ","   ","WEEK #28",SOYBEANS,1999-07-18," "," "," "," "," "," ",62,37," ",11,6," "," "," "," "," "," "," "," "," "," "," "," "
1999,ILLINOIS,17,"  ","   ","WEEK #29",SOYBEANS,1999-07-25," "," "," "," "," "," ",82,57," ",26,15," "," "," "," "," "," "," "," "," "," "," "," "
1999,ILLINOIS,17,"  ","   ","WEEK #30",SOYBEANS,1999-08-01," "," "," "," "," "," ",94,74," ",56,30," "," "," "," "," "," "," "," "," "," "," "," "
1999,ILLINOIS,17,"  ","   ","WEEK #31",SOYBEANS,1999-08-08," "," "," "," "," "," ",96,85," ",73,50," "," "," "," "," "," "," "," "," "," "," "," "
1999,ILLINOIS,17,"  ","   ","WEEK #32",SOYBEANS,1999-08-15," "," "," "," "," "," ",99,92," ",84,70," "," "," "," "," "," "," "," "," "," "," "," "
1999,ILLINOIS,17,"  ","   ","WEEK #33",SOYBEANS,1999-08-22," "," "," "," "," "," "," "," "," ",92,83," "," "," "," ",0,0," "," "," "," "," "," "
1999,ILLINOIS,17,"  ","   ","WEEK #34",SOYBEANS,1999-08-29," "," "," "," "," "," "," "," "," ",95,92," "," "," "," ",1,1," "," "," "," "," "," "
1999,ILLINOIS,17,"  ","   ","WEEK #35",SOYBEANS,1999-09-05," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",6,4," "," "," "," "," "," "
1999,ILLINOIS,17,"  ","   ","WEEK #36",SOYBEANS,1999-09-12," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",32,16," ",2,1," "," "," "
1999,ILLINOIS,17,"  ","   ","WEEK #37",SOYBEANS,1999-09-19," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",58,40," ",5,4," "," "," "
1999,ILLINOIS,17,"  ","   ","WEEK #38",SOYBEANS,1999-09-26," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",80,65," ",14,13," "," "," "
1999,ILLINOIS,17,"  ","   ","WEEK #39",SOYBEANS,1999-10-03," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",90,83," ",34,31," "," "," "
1999,ILLINOIS,17,"  ","   ","WEEK #40",SOYBEANS,1999-10-10," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",98,93," ",51,55," "," "," "
1999,ILLINOIS,17,"  ","   ","WEEK #41",SOYBEANS,1999-10-17," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",99,97," ",75,74," "," "," "
1999,ILLINOIS,17,"  ","   ","WEEK #42",SOYBEANS,1999-10-24," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",92,86," "," "," "
1999,ILLINOIS,17,"  ","   ","WEEK #43",SOYBEANS,1999-10-31," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",98,93," "," "," "
1999,ILLINOIS,17,"  ","   ","WEEK #44",SOYBEANS,1999-11-07," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",99,96," "," "," "
1999,ILLINOIS,17,"  ","   ","WEEK #45",SOYBEANS,1999-11-14," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",100,98," "," "," "
1999,IOWA,19,"  ","   ","WEEK #17",SOYBEANS,1999-05-02,0,4," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1999,IOWA,19,"  ","   ","WEEK #18",SOYBEANS,1999-05-09,5,11," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1999,IOWA,19,"  ","   ","WEEK #19",SOYBEANS,1999-05-16,21,36," ",0,8," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1999,IOWA,19,"  ","   ","WEEK #20",SOYBEANS,1999-05-23,33,64," ",7,19," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1999,IOWA,19,"  ","   ","WEEK #21",SOYBEANS,1999-05-30,74,77," ",24,43," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1999,IOWA,19,"  ","   ","WEEK #22",SOYBEANS,1999-06-06,93,85," ",63,64," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1999,IOWA,19,"  ","   ","WEEK #23",SOYBEANS,1999-06-13,97,91," ",90,81," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1999,IOWA,19,"  ","   ","WEEK #24",SOYBEANS,1999-06-20,100,97," ",96,91," ",0,0," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1999,IOWA,19,"  ","   ","WEEK #25",SOYBEANS,1999-06-27,100,99," ",99,97," ",2,4," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1999,IOWA,19,"  ","   ","WEEK #26",SOYBEANS,1999-07-04," "," "," ",100,100," ",12,14," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1999,IOWA,19,"  ","   ","WEEK #27",SOYBEANS,1999-07-11," "," "," "," "," "," ",41,32," ",3,4," "," "," "," "," "," "," "," "," "," "," "," "
1999,IOWA,19,"  ","   ","WEEK #28",SOYBEANS,1999-07-18," "," "," "," "," "," ",65,56," ",12,12," "," "," "," "," "," "," "," "," "," "," "," "
1999,IOWA,19,"  ","   ","WEEK #29",SOYBEANS,1999-07-25," "," "," "," "," "," ",87,78," ",40,31," "," "," "," "," "," "," "," "," "," "," "," "
1999,IOWA,19,"  ","   ","WEEK #30",SOYBEANS,1999-08-01," "," "," "," "," "," ",95,89," ",64,52," "," "," "," "," "," "," "," "," "," "," "," "
1999,IOWA,19,"  ","   ","WEEK #31",SOYBEANS,1999-08-08," "," "," "," "," "," ",98,95," ",81,73," "," "," "," "," "," "," "," "," "," "," "," "
1999,IOWA,19,"  ","   ","WEEK #32",SOYBEANS,1999-08-15," "," "," "," "," "," ",100,98," ",93,88," "," "," "," "," "," "," "," "," "," "," "," "
1999,IOWA,19,"  ","   ","WEEK #33",SOYBEANS,1999-08-22," "," "," "," "," "," "," "," "," ",100,96," "," "," "," ",0,1," "," "," "," "," "," "
1999,IOWA,19,"  ","   ","WEEK #34",SOYBEANS,1999-08-29," "," "," "," "," "," "," "," "," ",100,99," "," "," "," ",0,2," "," "," "," "," "," "
1999,IOWA,19,"  ","   ","WEEK #35",SOYBEANS,1999-09-05," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",3,4," "," "," "," "," "," "
1999,IOWA,19,"  ","   ","WEEK #36",SOYBEANS,1999-09-12," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",12,19," ",0,0," "," "," "
1999,IOWA,19,"  ","   ","WEEK #37",SOYBEANS,1999-09-19," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",36,48," ",1,3," "," "," "
1999,IOWA,19,"  ","   ","WEEK #38",SOYBEANS,1999-09-26," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",77,76," ",8,12," "," "," "
1999,IOWA,19,"  ","   ","WEEK #39",SOYBEANS,1999-10-03," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",96,92," ",32,33," "," "," "
1999,IOWA,19,"  ","   ","WEEK #40",SOYBEANS,1999-10-10," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",100,97," ",67,58," "," "," "
1999,IOWA,19,"  ","   ","WEEK #41",SOYBEANS,1999-10-17," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",100,100," ",90,81," "," "," "
1999,IOWA,19,"  ","   ","WEEK #42",SOYBEANS,1999-10-24," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",98,93," "," "," "
1999,IOWA,19,"  ","   ","WEEK #43",SOYBEANS,1999-10-31," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",100,97," "," "," "
1999,IOWA,19,"  ","   ","WEEK #44",SOYBEANS,1999-11-07," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",100,99," "," "," "
1999,IOWA,19,"  ","   ","WEEK #45",SOYBEANS,1999-11-14," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",100,99," "," "," "
1999,MISSISSIPPI,28,"  ","   ","WEEK #17",SOYBEANS,1999-05-02,29,25," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1999,MISSISSIPPI,28,"  ","   ","WEEK #18",SOYBEANS,1999-05-09,43,36," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1999,MISSISSIPPI,28,"  ","   ","WEEK #19",SOYBEANS,1999-05-16,62,54," ",43,40," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1999,MISSISSIPPI,28,"  ","   ","WEEK #20",SOYBEANS,1999-05-23,76,71," ",57,54," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1999,MISSISSIPPI,28,"  ","   ","WEEK #21",SOYBEANS,1999-05-30,86,79," ",76,67," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1999,MISSISSIPPI,28,"  ","   ","WEEK #22",SOYBEANS,1999-06-06,90,86," ",83,77," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1999,MISSISSIPPI,28,"  ","   ","WEEK #23",SOYBEANS,1999-06-13,95,89," ",89,82," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1999,MISSISSIPPI,28,"  ","   ","WEEK #24",SOYBEANS,1999-06-20,98,94," ",94,86," ",0,0," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1999,MISSISSIPPI,28,"  ","   ","WEEK #25",SOYBEANS,1999-06-27,99,96," ",97,91," ",50,24," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1999,MISSISSIPPI,28,"  ","   ","WEEK #26",SOYBEANS,1999-07-04," "," "," ",99,95," ",66,39," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1999,MISSISSIPPI,28,"  ","   ","WEEK #27",SOYBEANS,1999-07-11," "," "," "," "," "," ",84,50," ",55,16," "," "," "," "," "," "," "," "," "," "," "," "
1999,MISSISSIPPI,28,"  ","   ","WEEK #28",SOYBEANS,1999-07-18," "," "," "," "," "," ",90,59," ",61,28," "," "," "," "," "," "," "," "," "," "," "," "
1999,MISSISSIPPI,28,"  ","   ","WEEK #29",SOYBEANS,1999-07-25," "," "," "," "," "," ",93,72," ",75,43," "," "," "," "," "," "," "," "," "," "," "," "
1999,MISSISSIPPI,28,"  ","   ","WEEK #30",SOYBEANS,1999-08-01," "," "," "," "," "," ",97,83," ",85,53," "," "," "," "," "," "," "," "," "," "," "," "
1999,MISSISSIPPI,28,"  ","   ","WEEK #31",SOYBEANS,1999-08-08," "," "," "," "," "," ",99,89," ",93,67," "," "," "," "," "," "," "," "," "," "," "," "
1999,MISSISSIPPI,28,"  ","   ","WEEK #32",SOYBEANS,1999-08-15," "," "," "," "," "," ",100,95," ",98,82," "," "," "," "," "," "," "," "," "," "," "," "
