YEAR,LOCATION,"STATE ANSI","ASD CODE","COUNTY ANSI","REFERENCE PERIOD",COMMODITY,"AREA OPERATED in ACRES","AREA OPERATED in ACRES / OPERATION","OPERATIONS in OPERATIONS"
2006,VERMONT,50,"  ","   ",YEAR,"FARM OPERATIONS","1,250,000",198,"6,300"
2006,VIRGINIA,51,"  ","   ",YEAR,"FARM OPERATIONS","8,200,000",175,"46,800"
2006,WASHINGTON,53,"  ","   ",YEAR,"FARM OPERATIONS","15,000,000",441,"34,000"
2006,"WEST VIRGINIA",54,"  ","   ",YEAR,"FARM OPERATIONS","3,600,000",170,"21,200"
2006,WISCONSIN,55,"  ","   ",YEAR,"FARM OPERATIONS","15,300,000",201,"76,000"
2006,WYOMING,56,"  ","   ",YEAR,"FARM OPERATIONS","31,600,000","3,473","9,100"
2007,ALABAMA,01,"  ","   ",YEAR,"FARM OPERATIONS","9,000,000",184,"48,800"
2007,ALASKA,02,"  ","   ",YEAR,"FARM OPERATIONS","890,000","1,309",680
2007,ARIZONA,04,"  ","   ",YEAR,"FARM OPERATIONS","26,100,000","1,673","15,600"
2007,ARKANSAS,05,"  ","   ",YEAR,"FARM OPERATIONS","13,900,000",282,"49,300"
2007,CALIFORNIA,06,"  ","   ",YEAR,"FARM OPERATIONS","25,400,000",314,"81,000"
2007,COLORADO,08,"  ","   ",YEAR,"FARM OPERATIONS","31,400,000",851,"36,900"
2007,CONNECTICUT,09,"  ","   ",YEAR,"FARM OPERATIONS","410,000",84,"4,900"
2007,DELAWARE,10,"  ","   ",YEAR,"FARM OPERATIONS","510,000",200,"2,550"
2007,FLORIDA,12,"  ","   ",YEAR,"FARM OPERATIONS","9,300,000",196,"47,500"
2007,GEORGIA,13,"  ","   ",YEAR,"FARM OPERATIONS","10,300,000",215,"47,900"
2007,HAWAII,15,"  ","   ",YEAR,"FARM OPERATIONS","1,120,000",149,"7,500"
2007,IDAHO,16,"  ","   ",YEAR,"FARM OPERATIONS","11,500,000",453,"25,400"
2007,ILLINOIS,17,"  ","   ",YEAR,"FARM OPERATIONS","26,800,000",349,"76,900"
2007,INDIANA,18,"  ","   ",YEAR,"FARM OPERATIONS","14,800,000",243,"61,000"
2007,IOWA,19,"  ","   ",YEAR,"FARM OPERATIONS","30,800,000",332,"92,800"
2007,KANSAS,20,"  ","   ",YEAR,"FARM OPERATIONS","46,300,000",707,"65,500"
2007,KENTUCKY,21,"  ","   ",YEAR,"FARM OPERATIONS","14,000,000",164,"85,300"
2007,LOUISIANA,22,"  ","   ",YEAR,"FARM OPERATIONS","8,100,000",270,"30,000"
2007,MAINE,23,"  ","   ",YEAR,"FARM OPERATIONS","1,350,000",167,"8,100"
2007,MARYLAND,24,"  ","   ",YEAR,"FARM OPERATIONS","2,060,000",160,"12,850"
2007,MASSACHUSETTS,25,"  ","   ",YEAR,"FARM OPERATIONS","520,000",68,"7,700"
2007,MICHIGAN,26,"  ","   ",YEAR,"FARM OPERATIONS","10,000,000",179,"56,000"
2007,MINNESOTA,27,"  ","   ",YEAR,"FARM OPERATIONS","26,900,000",332,"81,000"
2007,MISSISSIPPI,28,"  ","   ",YEAR,"FARM OPERATIONS","11,000,000",262,"42,000"
2007,MISSOURI,29,"  ","   ",YEAR,"FARM OPERATIONS","29,000,000",269,"107,800"
2007,MONTANA,30,"  ","   ",YEAR,"FARM OPERATIONS","60,900,000","2,064","29,500"
2007,NEBRASKA,31,"  ","   ",YEAR,"FARM OPERATIONS","45,600,000",956,"47,700"
2007,NEVADA,32,"  ","   ",YEAR,"FARM OPERATIONS","5,900,000","1,903","3,100"
2007,"NEW HAMPSHIRE",33,"  ","   ",YEAR,"FARM OPERATIONS","470,000",113,"4,150"
2007,"NEW JERSEY",34,"  ","   ",YEAR,"FARM OPERATIONS","730,000",71,"10,300"
2007,"NEW MEXICO",35,"  ","   ",YEAR,"FARM OPERATIONS","43,200,000","2,057","21,000"
2007,"NEW YORK",36,"  ","   ",YEAR,"FARM OPERATIONS","7,200,000",198,"36,400"
2007,"NORTH CAROLINA",37,"  ","   ",YEAR,"FARM OPERATIONS","8,600,000",163,"52,900"
2007,"NORTH DAKOTA",38,"  ","   ",YEAR,"FARM OPERATIONS","39,600,000","1,238","32,000"
2007,OHIO,39,"  ","   ",YEAR,"FARM OPERATIONS","14,000,000",184,"75,900"
2007,OKLAHOMA,40,"  ","   ",YEAR,"FARM OPERATIONS","35,100,000",405,"86,600"
2007,OREGON,41,"  ","   ",YEAR,"FARM OPERATIONS","16,400,000",425,"38,600"
2007,PENNSYLVANIA,42,"  ","   ",YEAR,"FARM OPERATIONS","7,800,000",123,"63,200"
2007,"RHODE ISLAND",44,"  ","   ",YEAR,"FARM OPERATIONS","70,000",57,"1,220"
2007,"SOUTH CAROLINA",45,"  ","   ",YEAR,"FARM OPERATIONS","4,900,000",189,"25,900"
2007,"SOUTH DAKOTA",46,"  ","   ",YEAR,"FARM OPERATIONS","43,700,000","1,401","31,200"
2007,TENNESSEE,47,"  ","   ",YEAR,"FARM OPERATIONS","11,000,000",138,"79,500"
2007,TEXAS,48,"  ","   ",YEAR,"FARM OPERATIONS","130,400,000",527,"247,500"
2007,UTAH,49,"  ","   ",YEAR,"FARM OPERATIONS","11,100,000",665,"16,700"
2007,VERMONT,50,"  ","   ",YEAR,"FARM OPERATIONS","1,230,000",176,"7,000"
2007,VIRGINIA,51,"  ","   ",YEAR,"FARM OPERATIONS","8,100,000",171,"47,400"
2007,WASHINGTON,53,"  ","   ",YEAR,"FARM OPERATIONS","14,900,000",379,"39,300"
2007,"WEST VIRGINIA",54,"  ","   ",YEAR,"FARM OPERATIONS","3,700,000",158,"23,400"
2007,WISCONSIN,55,"  ","   ",YEAR,"FARM OPERATIONS","15,200,000",194,"78,500"
2007,WYOMING,56,"  ","   ",YEAR,"FARM OPERATIONS","30,200,000","2,745","11,000"
2008,ALABAMA,01,"  ","   ",YEAR,"FARM OPERATIONS","8,900,000",187,"47,600"
2008,ALASKA,02,"  ","   ",YEAR,"FARM OPERATIONS","870,000","1,243",700
2008,ARIZONA,04,"  ","   ",YEAR,"FARM OPERATIONS","25,900,000","1,579","16,400"
2008,ARKANSAS,05,"  ","   ",YEAR,"FARM OPERATIONS","13,800,000",283,"48,700"
2008,CALIFORNIA,06,"  ","   ",YEAR,"FARM OPERATIONS","25,400,000",316,"80,300"
2008,COLORADO,08,"  ","   ",YEAR,"FARM OPERATIONS","31,400,000",860,"36,500"
2008,CONNECTICUT,09,"  ","   ",YEAR,"FARM OPERATIONS","400,000",78,"5,100"
2008,DELAWARE,10,"  ","   ",YEAR,"FARM OPERATIONS","500,000",200,"2,500"
2008,FLORIDA,12,"  ","   ",YEAR,"FARM OPERATIONS","9,300,000",196,"47,500"
2008,GEORGIA,13,"  ","   ",YEAR,"FARM OPERATIONS","10,300,000",221,"46,600"
2008,HAWAII,15,"  ","   ",YEAR,"FARM OPERATIONS","1,100,000",149,"7,400"
2008,IDAHO,16,"  ","   ",YEAR,"FARM OPERATIONS","11,500,000",453,"25,400"
2008,ILLINOIS,17,"  ","   ",YEAR,"FARM OPERATIONS","26,700,000",349,"76,600"
2008,INDIANA,18,"  ","   ",YEAR,"FARM OPERATIONS","14,790,000",244,"60,700"
2008,IOWA,19,"  ","   ",YEAR,"FARM OPERATIONS","30,700,000",336,"91,400"
2008,KANSAS,20,"  ","   ",YEAR,"FARM OPERATIONS","46,200,000",714,"64,700"
2008,KENTUCKY,21,"  ","   ",YEAR,"FARM OPERATIONS","13,800,000",165,"83,500"
2008,LOUISIANA,22,"  ","   ",YEAR,"FARM OPERATIONS","8,000,000",268,"29,900"
2008,MAINE,23,"  ","   ",YEAR,"FARM OPERATIONS","1,400,000",173,"8,100"
2008,MARYLAND,24,"  ","   ",YEAR,"FARM OPERATIONS","2,050,000",160,"12,800"
2008,MASSACHUSETTS,25,"  ","   ",YEAR,"FARM OPERATIONS","520,000",68,"7,700"
2008,MICHIGAN,26,"  ","   ",YEAR,"FARM OPERATIONS","9,970,000",183,"54,400"
2008,MINNESOTA,27,"  ","   ",YEAR,"FARM OPERATIONS","26,600,000",334,"79,600"
2008,MISSISSIPPI,28,"  ","   ",YEAR,"FARM OPERATIONS","10,900,000",265,"41,100"
2008,MISSOURI,29,"  ","   ",YEAR,"FARM OPERATIONS","29,000,000",272,"106,500"
2008,MONTANA,30,"  ","   ",YEAR,"FARM OPERATIONS","60,600,000","2,068","29,300"
2008,NEBRASKA,31,"  ","   ",YEAR,"FARM OPERATIONS","45,500,000",944,"48,200"
2008,NEVADA,32,"  ","   ",YEAR,"FARM OPERATIONS","5,900,000","1,788","3,300"
2008,"NEW HAMPSHIRE",33,"  ","   ",YEAR,"FARM OPERATIONS","470,000",112,"4,200"
2008,"NEW JERSEY",34,"  ","   ",YEAR,"FARM OPERATIONS","710,000",71,"10,000"
2008,"NEW MEXICO",35,"  ","   ",YEAR,"FARM OPERATIONS","42,900,000","2,053","20,900"
2008,"NEW YORK",36,"  ","   ",YEAR,"FARM OPERATIONS","7,200,000",197,"36,500"
2008,"NORTH CAROLINA",37,"  ","   ",YEAR,"FARM OPERATIONS","8,500,000",162,"52,500"
2008,"NORTH DAKOTA",38,"  ","   ",YEAR,"FARM OPERATIONS","39,600,000","1,245","31,800"
2008,OHIO,39,"  ","   ",YEAR,"FARM OPERATIONS","13,900,000",185,"75,300"
2008,OKLAHOMA,40,"  ","   ",YEAR,"FARM OPERATIONS","35,000,000",409,"85,500"
2008,OREGON,41,"  ","   ",YEAR,"FARM OPERATIONS","16,300,000",429,"38,000"
2008,PENNSYLVANIA,42,"  ","   ",YEAR,"FARM OPERATIONS","7,720,000",124,"62,400"
2008,"RHODE ISLAND",44,"  ","   ",YEAR,"FARM OPERATIONS","70,000",58,"1,200"
2008,"SOUTH CAROLINA",45,"  ","   ",YEAR,"FARM OPERATIONS","5,000,000",188,"26,600"
2008,"SOUTH DAKOTA",46,"  ","   ",YEAR,"FARM OPERATIONS","43,600,000","1,389","31,400"
2008,TENNESSEE,47,"  ","   ",YEAR,"FARM OPERATIONS","10,900,000",141,"77,200"
2008,TEXAS,48,"  ","   ",YEAR,"FARM OPERATIONS","131,200,000",529,"248,000"
2008,UTAH,49,"  ","   ",YEAR,"FARM OPERATIONS","11,000,000",655,"16,800"
2008,VERMONT,50,"  ","   ",YEAR,"FARM OPERATIONS","1,230,000",173,"7,100"
2008,VIRGINIA,51,"  ","   ",YEAR,"FARM OPERATIONS","8,000,000",171,"46,900"
2008,WASHINGTON,53,"  ","   ",YEAR,"FARM OPERATIONS","14,700,000",376,"39,100"
2008,"WEST VIRGINIA",54,"  ","   ",YEAR,"FARM OPERATIONS","3,700,000",161,"23,000"
2008,WISCONSIN,55,"  ","   ",YEAR,"FARM OPERATIONS","15,000,000",196,"76,400"
2008,WYOMING,56,"  ","   ",YEAR,"FARM OPERATIONS","29,900,000","2,670","11,200"
2009,ALABAMA,01,"  ","   ",YEAR,"FARM OPERATIONS","8,900,000",190,"46,800"
2009,ALASKA,02,"  ","   ",YEAR,"FARM OPERATIONS","860,000","1,211",710
2009,ARIZONA,04,"  ","   ",YEAR,"FARM OPERATIONS","25,500,000","1,491","17,100"
2009,ARKANSAS,05,"  ","   ",YEAR,"FARM OPERATIONS","13,700,000",286,"47,900"
2009,CALIFORNIA,06,"  ","   ",YEAR,"FARM OPERATIONS","25,500,000",320,"79,800"
2009,COLORADO,08,"  ","   ",YEAR,"FARM OPERATIONS","31,300,000",867,"36,100"
2009,CONNECTICUT,09,"  ","   ",YEAR,"FARM OPERATIONS","420,000",79,"5,300"
2009,DELAWARE,10,"  ","   ",YEAR,"FARM OPERATIONS","490,000",200,"2,450"
2009,FLORIDA,12,"  ","   ",YEAR,"FARM OPERATIONS","9,350,000",196,"47,700"
2009,GEORGIA,13,"  ","   ",YEAR,"FARM OPERATIONS","9,800,000",216,"45,300"
2009,HAWAII,15,"  ","   ",YEAR,"FARM OPERATIONS","1,110,000",152,"7,300"
2009,IDAHO,16,"  ","   ",YEAR,"FARM OPERATIONS","11,500,000",446,"25,800"
2009,ILLINOIS,17,"  ","   ",YEAR,"FARM OPERATIONS","26,900,000",353,"76,200"
2009,INDIANA,18,"  ","   ",YEAR,"FARM OPERATIONS","14,790,000",242,"61,100"
2009,IOWA,19,"  ","   ",YEAR,"FARM OPERATIONS","30,700,000",340,"90,300"
2009,KANSAS,20,"  ","   ",YEAR,"FARM OPERATIONS","46,200,000",723,"63,900"
2009,KENTUCKY,21,"  ","   ",YEAR,"FARM OPERATIONS","13,500,000",165,"81,800"
2009,LOUISIANA,22,"  ","   ",YEAR,"FARM OPERATIONS","7,950,000",268,"29,700"
2009,MAINE,23,"  ","   ",YEAR,"FARM OPERATIONS","1,400,000",173,"8,100"
2009,MARYLAND,24,"  ","   ",YEAR,"FARM OPERATIONS","2,060,000",163,"12,600"
2009,MASSACHUSETTS,25,"  ","   ",YEAR,"FARM OPERATIONS","520,000",68,"7,700"
2009,MICHIGAN,26,"  ","   ",YEAR,"FARM OPERATIONS","9,970,000",186,"53,700"
2009,MINNESOTA,27,"  ","   ",YEAR,"FARM OPERATIONS","26,500,000",338,"78,400"
2009,MISSISSIPPI,28,"  ","   ",YEAR,"FARM OPERATIONS","10,800,000",267,"40,500"
2009,MISSOURI,29,"  ","   ",YEAR,"FARM OPERATIONS","28,800,000",274,"105,000"
2009,MONTANA,30,"  ","   ",YEAR,"FARM OPERATIONS","60,500,000","2,051","29,500"
2009,NEBRASKA,31,"  ","   ",YEAR,"FARM OPERATIONS","45,500,000",936,"48,600"
2009,NEVADA,32,"  ","   ",YEAR,"FARM OPERATIONS","5,920,000","1,691","3,500"
2009,"NEW HAMPSHIRE",33,"  ","   ",YEAR,"FARM OPERATIONS","470,000",111,"4,250"
2009,"NEW JERSEY",34,"  ","   ",YEAR,"FARM OPERATIONS","720,000",73,"9,800"
2009,"NEW MEXICO",35,"  ","   ",YEAR,"FARM OPERATIONS","43,200,000","2,038","21,200"
2009,"NEW YORK",36,"  ","   ",YEAR,"FARM OPERATIONS","7,100,000",195,"36,400"
2009,"NORTH CAROLINA",37,"  ","   ",YEAR,"FARM OPERATIONS","8,500,000",162,"52,400"
2009,"NORTH DAKOTA",38,"  ","   ",YEAR,"FARM OPERATIONS","39,600,000","1,253","31,600"
2009,OHIO,39,"  ","   ",YEAR,"FARM OPERATIONS","13,860,000",185,"75,100"
2009,OKLAHOMA,40,"  ","   ",YEAR,"FARM OPERATIONS","34,900,000",414,"84,300"
2009,OREGON,41,"  ","   ",YEAR,"FARM OPERATIONS","16,300,000",435,"37,500"
2009,PENNSYLVANIA,42,"  ","   ",YEAR,"FARM OPERATIONS","7,700,000",125,"61,600"
2009,"RHODE ISLAND",44,"  ","   ",YEAR,"FARM OPERATIONS","70,000",56,"1,250"
2009,"SOUTH CAROLINA",45,"  ","   ",YEAR,"FARM OPERATIONS","4,900,000",185,"26,500"
2009,"SOUTH DAKOTA",46,"  ","   ",YEAR,"FARM OPERATIONS","43,500,000","1,368","31,800"
2009,TENNESSEE,47,"  ","   ",YEAR,"FARM OPERATIONS","10,900,000",145,"75,200"
2009,TEXAS,48,"  ","   ",YEAR,"FARM OPERATIONS","131,900,000",531,"248,500"
2009,UTAH,49,"  ","   ",YEAR,"FARM OPERATIONS","11,000,000",640,"17,200"
2009,VERMONT,50,"  ","   ",YEAR,"FARM OPERATIONS","1,230,000",173,"7,100"
2009,VIRGINIA,51,"  ","   ",YEAR,"FARM OPERATIONS","8,100,000",173,"46,900"
2009,WASHINGTON,53,"  ","   ",YEAR,"FARM OPERATIONS","14,600,000",377,"38,700"
2009,"WEST VIRGINIA",54,"  ","   ",YEAR,"FARM OPERATIONS","3,700,000",159,"23,200"
2009,WISCONSIN,55,"  ","   ",YEAR,"FARM OPERATIONS","14,900,000",199,"74,900"
2009,WYOMING,56,"  ","   ",YEAR,"FARM OPERATIONS","30,000,000","2,632","11,400"
2010,ALABAMA,01,"  ","   ",YEAR,"FARM OPERATIONS","8,900,000",193,"46,000"
2010,ALASKA,02,"  ","   ",YEAR,"FARM OPERATIONS","850,000","1,181",720
2010,ARIZONA,04,"  ","   ",YEAR,"FARM OPERATIONS","24,800,000","1,378","18,000"
2010,ARKANSAS,05,"  ","   ",YEAR,"FARM OPERATIONS","13,700,000",291,"47,000"
2010,CALIFORNIA,06,"  ","   ",YEAR,"FARM OPERATIONS","25,500,000",322,"79,200"
2010,COLORADO,08,"  ","   ",YEAR,"FARM OPERATIONS","31,500,000",868,"36,300"
2010,CONNECTICUT,09,"  ","   ",YEAR,"FARM OPERATIONS","410,000",75,"5,500"
2010,DELAWARE,10,"  ","   ",YEAR,"FARM OPERATIONS","500,000",200,"2,500"
2010,FLORIDA,12,"  ","   ",YEAR,"FARM OPERATIONS","9,400,000",197,"47,600"
2010,GEORGIA,13,"  ","   ",YEAR,"FARM OPERATIONS","9,700,000",219,"44,200"
2010,HAWAII,15,"  ","   ",YEAR,"FARM OPERATIONS","1,100,000",153,"7,200"
2010,IDAHO,16,"  ","   ",YEAR,"FARM OPERATIONS","11,500,000",453,"25,400"
2010,ILLINOIS,17,"  ","   ",YEAR,"FARM OPERATIONS","26,900,000",354,"75,900"
2010,INDIANA,18,"  ","   ",YEAR,"FARM OPERATIONS","14,790,000",242,"61,200"
2010,IOWA,19,"  ","   ",YEAR,"FARM OPERATIONS","30,600,000",343,"89,100"
2010,KANSAS,20,"  ","   ",YEAR,"FARM OPERATIONS","46,200,000",732,"63,100"
2010,KENTUCKY,21,"  ","   ",YEAR,"FARM OPERATIONS","13,400,000",167,"80,100"
2010,LOUISIANA,22,"  ","   ",YEAR,"FARM OPERATIONS","7,950,000",274,"29,000"
2010,MAINE,23,"  ","   ",YEAR,"FARM OPERATIONS","1,400,000",173,"8,100"
2010,MARYLAND,24,"  ","   ",YEAR,"FARM OPERATIONS","2,050,000",164,"12,500"
2010,MASSACHUSETTS,25,"  ","   ",YEAR,"FARM OPERATIONS","530,000",69,"7,700"
2010,MICHIGAN,26,"  ","   ",YEAR,"FARM OPERATIONS","9,980,000",187,"53,300"
2010,MINNESOTA,27,"  ","   ",YEAR,"FARM OPERATIONS","26,300,000",342,"76,800"
2010,MISSISSIPPI,28,"  ","   ",YEAR,"FARM OPERATIONS","10,900,000",275,"39,700"
2010,MISSOURI,29,"  ","   ",YEAR,"FARM OPERATIONS","28,700,000",279,"103,000"
2010,MONTANA,30,"  ","   ",YEAR,"FARM OPERATIONS","60,600,000","2,082","29,100"
2010,NEBRASKA,31,"  ","   ",YEAR,"FARM OPERATIONS","45,400,000",917,"49,500"
2010,NEVADA,32,"  ","   ",YEAR,"FARM OPERATIONS","5,920,000","1,579","3,750"
2010,"NEW HAMPSHIRE",33,"  ","   ",YEAR,"FARM OPERATIONS","470,000",109,"4,300"
2010,"NEW JERSEY",34,"  ","   ",YEAR,"FARM OPERATIONS","710,000",74,"9,600"
2010,"NEW MEXICO",35,"  ","   ",YEAR,"FARM OPERATIONS","43,400,000","1,973","22,000"
2010,"NEW YORK",36,"  ","   ",YEAR,"FARM OPERATIONS","7,100,000",197,"36,000"
2010,"NORTH CAROLINA",37,"  ","   ",YEAR,"FARM OPERATIONS","8,400,000",163,"51,500"
2010,"NORTH DAKOTA",38,"  ","   ",YEAR,"FARM OPERATIONS","39,500,000","1,262","31,300"
2010,OHIO,39,"  ","   ",YEAR,"FARM OPERATIONS","13,840,000",184,"75,400"
2010,OKLAHOMA,40,"  ","   ",YEAR,"FARM OPERATIONS","34,700,000",417,"83,200"
2010,OREGON,41,"  ","   ",YEAR,"FARM OPERATIONS","16,200,000",439,"36,900"
2010,PENNSYLVANIA,42,"  ","   ",YEAR,"FARM OPERATIONS","7,650,000",126,"60,800"
2010,"RHODE ISLAND",44,"  ","   ",YEAR,"FARM OPERATIONS","70,000",56,"1,250"
2010,"SOUTH CAROLINA",45,"  ","   ",YEAR,"FARM OPERATIONS","5,000,000",192,"26,000"
2010,"SOUTH DAKOTA",46,"  ","   ",YEAR,"FARM OPERATIONS","43,400,000","1,361","31,900"
2010,TENNESSEE,47,"  ","   ",YEAR,"FARM OPERATIONS","10,800,000",148,"72,800"
2010,TEXAS,48,"  ","   ",YEAR,"FARM OPERATIONS","131,600,000",530,"248,500"
2010,UTAH,49,"  ","   ",YEAR,"FARM OPERATIONS","11,000,000",629,"17,500"
2010,VERMONT,50,"  ","   ",YEAR,"FARM OPERATIONS","1,240,000",172,"7,200"
2010,VIRGINIA,51,"  ","   ",YEAR,"FARM OPERATIONS","8,200,000",176,"46,500"
2010,WASHINGTON,53,"  ","   ",YEAR,"FARM OPERATIONS","14,600,000",382,"38,200"
2010,"WEST VIRGINIA",54,"  ","   ",YEAR,"FARM OPERATIONS","3,600,000",161,"22,400"
2010,WISCONSIN,55,"  ","   ",YEAR,"FARM OPERATIONS","14,700,000",201,"73,200"
2010,WYOMING,56,"  ","   ",YEAR,"FARM OPERATIONS","30,000,000","2,586","11,600"
2011,ALABAMA,01,"  ","   ",YEAR,"FARM OPERATIONS","8,900,000",198,"45,000"
2011,ALASKA,02,"  ","   ",YEAR,"FARM OPERATIONS","840,000","1,135",740
2011,ARIZONA,04,"  ","   ",YEAR,"FARM OPERATIONS","25,000,000","1,316","19,000"
2011,ARKANSAS,05,"  ","   ",YEAR,"FARM OPERATIONS","13,700,000",298,"46,000"
2011,CALIFORNIA,06,"  ","   ",YEAR,"FARM OPERATIONS","25,600,000",327,"78,400"
2011,COLORADO,08,"  ","   ",YEAR,"FARM OPERATIONS","31,600,000",863,"36,600"
2011,CONNECTICUT,09,"  ","   ",YEAR,"FARM OPERATIONS","420,000",72,"5,800"
2011,DELAWARE,10,"  ","   ",YEAR,"FARM OPERATIONS","510,000",208,"2,450"
2011,FLORIDA,12,"  ","   ",YEAR,"FARM OPERATIONS","9,450,000",198,"47,700"
2011,GEORGIA,13,"  ","   ",YEAR,"FARM OPERATIONS","9,700,000",224,"43,400"
2011,HAWAII,15,"  ","   ",YEAR,"FARM OPERATIONS","1,130,000",159,"7,100"
2011,IDAHO,16,"  ","   ",YEAR,"FARM OPERATIONS","11,600,000",462,"25,100"
2011,ILLINOIS,17,"  ","   ",YEAR,"FARM OPERATIONS","27,000,000",358,"75,500"
2011,INDIANA,18,"  ","   ",YEAR,"FARM OPERATIONS","14,700,000",241,"61,100"
2011,IOWA,19,"  ","   ",YEAR,"FARM OPERATIONS","30,600,000",344,"88,900"
2011,KANSAS,20,"  ","   ",YEAR,"FARM OPERATIONS","46,100,000",739,"62,400"
2011,KENTUCKY,21,"  ","   ",YEAR,"FARM OPERATIONS","13,200,000",168,"78,600"
2011,LOUISIANA,22,"  ","   ",YEAR,"FARM OPERATIONS","7,850,000",275,"28,500"
2011,MAINE,23,"  ","   ",YEAR,"FARM OPERATIONS","1,400,000",171,"8,200"
2011,MARYLAND,24,"  ","   ",YEAR,"FARM OPERATIONS","2,040,000",165,"12,400"
2011,MASSACHUSETTS,25,"  ","   ",YEAR,"FARM OPERATIONS","530,000",69,"7,700"
2011,MICHIGAN,26,"  ","   ",YEAR,"FARM OPERATIONS","10,000,000",190,"52,700"
2011,MINNESOTA,27,"  ","   ",YEAR,"FARM OPERATIONS","26,100,000",346,"75,400"
2011,MISSISSIPPI,28,"  ","   ",YEAR,"FARM OPERATIONS","10,900,000",281,"38,800"
2011,MISSOURI,29,"  ","   ",YEAR,"FARM OPERATIONS","28,500,000",282,"101,000"
2011,MONTANA,30,"  ","   ",YEAR,"FARM OPERATIONS","60,700,000","2,115","28,700"
2011,NEBRASKA,31,"  ","   ",YEAR,"FARM OPERATIONS","45,400,000",913,"49,700"
2011,NEVADA,32,"  ","   ",YEAR,"FARM OPERATIONS","5,890,000","1,510","3,900"
2011,"NEW HAMPSHIRE",33,"  ","   ",YEAR,"FARM OPERATIONS","460,000",107,"4,300"
2011,"NEW JERSEY",34,"  ","   ",YEAR,"FARM OPERATIONS","720,000",77,"9,400"
2011,"NEW MEXICO",35,"  ","   ",YEAR,"FARM OPERATIONS","43,100,000","1,811","23,800"
2011,"NEW YORK",36,"  ","   ",YEAR,"FARM OPERATIONS","7,100,000",198,"35,800"
2011,"NORTH CAROLINA",37,"  ","   ",YEAR,"FARM OPERATIONS","8,300,000",163,"50,800"
2011,"NORTH DAKOTA",38,"  ","   ",YEAR,"FARM OPERATIONS","39,500,000","1,270","31,100"
2011,OHIO,39,"  ","   ",YEAR,"FARM OPERATIONS","13,800,000",183,"75,300"
2011,OKLAHOMA,40,"  ","   ",YEAR,"FARM OPERATIONS","34,400,000",422,"81,500"
2011,OREGON,41,"  ","   ",YEAR,"FARM OPERATIONS","16,200,000",448,"36,200"
2011,PENNSYLVANIA,42,"  ","   ",YEAR,"FARM OPERATIONS","7,570,000",126,"60,000"
2011,"RHODE ISLAND",44,"  ","   ",YEAR,"FARM OPERATIONS","70,000",56,"1,250"
2011,"SOUTH CAROLINA",45,"  ","   ",YEAR,"FARM OPERATIONS","5,000,000",193,"25,900"
2011,"SOUTH DAKOTA",46,"  ","   ",YEAR,"FARM OPERATIONS","43,300,000","1,353","32,000"
2011,TENNESSEE,47,"  ","   ",YEAR,"FARM OPERATIONS","10,800,000",153,"70,600"
2011,TEXAS,48,"  ","   ",YEAR,"FARM OPERATIONS","131,500,000",529,"248,500"
2011,UTAH,49,"  ","   ",YEAR,"FARM OPERATIONS","11,000,000",615,"17,900"
2011,VERMONT,50,"  ","   ",YEAR,"FARM OPERATIONS","1,240,000",170,"7,300"
2011,VIRGINIA,51,"  ","   ",YEAR,"FARM OPERATIONS","8,200,000",178,"46,100"
2011,WASHINGTON,53,"  ","   ",YEAR,"FARM OPERATIONS","14,600,000",386,"37,800"
2011,"WEST VIRGINIA",54,"  ","   ",YEAR,"FARM OPERATIONS","3,600,000",164,"21,900"
2011,WISCONSIN,55,"  ","   ",YEAR,"FARM OPERATIONS","14,600,000",205,"71,200"
2011,WYOMING,56,"  ","   ",YEAR,"FARM OPERATIONS","30,000,000","2,542","11,800"
2012,ALABAMA,01,"  ","   ",YEAR,"FARM OPERATIONS","8,900,000",206,"43,200"
2012,ALASKA,02,"  ","   ",YEAR,"FARM OPERATIONS","830,000","1,092",760
2012,ARIZONA,04,"  ","   ",YEAR,"FARM OPERATIONS","26,200,000","1,310","20,000"
2012,ARKANSAS,05,"  ","   ",YEAR,"FARM OPERATIONS","13,800,000",306,"45,100"
2012,CALIFORNIA,06,"  ","   ",YEAR,"FARM OPERATIONS","25,600,000",329,"77,900"
2012,COLORADO,08,"  ","   ",YEAR,"FARM OPERATIONS","31,900,000",881,"36,200"
2012,CONNECTICUT,09,"  ","   ",YEAR,"FARM OPERATIONS","440,000",73,"6,000"
2012,DELAWARE,10,"  ","   ",YEAR,"FARM OPERATIONS","510,000",208,"2,450"
2012,FLORIDA,12,"  ","   ",YEAR,"FARM OPERATIONS","9,550,000",200,"47,700"
2012,GEORGIA,13,"  ","   ",YEAR,"FARM OPERATIONS","9,600,000",227,"42,300"
2012,HAWAII,15,"  ","   ",YEAR,"FARM OPERATIONS","1,130,000",161,"7,000"
2012,IDAHO,16,"  ","   ",YEAR,"FARM OPERATIONS","11,800,000",476,"24,800"
2012,ILLINOIS,17,"  ","   ",YEAR,"FARM OPERATIONS","26,900,000",358,"75,100"
2012,INDIANA,18,"  ","   ",YEAR,"FARM OPERATIONS","14,700,000",250,"58,700"
2012,IOWA,19,"  ","   ",YEAR,"FARM OPERATIONS","30,600,000",345,"88,600"
2012,KANSAS,20,"  ","   ",YEAR,"FARM OPERATIONS","46,100,000",746,"61,800"
2012,KENTUCKY,21,"  ","   ",YEAR,"FARM OPERATIONS","13,000,000",169,"77,100"
