LOCATION,YEAR,MONTH,Precipitation,Anomaly
MISSOURI,1999,09,2.56,-1.08
MISSOURI,1999,10,1.53,-1.98
MISSOURI,1999,11,1.14,-1.77
MISSOURI,1999,12,3.75,1.12
MISSOURI,2000,01,1.37,-0.56
MISSOURI,2000,02,2.74,0.44
MISSOURI,2000,03,2.55,-0.82
MISSOURI,2000,04,1.23,-3.21
MISSOURI,2000,05,4.16,-1.13
MISSOURI,2000,06,6.94,2.31
MISSOURI,2000,07,4.05,0.01
MISSOURI,2000,08,2.69,-1.39
MISSOURI,2000,09,2.83,-0.81
MISSOURI,2000,10,2.81,-0.7
MISSOURI,2000,11,2.88,-0.03
MISSOURI,2000,12,1.45,-1.18
MISSOURI,2001,01,1.98,0.05
MISSOURI,2001,02,4.39,2.09
MISSOURI,2001,03,1.71,-1.66
MISSOURI,2001,04,2.97,-1.47
MISSOURI,2001,05,5.5,0.21
MISSOURI,2001,06,5.91,1.28
MISSOURI,2001,07,4.87,0.83
MISSOURI,2001,08,2.98,-1.1
MISSOURI,2001,09,3.48,-0.16
MISSOURI,2001,10,4.36,0.85
MISSOURI,2001,11,2.55,-0.36
MISSOURI,2001,12,2.91,0.28
MISSOURI,2002,01,2.64,0.71
MISSOURI,2002,02,1.42,-0.88
MISSOURI,2002,03,3.51,0.14
MISSOURI,2002,04,4.6,0.16
MISSOURI,2002,05,9.6,4.31
MISSOURI,2002,06,2.95,-1.68
MISSOURI,2002,07,3.11,-0.93
MISSOURI,2002,08,3.74,-0.34
MISSOURI,2002,09,1.94,-1.7
MISSOURI,2002,10,3.54,0.03
MISSOURI,2002,11,0.84,-2.07
MISSOURI,2002,12,2.32,-0.31
MISSOURI,2003,01,0.59,-1.34
MISSOURI,2003,02,2.46,0.16
MISSOURI,2003,03,2.3,-1.07
MISSOURI,2003,04,4.04,-0.4
MISSOURI,2003,05,4.9,-0.39
MISSOURI,2003,06,4.72,0.09
MISSOURI,2003,07,2.47,-1.57
MISSOURI,2003,08,3.74,-0.34
MISSOURI,2003,09,5.19,1.55
MISSOURI,2003,10,2.24,-1.27
MISSOURI,2003,11,4.08,1.17
MISSOURI,2003,12,3.3,0.67
MISSOURI,2004,01,2.16,0.23
MISSOURI,2004,02,0.93,-1.37
MISSOURI,2004,03,4.98,1.61
MISSOURI,2004,04,3.43,-1.01
MISSOURI,2004,05,5.65,0.36
MISSOURI,2004,06,3.47,-1.16
MISSOURI,2004,07,5.65,1.61
MISSOURI,2004,08,5.21,1.13
MISSOURI,2004,09,1.14,-2.5
MISSOURI,2004,10,4.76,1.25
MISSOURI,2004,11,5.71,2.8
MISSOURI,2004,12,1.44,-1.19
MISSOURI,2005,01,4.94,3.01
MISSOURI,2005,02,2.37,0.07
MISSOURI,2005,03,1.62,-1.75
MISSOURI,2005,04,3.35,-1.09
MISSOURI,2005,05,2.16,-3.13
MISSOURI,2005,06,3.9,-0.73
MISSOURI,2005,07,2.92,-1.12
MISSOURI,2005,08,5.54,1.46
MISSOURI,2005,09,3.94,0.3
MISSOURI,2005,10,1.71,-1.8
MISSOURI,2005,11,3.13,0.22
MISSOURI,2005,12,0.83,-1.8
MISSOURI,2006,01,2.09,0.16
MISSOURI,2006,02,0.53,-1.77
MISSOURI,2006,03,3.84,0.47
MISSOURI,2006,04,3.74,-0.7
MISSOURI,2006,05,3.62,-1.67
MISSOURI,2006,06,3.12,-1.51
MISSOURI,2006,07,3.56,-0.48
MISSOURI,2006,08,4.46,0.38
MISSOURI,2006,09,2.84,-0.8
MISSOURI,2006,10,3.71,0.2
MISSOURI,2006,11,3.5,0.59
MISSOURI,2006,12,3.0,0.37
MISSOURI,2007,01,2.86,0.93
MISSOURI,2007,02,2.37,0.07
MISSOURI,2007,03,2.69,-0.68
MISSOURI,2007,04,3.77,-0.67
MISSOURI,2007,05,5.15,-0.14
MISSOURI,2007,06,5.11,0.48
MISSOURI,2007,07,2.31,-1.73
MISSOURI,2007,08,3.24,-0.84
MISSOURI,2007,09,3.0,-0.64
MISSOURI,2007,10,3.95,0.44
MISSOURI,2007,11,1.16,-1.75
MISSOURI,2007,12,3.97,1.34
MISSOURI,2008,01,1.52,-0.41
MISSOURI,2008,02,4.47,2.17
MISSOURI,2008,03,6.81,3.44
MISSOURI,2008,04,6.6,2.16
MISSOURI,2008,05,5.42,0.13
MISSOURI,2008,06,6.98,2.35
MISSOURI,2008,07,6.34,2.3
MISSOURI,2008,08,2.54,-1.54
MISSOURI,2008,09,8.15,4.51
MISSOURI,2008,10,2.52,-0.99
MISSOURI,2008,11,1.61,-1.3
MISSOURI,2008,12,3.14,0.51
MISSOURI,2009,01,0.89,-1.04
MISSOURI,2009,02,1.89,-0.41
MISSOURI,2009,03,3.97,0.6
MISSOURI,2009,04,5.23,0.79
MISSOURI,2009,05,5.86,0.57
MISSOURI,2009,06,5.77,1.14
MISSOURI,2009,07,4.46,0.42
MISSOURI,2009,08,4.77,0.69
MISSOURI,2009,09,3.76,0.12
MISSOURI,2009,10,9.87,6.36
MISSOURI,2009,11,2.27,-0.64
MISSOURI,2009,12,2.97,0.34
MISSOURI,2010,01,2.12,0.19
MISSOURI,2010,02,1.73,-0.57
MISSOURI,2010,03,3.35,-0.02
MISSOURI,2010,04,3.94,-0.5
MISSOURI,2010,05,6.77,1.48
MISSOURI,2010,06,4.79,0.16
MISSOURI,2010,07,6.77,2.73
MISSOURI,2010,08,2.53,-1.55
MISSOURI,2010,09,7.86,4.22
MISSOURI,2010,10,0.73,-2.78
MISSOURI,2010,11,3.08,0.17
MISSOURI,2010,12,0.9,-1.73
MISSOURI,2011,01,1.02,-0.91
MISSOURI,2011,02,3.52,1.22
MISSOURI,2011,03,3.47,0.1
MISSOURI,2011,04,7.6,3.16
MISSOURI,2011,05,6.36,1.07
MISSOURI,2011,06,4.08,-0.55
MISSOURI,2011,07,2.48,-1.56
MISSOURI,2011,08,3.92,-0.16
MISSOURI,2011,09,2.58,-1.06
MISSOURI,2011,10,1.21,-2.3
MISSOURI,2011,11,5.72,2.81
MISSOURI,2011,12,3.74,1.11
MISSOURI,2012,01,1.3,-0.63
MISSOURI,2012,02,2.3,0.0
MISSOURI,2012,03,4.17,0.8
MISSOURI,2012,04,3.74,-0.7
MISSOURI,2012,05,2.16,-3.13
MISSOURI,2012,06,1.9,-2.73
MISSOURI,2012,07,1.7,-2.34
MISSOURI,2012,08,2.44,-1.64
MISSOURI,2012,09,4.9,1.26
MISSOURI,2012,10,3.17,-0.34
MISSOURI,2012,11,1.57,-1.34
MISSOURI,2012,12,1.68,-0.95
MISSOURI,2013,01,3.33,1.4
MISSOURI,2013,02,3.19,0.89
MISSOURI,2013,03,3.48,0.11
MISSOURI,2013,04,6.21,1.77
MISSOURI,2013,05,6.84,1.55
MISSOURI,2013,06,4.46,-0.17
MISSOURI,2013,07,3.07,-0.97
MISSOURI,2013,08,4.08,0.0
MISSOURI,2013,09,2.5,-1.14
MISSOURI,2013,10,3.61,0.1
MISSOURI,2013,11,2.44,-0.47
MISSOURI,2013,12,2.5,-0.13
MISSOURI,2014,01,1.09,-0.84
MISSOURI,2014,02,1.22,-1.08
MISSOURI,2014,03,1.7,-1.67
MISSOURI,2014,04,5.09,0.65
MISSOURI,2014,05,3.19,-2.1
MISSOURI,2014,06,6.1,1.47
MISSOURI,2014,07,2.59,-1.45
MISSOURI,2014,08,4.34,0.26
MISSOURI,2014,09,3.85,0.21
MISSOURI,2014,10,6.23,2.72
MISSOURI,2014,11,1.72,-1.19
MISSOURI,2014,12,2.2,-0.43
MISSOURI,2015,01,1.19,-0.74
MISSOURI,2015,02,1.7,-0.6
MISSOURI,2015,03,3.24,-0.13
MISSOURI,2015,04,3.53,-0.91
MISSOURI,2015,05,7.3,2.01
MISSOURI,2015,06,7.36,2.73
MISSOURI,2015,07,7.93,3.89
MISSOURI,2015,08,3.96,-0.12
MISSOURI,2015,09,2.18,-1.46
MISSOURI,2015,10,1.56,-1.95
MISSOURI,2015,11,7.9,4.99
MISSOURI,2015,12,7.67,5.04
MISSOURI,2016,01,0.9,-1.03
MISSOURI,2016,02,1.02,-1.28
MISSOURI,2016,03,2.99,-0.38
MISSOURI,2016,04,3.71,-0.73
MISSOURI,2016,05,5.78,0.49
MISSOURI,2016,06,2.43,-2.2
MISSOURI,2016,07,6.56,2.52
MISSOURI,2016,08,6.61,2.53
MISSOURI,2016,09,4.39,0.75
MISSOURI,2016,10,2.29,-1.22
MISSOURI,2016,11,1.49,-1.42
MISSOURI,2016,12,1.27,-1.36
MISSOURI,2017,01,1.84,-0.09
MISSOURI,2017,02,0.59,-1.71
MISSOURI,2017,03,3.9,0.53
MISSOURI,2017,04,9.57,5.13
MISSOURI,2017,05,5.97,0.68
MISSOURI,2017,06,4.32,-0.31
MISSOURI,2017,07,3.39,-0.65
MISSOURI,2017,08,5.15,1.07
MISSOURI,2017,09,1.02,-2.62
MISSOURI,2017,10,3.78,0.27
MISSOURI,2017,11,0.91,-2.0
MISSOURI,2017,12,1.01,-1.62
MISSOURI,2018,01,1.64,-0.29
MISSOURI,2018,02,4.89,2.59
MISSOURI,2018,03,3.78,0.41
MISSOURI,2018,04,2.03,-2.41
MISSOURI,2018,05,4.18,-1.11
MISSOURI,2018,06,3.7,-0.93
MISSOURI,2018,07,2.49,-1.55
MISSOURI,2018,08,5.66,1.58
MISSOURI,2018,09,3.52,-0.12
MISSOURI,2018,10,4.68,1.17
MISSOURI,2018,11,2.73,-0.18
MISSOURI,2018,12,3.7,1.07
MISSOURI,2019,01,3.04,1.11
MONTANA,1996,01,1.86,0.73
MONTANA,1996,02,1.37,0.31
MONTANA,1996,03,1.41,0.08
MONTANA,1996,04,1.61,-0.18
MONTANA,1996,05,3.6,0.85
MONTANA,1996,06,1.78,-0.94
MONTANA,1996,07,0.76,-0.5
MONTANA,1996,08,0.54,-0.68
MONTANA,1996,09,1.82,0.43
MONTANA,1996,10,1.11,-0.43
MONTANA,1996,11,1.96,0.76
MONTANA,1996,12,2.78,1.55
MONTANA,1997,01,1.6,0.47
MONTANA,1997,02,0.86,-0.2
MONTANA,1997,03,1.51,0.18
MONTANA,1997,04,1.78,-0.01
MONTANA,1997,05,2.43,-0.32
MONTANA,1997,06,3.0,0.28
MONTANA,1997,07,2.79,1.53
MONTANA,1997,08,1.6,0.38
MONTANA,1997,09,1.0,-0.39
MONTANA,1997,10,1.54,0.0
MONTANA,1997,11,0.75,-0.45
MONTANA,1997,12,0.58,-0.65
MONTANA,1998,01,1.4,0.27
MONTANA,1998,02,0.6,-0.46
MONTANA,1998,03,1.46,0.13
MONTANA,1998,04,1.33,-0.46
MONTANA,1998,05,2.13,-0.62
MONTANA,1998,06,4.02,1.3
MONTANA,1998,07,1.88,0.62
MONTANA,1998,08,1.22,0.0
MONTANA,1998,09,1.02,-0.37
MONTANA,1998,10,1.61,0.07
MONTANA,1998,11,1.92,0.72
MONTANA,1998,12,1.66,0.43
MONTANA,1999,01,1.45,0.32
MONTANA,1999,02,1.38,0.32
MONTANA,1999,03,0.77,-0.56
MONTANA,1999,04,1.75,-0.04
MONTANA,1999,05,2.36,-0.39
MONTANA,1999,06,2.56,-0.16
MONTANA,1999,07,1.05,-0.21
MONTANA,1999,08,1.84,0.62
MONTANA,1999,09,1.07,-0.32
MONTANA,1999,10,0.99,-0.55
MONTANA,1999,11,1.19,-0.01
MONTANA,1999,12,1.03,-0.2
MONTANA,2000,01,1.19,0.06
MONTANA,2000,02,1.26,0.2
MONTANA,2000,03,1.0,-0.33
MONTANA,2000,04,1.28,-0.51
MONTANA,2000,05,2.09,-0.66
MONTANA,2000,06,2.09,-0.63
MONTANA,2000,07,1.64,0.38
MONTANA,2000,08,0.38,-0.84
MONTANA,2000,09,1.54,0.15
MONTANA,2000,10,1.35,-0.19
MONTANA,2000,11,0.98,-0.22
MONTANA,2000,12,0.87,-0.36
MONTANA,2001,01,0.51,-0.62
MONTANA,2001,02,0.82,-0.24
MONTANA,2001,03,0.83,-0.5
MONTANA,2001,04,1.72,-0.07
MONTANA,2001,05,0.83,-1.92
MONTANA,2001,06,3.83,1.11
MONTANA,2001,07,2.48,1.22
MONTANA,2001,08,0.21,-1.01
MONTANA,2001,09,0.92,-0.47
MONTANA,2001,10,1.29,-0.25
MONTANA,2001,11,0.71,-0.49
MONTANA,2001,12,0.79,-0.44
MONTANA,2002,01,1.26,0.13
MONTANA,2002,02,0.98,-0.08
MONTANA,2002,03,1.48,0.15
MONTANA,2002,04,1.25,-0.54
MONTANA,2002,05,2.04,-0.71
MONTANA,2002,06,3.37,0.65
MONTANA,2002,07,1.41,0.15
MONTANA,2002,08,1.89,0.67
MONTANA,2002,09,1.37,-0.02
MONTANA,2002,10,0.68,-0.86
MONTANA,2002,11,0.66,-0.54
MONTANA,2002,12,0.78,-0.45
MONTANA,2003,01,1.37,0.24
MONTANA,2003,02,1.21,0.15
MONTANA,2003,03,2.1,0.77
MONTANA,2003,04,2.03,0.24
MONTANA,2003,05,2.33,-0.42
MONTANA,2003,06,2.18,-0.54
MONTANA,2003,07,0.5,-0.76
MONTANA,2003,08,0.71,-0.51
MONTANA,2003,09,1.08,-0.31
MONTANA,2003,10,1.33,-0.21
MONTANA,2003,11,1.15,-0.05
MONTANA,2003,12,1.4,0.17
MONTANA,2004,01,1.3,0.17
MONTANA,2004,02,0.72,-0.34
MONTANA,2004,03,0.64,-0.69
MONTANA,2004,04,1.15,-0.64
MONTANA,2004,05,3.0,0.25
MONTANA,2004,06,2.03,-0.69
MONTANA,2004,07,1.48,0.22
MONTANA,2004,08,1.97,0.75
MONTANA,2004,09,1.53,0.14
MONTANA,2004,10,1.49,-0.05
MONTANA,2004,11,0.6,-0.6
MONTANA,2004,12,0.93,-0.3
MONTANA,2005,01,0.79,-0.34
MONTANA,2005,02,0.27,-0.79
MONTANA,2005,03,1.46,0.13
MONTANA,2005,04,1.94,0.15
MONTANA,2005,05,2.72,-0.03
MONTANA,2005,06,4.8,2.08
MONTANA,2005,07,0.67,-0.59
MONTANA,2005,08,1.24,0.02
MONTANA,2005,09,1.3,-0.09
MONTANA,2005,10,1.93,0.39
MONTANA,2005,11,1.66,0.46
MONTANA,2005,12,1.23,0.0
MONTANA,2006,01,1.4,0.27
MONTANA,2006,02,0.91,-0.15
MONTANA,2006,03,1.25,-0.08
MONTANA,2006,04,2.68,0.89
MONTANA,2006,05,1.8,-0.95
MONTANA,2006,06,2.35,-0.37
MONTANA,2006,07,0.59,-0.67
MONTANA,2006,08,0.82,-0.4
MONTANA,2006,09,1.92,0.53
MONTANA,2006,10,1.94,0.4
MONTANA,2006,11,1.71,0.51
MONTANA,2006,12,0.87,-0.36
MONTANA,2007,01,0.72,-0.41
MONTANA,2007,02,1.42,0.36
MONTANA,2007,03,1.16,-0.17
MONTANA,2007,04,1.78,-0.01
MONTANA,2007,05,4.05,1.3
MONTANA,2007,06,2.09,-0.63
MONTANA,2007,07,0.83,-0.43
MONTANA,2007,08,0.74,-0.48
MONTANA,2007,09,1.46,0.07
MONTANA,2007,10,1.61,0.07
MONTANA,2007,11,0.92,-0.28
MONTANA,2007,12,1.19,-0.04
MONTANA,2008,01,1.26,0.13
MONTANA,2008,02,1.08,0.02
MONTANA,2008,03,0.93,-0.4
MONTANA,2008,04,0.98,-0.81
MONTANA,2008,05,4.05,1.3
MONTANA,2008,06,2.85,0.13
MONTANA,2008,07,1.05,-0.21
MONTANA,2008,08,1.16,-0.06
MONTANA,2008,09,1.62,0.23
MONTANA,2008,10,1.32,-0.22
MONTANA,2008,11,1.37,0.17
MONTANA,2008,12,1.81,0.58
MONTANA,2009,01,1.34,0.21
MONTANA,2009,02,0.74,-0.32
MONTANA,2009,03,1.72,0.39
MONTANA,2009,04,1.94,0.15
MONTANA,2009,05,1.34,-1.41
MONTANA,2009,06,2.15,-0.57
MONTANA,2009,07,2.03,0.77
MONTANA,2009,08,1.86,0.64
MONTANA,2009,09,0.55,-0.84
MONTANA,2009,10,2.17,0.63
MONTANA,2009,11,0.56,-0.64
MONTANA,2009,12,1.05,-0.18
MONTANA,2010,01,1.08,-0.05
MONTANA,2010,02,0.5,-0.56
MONTANA,2010,03,0.74,-0.59
MONTANA,2010,04,2.08,0.29
MONTANA,2010,05,3.93,1.18
MONTANA,2010,06,3.66,0.94
MONTANA,2010,07,1.51,0.25
MONTANA,2010,08,2.18,0.96
MONTANA,2010,09,1.87,0.48
MONTANA,2010,10,0.91,-0.63
MONTANA,2010,11,1.92,0.72
MONTANA,2010,12,1.61,0.38
MONTANA,2011,01,1.77,0.64
MONTANA,2011,02,1.37,0.31
MONTANA,2011,03,1.62,0.29
MONTANA,2011,04,2.52,0.73
MONTANA,2011,05,5.7,2.95
MONTANA,2011,06,3.36,0.64
MONTANA,2011,07,1.39,0.13
MONTANA,2011,08,0.77,-0.45
MONTANA,2011,09,0.47,-0.92
MONTANA,2011,10,1.99,0.45
MONTANA,2011,11,1.08,-0.12
MONTANA,2011,12,0.81,-0.42
MONTANA,2012,01,1.23,0.1
MONTANA,2012,02,0.95,-0.11
MONTANA,2012,03,1.6,0.27
MONTANA,2012,04,1.98,0.19
MONTANA,2012,05,2.42,-0.33
MONTANA,2012,06,2.01,-0.71
MONTANA,2012,07,1.29,0.03
MONTANA,2012,08,0.57,-0.65
MONTANA,2012,09,0.17,-1.22
MONTANA,2012,10,1.82,0.28
MONTANA,2012,11,1.45,0.25
MONTANA,2012,12,1.32,0.09
MONTANA,2013,01,1.05,-0.08
MONTANA,2013,02,0.55,-0.51
MONTANA,2013,03,0.91,-0.42
MONTANA,2013,04,1.5,-0.29
MONTANA,2013,05,4.15,1.4
MONTANA,2013,06,3.12,0.4
MONTANA,2013,07,1.19,-0.07
MONTANA,2013,08,1.46,0.24
MONTANA,2013,09,2.53,1.14
MONTANA,2013,10,1.19,-0.35
MONTANA,2013,11,0.91,-0.29
MONTANA,2013,12,1.46,0.23
MONTANA,2014,01,1.21,0.08
MONTANA,2014,02,1.71,0.65
MONTANA,2014,03,2.26,0.93
MONTANA,2014,04,1.47,-0.32
MONTANA,2014,05,1.92,-0.83
MONTANA,2014,06,3.2,0.48
MONTANA,2014,07,0.69,-0.57
MONTANA,2014,08,3.7,2.48
MONTANA,2014,09,1.2,-0.19
MONTANA,2014,10,0.96,-0.58
MONTANA,2014,11,1.98,0.78
MONTANA,2014,12,1.3,0.07
MONTANA,2015,01,1.18,0.05
MONTANA,2015,02,0.9,-0.16
MONTANA,2015,03,0.99,-0.34
MONTANA,2015,04,1.08,-0.71
MONTANA,2015,05,2.43,-0.32
MONTANA,2015,06,1.77,-0.95
MONTANA,2015,07,1.88,0.62
MONTANA,2015,08,1.01,-0.21
MONTANA,2015,09,1.29,-0.1
MONTANA,2015,10,1.4,-0.14
MONTANA,2015,11,1.34,0.14
MONTANA,2015,12,1.61,0.38
MONTANA,2016,01,0.91,-0.22
MONTANA,2016,02,0.85,-0.21
MONTANA,2016,03,1.37,0.04
MONTANA,2016,04,2.33,0.54
MONTANA,2016,05,3.1,0.35
MONTANA,2016,06,1.53,-1.19
MONTANA,2016,07,2.07,0.81
MONTANA,2016,08,1.04,-0.18
MONTANA,2016,09,2.47,1.08
MONTANA,2016,10,3.36,1.82
MONTANA,2016,11,0.65,-0.55
MONTANA,2016,12,1.49,0.26
MONTANA,2017,01,0.91,-0.22
MONTANA,2017,02,1.72,0.66
MONTANA,2017,03,1.84,0.51
MONTANA,2017,04,2.13,0.34
MONTANA,2017,05,1.54,-1.21
MONTANA,2017,06,1.72,-1.0
MONTANA,2017,07,0.43,-0.83
MONTANA,2017,08,0.37,-0.85
MONTANA,2017,09,2.1,0.71
MONTANA,2017,10,1.16,-0.38
MONTANA,2017,11,1.7,0.5
MONTANA,2017,12,1.81,0.58
MONTANA,2018,01,1.16,0.03
MONTANA,2018,02,2.12,1.06
MONTANA,2018,03,1.43,0.1
MONTANA,2018,04,2.16,0.37
MONTANA,2018,05,2.8,0.05
MONTANA,2018,06,3.63,0.91
MONTANA,2018,07,0.77,-0.49
MONTANA,2018,08,1.05,-0.17
MONTANA,2018,09,1.09,-0.3
MONTANA,2018,10,1.34,-0.2
MONTANA,2018,11,1.44,0.24
MONTANA,2018,12,0.99,-0.24
MONTANA,2019,01,1.04,-0.09
NEBRASKA,1996,01,0.81,0.36
NEBRASKA,1996,02,0.03,-0.69
NEBRASKA,1996,03,0.65,-0.52
NEBRASKA,1996,04,1.48,-1.28
NEBRASKA,1996,05,6.12,2.36
NEBRASKA,1996,06,2.93,-0.8
NEBRASKA,1996,07,3.17,0.38
NEBRASKA,1996,08,3.8,0.96
NEBRASKA,1996,09,3.66,1.53
NEBRASKA,1996,10,0.81,-1.18
NEBRASKA,1996,11,1.8,1.04
NEBRASKA,1996,12,0.23,-0.52
NEBRASKA,1997,01,0.25,-0.2
NEBRASKA,1997,02,0.73,0.01
NEBRASKA,1997,03,0.29,-0.88
NEBRASKA,1997,04,2.28,-0.48
NEBRASKA,1997,05,2.8,-0.96
NEBRASKA,1997,06,3.35,-0.38
NEBRASKA,1997,07,2.85,0.06
NEBRASKA,1997,08,2.83,-0.01
NEBRASKA,1997,09,2.66,0.53
NEBRASKA,1997,10,3.06,1.07
NEBRASKA,1997,11,0.57,-0.19
NEBRASKA,1997,12,0.47,-0.28
NEBRASKA,1998,01,0.32,-0.13
NEBRASKA,1998,02,0.61,-0.11
NEBRASKA,1998,03,2.02,0.85
NEBRASKA,1998,04,2.15,-0.61
NEBRASKA,1998,05,2.95,-0.81
NEBRASKA,1998,06,4.78,1.05
NEBRASKA,1998,07,4.18,1.39
NEBRASKA,1998,08,2.71,-0.13
NEBRASKA,1998,09,1.01,-1.12
NEBRASKA,1998,10,2.93,0.94
NEBRASKA,1998,11,2.07,1.31
NEBRASKA,1998,12,0.2,-0.55
NEBRASKA,1999,01,0.32,-0.13
NEBRASKA,1999,02,0.53,-0.19
NEBRASKA,1999,03,0.87,-0.3
NEBRASKA,1999,04,4.2,1.44
NEBRASKA,1999,05,3.69,-0.07
NEBRASKA,1999,06,5.31,1.58
NEBRASKA,1999,07,2.36,-0.43
NEBRASKA,1999,08,3.08,0.24
NEBRASKA,1999,09,1.67,-0.46
NEBRASKA,1999,10,0.13,-1.86
NEBRASKA,1999,11,0.39,-0.37
NEBRASKA,1999,12,0.29,-0.46
NEBRASKA,2000,01,0.3,-0.15
NEBRASKA,2000,02,0.99,0.27
NEBRASKA,2000,03,1.55,0.38
NEBRASKA,2000,04,1.81,-0.95
NEBRASKA,2000,05,2.82,-0.94
NEBRASKA,2000,06,2.7,-1.03
NEBRASKA,2000,07,3.35,0.56
NEBRASKA,2000,08,1.22,-1.62
NEBRASKA,2000,09,1.49,-0.64
NEBRASKA,2000,10,2.35,0.36
NEBRASKA,2000,11,1.38,0.62
NEBRASKA,2000,12,0.4,-0.35
NEBRASKA,2001,01,0.95,0.5
NEBRASKA,2001,02,0.99,0.27
NEBRASKA,2001,03,0.72,-0.45
NEBRASKA,2001,04,3.83,1.07
NEBRASKA,2001,05,4.34,0.58
NEBRASKA,2001,06,2.09,-1.64
NEBRASKA,2001,07,3.85,1.06
NEBRASKA,2001,08,2.16,-0.68
NEBRASKA,2001,09,2.76,0.63
NEBRASKA,2001,10,1.09,-0.9
NEBRASKA,2001,11,1.59,0.83
NEBRASKA,2001,12,0.11,-0.64
NEBRASKA,2002,01,0.23,-0.22
NEBRASKA,2002,02,0.26,-0.46
NEBRASKA,2002,03,0.82,-0.35
NEBRASKA,2002,04,1.5,-1.26
NEBRASKA,2002,05,2.43,-1.33
NEBRASKA,2002,06,1.47,-2.26
NEBRASKA,2002,07,1.12,-1.67
NEBRASKA,2002,08,3.52,0.68
NEBRASKA,2002,09,1.42,-0.71
NEBRASKA,2002,10,2.63,0.64
NEBRASKA,2002,11,0.16,-0.6
NEBRASKA,2002,12,0.09,-0.66
NEBRASKA,2003,01,0.37,-0.08
NEBRASKA,2003,02,0.67,-0.05
NEBRASKA,2003,03,1.2,0.03
NEBRASKA,2003,04,3.23,0.47
NEBRASKA,2003,05,3.24,-0.52
NEBRASKA,2003,06,4.25,0.52
NEBRASKA,2003,07,1.43,-1.36
NEBRASKA,2003,08,1.35,-1.49
NEBRASKA,2003,09,2.21,0.08
NEBRASKA,2003,10,0.75,-1.24
NEBRASKA,2003,11,0.93,0.17
NEBRASKA,2003,12,0.35,-0.4
NEBRASKA,2004,01,0.5,0.05
NEBRASKA,2004,02,0.74,0.02
NEBRASKA,2004,03,1.95,0.78
NEBRASKA,2004,04,1.76,-1.0
NEBRASKA,2004,05,3.29,-0.47
NEBRASKA,2004,06,2.85,-0.88
NEBRASKA,2004,07,4.11,1.32
NEBRASKA,2004,08,1.46,-1.38
NEBRASKA,2004,09,3.49,1.36
NEBRASKA,2004,10,1.2,-0.79
NEBRASKA,2004,11,1.48,0.72
NEBRASKA,2004,12,0.1,-0.65
NEBRASKA,2005,01,0.54,0.09
NEBRASKA,2005,02,0.78,0.06
NEBRASKA,2005,03,1.48,0.31
NEBRASKA,2005,04,3.19,0.43
NEBRASKA,2005,05,3.31,-0.45
NEBRASKA,2005,06,5.39,1.66
NEBRASKA,2005,07,1.91,-0.88
NEBRASKA,2005,08,3.04,0.2
NEBRASKA,2005,09,1.05,-1.08
NEBRASKA,2005,10,1.5,-0.49
NEBRASKA,2005,11,1.01,0.25
NEBRASKA,2005,12,0.37,-0.38
NEBRASKA,2006,01,0.34,-0.11
NEBRASKA,2006,02,0.23,-0.49
NEBRASKA,2006,03,2.06,0.89
NEBRASKA,2006,04,2.2,-0.56
NEBRASKA,2006,05,1.16,-2.6
NEBRASKA,2006,06,3.16,-0.57
NEBRASKA,2006,07,1.86,-0.93
NEBRASKA,2006,08,3.82,0.98
NEBRASKA,2006,09,3.48,1.35
NEBRASKA,2006,10,1.03,-0.96
NEBRASKA,2006,11,0.24,-0.52
NEBRASKA,2006,12,1.98,1.23
NEBRASKA,2007,01,0.58,0.13
NEBRASKA,2007,02,0.96,0.24
NEBRASKA,2007,03,2.25,1.08
NEBRASKA,2007,04,3.77,1.01
NEBRASKA,2007,05,5.19,1.43
NEBRASKA,2007,06,2.82,-0.91
NEBRASKA,2007,07,2.46,-0.33
NEBRASKA,2007,08,4.27,1.43
NEBRASKA,2007,09,1.82,-0.31
NEBRASKA,2007,10,3.08,1.09
NEBRASKA,2007,11,0.05,-0.71
NEBRASKA,2007,12,1.39,0.64
NEBRASKA,2008,01,0.19,-0.26
NEBRASKA,2008,02,0.39,-0.33
NEBRASKA,2008,03,0.82,-0.35
NEBRASKA,2008,04,2.89,0.13
NEBRASKA,2008,05,5.87,2.11
NEBRASKA,2008,06,4.17,0.44
NEBRASKA,2008,07,3.1,0.31
NEBRASKA,2008,08,2.22,-0.62
NEBRASKA,2008,09,2.71,0.58
NEBRASKA,2008,10,4.42,2.43
NEBRASKA,2008,11,0.79,0.03
NEBRASKA,2008,12,0.53,-0.22
NEBRASKA,2009,01,0.44,-0.01
NEBRASKA,2009,02,0.71,-0.01
NEBRASKA,2009,03,0.69,-0.48
NEBRASKA,2009,04,2.74,-0.02
NEBRASKA,2009,05,2.18,-1.58
NEBRASKA,2009,06,5.52,1.79
NEBRASKA,2009,07,3.07,0.28
NEBRASKA,2009,08,3.67,0.83
NEBRASKA,2009,09,1.52,-0.61
NEBRASKA,2009,10,3.74,1.75
NEBRASKA,2009,11,0.28,-0.48
NEBRASKA,2009,12,1.14,0.39
NEBRASKA,2010,01,0.37,-0.08
NEBRASKA,2010,02,0.73,0.01
NEBRASKA,2010,03,1.69,0.52
NEBRASKA,2010,04,2.97,0.21
NEBRASKA,2010,05,3.03,-0.73
NEBRASKA,2010,06,7.4,3.67
NEBRASKA,2010,07,4.03,1.24
