YEAR,LOCATION,"STATE ANSI","ASD CODE","COUNTY ANSI","REFERENCE PERIOD",COMMODITY,"CONDITION in PCT VERY POOR","CONDITION in PCT GOOD","CONDITION in PCT FAIR","CONDITION in PCT POOR","CONDITION in PCT EXCELLENT","CONDITION, 5 YEAR AVG in PCT EXCELLENT","CONDITION, 5 YEAR AVG in PCT GOOD","CONDITION, 5 YEAR AVG in PCT POOR","CONDITION, 5 YEAR AVG in PCT VERY POOR","CONDITION, 5 YEAR AVG in PCT FAIR","CONDITION, PREVIOUS YEAR in PCT POOR","CONDITION, PREVIOUS YEAR in PCT GOOD","CONDITION, PREVIOUS YEAR in PCT VERY POOR","CONDITION, PREVIOUS YEAR in PCT EXCELLENT","CONDITION, PREVIOUS YEAR in PCT FAIR"
2013,LOUISIANA,22,"  ","   ","WEEK #30",SOYBEANS,2,51,26,5,16," "," "," "," "," "," "," "," "," "," "
2013,LOUISIANA,22,"  ","   ","WEEK #31",SOYBEANS,0,60,18,4,18," "," "," "," "," "," "," "," "," "," "
2013,LOUISIANA,22,"  ","   ","WEEK #32",SOYBEANS,0,50,29,5,16," "," "," "," "," "," "," "," "," "," "
2013,LOUISIANA,22,"  ","   ","WEEK #33",SOYBEANS,0,51,24,4,21," "," "," "," "," "," "," "," "," "," "
2013,LOUISIANA,22,"  ","   ","WEEK #34",SOYBEANS,0,60,20,3,17," "," "," "," "," "," "," "," "," "," "
2013,LOUISIANA,22,"  ","   ","WEEK #35",SOYBEANS,0,54,21,3,22," "," "," "," "," "," "," "," "," "," "
2013,LOUISIANA,22,"  ","   ","WEEK #36",SOYBEANS,0,54,20,6,20," "," "," "," "," "," "," "," "," "," "
2013,LOUISIANA,22,"  ","   ","WEEK #37",SOYBEANS,0,56,18,6,20," "," "," "," "," "," "," "," "," "," "
2013,LOUISIANA,22,"  ","   ","WEEK #38",SOYBEANS,0,60,19,7,14," "," "," "," "," "," "," "," "," "," "
2013,LOUISIANA,22,"  ","   ","WEEK #39",SOYBEANS,0,57,19,6,18," "," "," "," "," "," "," "," "," "," "
2013,LOUISIANA,22,"  ","   ","WEEK #42",SOYBEANS,0,57,19,6,18," "," "," "," "," "," "," "," "," "," "
2013,MICHIGAN,26,"  ","   ","WEEK #24",SOYBEANS,1,55,27,5,12," "," "," "," "," "," "," "," "," "," "
2013,MICHIGAN,26,"  ","   ","WEEK #25",SOYBEANS,2,55,25,6,12," "," "," "," "," "," "," "," "," "," "
2013,MICHIGAN,26,"  ","   ","WEEK #26",SOYBEANS,2,48,26,8,16," "," "," "," "," "," "," "," "," "," "
2013,MICHIGAN,26,"  ","   ","WEEK #27",SOYBEANS,2,55,23,7,13," "," "," "," "," "," "," "," "," "," "
2013,MICHIGAN,26,"  ","   ","WEEK #28",SOYBEANS,2,57,22,7,12," "," "," "," "," "," "," "," "," "," "
2013,MICHIGAN,26,"  ","   ","WEEK #29",SOYBEANS,2,56,24,8,10," "," "," "," "," "," "," "," "," "," "
2013,MICHIGAN,26,"  ","   ","WEEK #30",SOYBEANS,2,56,24,4,14," "," "," "," "," "," "," "," "," "," "
2013,MICHIGAN,26,"  ","   ","WEEK #31",SOYBEANS,2,60,20,5,13," "," "," "," "," "," "," "," "," "," "
2013,MICHIGAN,26,"  ","   ","WEEK #32",SOYBEANS,1,60,21,6,12," "," "," "," "," "," "," "," "," "," "
2013,MICHIGAN,26,"  ","   ","WEEK #33",SOYBEANS,2,52,24,5,17," "," "," "," "," "," "," "," "," "," "
2013,MICHIGAN,26,"  ","   ","WEEK #34",SOYBEANS,4,45,27,11,13," "," "," "," "," "," "," "," "," "," "
2013,MICHIGAN,26,"  ","   ","WEEK #35",SOYBEANS,3,45,29,8,15," "," "," "," "," "," "," "," "," "," "
2013,MICHIGAN,26,"  ","   ","WEEK #36",SOYBEANS,2,46,28,10,14," "," "," "," "," "," "," "," "," "," "
2013,MICHIGAN,26,"  ","   ","WEEK #37",SOYBEANS,3,45,28,11,13," "," "," "," "," "," "," "," "," "," "
2013,MICHIGAN,26,"  ","   ","WEEK #38",SOYBEANS,3,48,28,10,11," "," "," "," "," "," "," "," "," "," "
2013,MICHIGAN,26,"  ","   ","WEEK #39",SOYBEANS,3,44,29,9,15," "," "," "," "," "," "," "," "," "," "
2013,MICHIGAN,26,"  ","   ","WEEK #42",SOYBEANS,3,40,28,11,18," "," "," "," "," "," "," "," "," "," "
2013,MINNESOTA,27,"  ","   ","WEEK #24",SOYBEANS,1,54,35,5,5," "," "," "," "," "," "," "," "," "," "
2013,MINNESOTA,27,"  ","   ","WEEK #25",SOYBEANS,1,52,36,5,6," "," "," "," "," "," "," "," "," "," "
2013,MINNESOTA,27,"  ","   ","WEEK #26",SOYBEANS,2,53,33,6,6," "," "," "," "," "," "," "," "," "," "
2013,MINNESOTA,27,"  ","   ","WEEK #27",SOYBEANS,1,56,31,5,7," "," "," "," "," "," "," "," "," "," "
2013,MINNESOTA,27,"  ","   ","WEEK #28",SOYBEANS,1,53,31,5,10," "," "," "," "," "," "," "," "," "," "
2013,MINNESOTA,27,"  ","   ","WEEK #29",SOYBEANS,1,56,28,6,9," "," "," "," "," "," "," "," "," "," "
2013,MINNESOTA,27,"  ","   ","WEEK #30",SOYBEANS,1,52,30,6,11," "," "," "," "," "," "," "," "," "," "
2013,MINNESOTA,27,"  ","   ","WEEK #31",SOYBEANS,2,51,30,7,10," "," "," "," "," "," "," "," "," "," "
2013,MINNESOTA,27,"  ","   ","WEEK #32",SOYBEANS,2,53,29,6,10," "," "," "," "," "," "," "," "," "," "
2013,MINNESOTA,27,"  ","   ","WEEK #33",SOYBEANS,3,49,30,8,10," "," "," "," "," "," "," "," "," "," "
2013,MINNESOTA,27,"  ","   ","WEEK #34",SOYBEANS,3,45,34,9,9," "," "," "," "," "," "," "," "," "," "
2013,MINNESOTA,27,"  ","   ","WEEK #35",SOYBEANS,3,45,34,11,7," "," "," "," "," "," "," "," "," "," "
2013,MINNESOTA,27,"  ","   ","WEEK #36",SOYBEANS,2,45,36,11,6," "," "," "," "," "," "," "," "," "," "
2013,MINNESOTA,27,"  ","   ","WEEK #37",SOYBEANS,4,43,36,12,5," "," "," "," "," "," "," "," "," "," "
2013,MINNESOTA,27,"  ","   ","WEEK #38",SOYBEANS,3,46,36,11,4," "," "," "," "," "," "," "," "," "," "
2013,MINNESOTA,27,"  ","   ","WEEK #39",SOYBEANS,4,43,35,13,5," "," "," "," "," "," "," "," "," "," "
2013,MINNESOTA,27,"  ","   ","WEEK #42",SOYBEANS,3,47,32,10,8," "," "," "," "," "," "," "," "," "," "
2013,MISSISSIPPI,28,"  ","   ","WEEK #24",SOYBEANS,0,60,34,2,4," "," "," "," "," "," "," "," "," "," "
2013,MISSISSIPPI,28,"  ","   ","WEEK #25",SOYBEANS,1,49,36,6,8," "," "," "," "," "," "," "," "," "," "
2013,MISSISSIPPI,28,"  ","   ","WEEK #26",SOYBEANS,2,51,23,8,16," "," "," "," "," "," "," "," "," "," "
2013,MISSISSIPPI,28,"  ","   ","WEEK #27",SOYBEANS,1,64,18,5,12," "," "," "," "," "," "," "," "," "," "
2013,MISSISSIPPI,28,"  ","   ","WEEK #28",SOYBEANS,1,46,34,10,9," "," "," "," "," "," "," "," "," "," "
2013,MISSISSIPPI,28,"  ","   ","WEEK #29",SOYBEANS,0,56,25,5,14," "," "," "," "," "," "," "," "," "," "
2013,MISSISSIPPI,28,"  ","   ","WEEK #30",SOYBEANS,1,52,28,9,10," "," "," "," "," "," "," "," "," "," "
2013,MISSISSIPPI,28,"  ","   ","WEEK #31",SOYBEANS,0,50,26,10,14," "," "," "," "," "," "," "," "," "," "
2013,MISSISSIPPI,28,"  ","   ","WEEK #32",SOYBEANS,1,54,25,7,13," "," "," "," "," "," "," "," "," "," "
2013,MISSISSIPPI,28,"  ","   ","WEEK #33",SOYBEANS,1,52,22,6,19," "," "," "," "," "," "," "," "," "," "
2013,MISSISSIPPI,28,"  ","   ","WEEK #34",SOYBEANS,0,54,21,6,19," "," "," "," "," "," "," "," "," "," "
2013,MISSISSIPPI,28,"  ","   ","WEEK #35",SOYBEANS,1,52,21,4,22," "," "," "," "," "," "," "," "," "," "
2013,MISSISSIPPI,28,"  ","   ","WEEK #36",SOYBEANS,1,54,21,4,20," "," "," "," "," "," "," "," "," "," "
2013,MISSISSIPPI,28,"  ","   ","WEEK #37",SOYBEANS,1,60,17,4,18," "," "," "," "," "," "," "," "," "," "
2013,MISSISSIPPI,28,"  ","   ","WEEK #38",SOYBEANS,0,46,21,2,31," "," "," "," "," "," "," "," "," "," "
2013,MISSISSIPPI,28,"  ","   ","WEEK #39",SOYBEANS,0,53,19,3,25," "," "," "," "," "," "," "," "," "," "
2013,MISSISSIPPI,28,"  ","   ","WEEK #42",SOYBEANS,1,43,20,5,31," "," "," "," "," "," "," "," "," "," "
2013,MISSOURI,29,"  ","   ","WEEK #24",SOYBEANS,2,45,40,8,5," "," "," "," "," "," "," "," "," "," "
2013,MISSOURI,29,"  ","   ","WEEK #25",SOYBEANS,2,49,35,8,6," "," "," "," "," "," "," "," "," "," "
2013,MISSOURI,29,"  ","   ","WEEK #26",SOYBEANS,2,53,33,6,6," "," "," "," "," "," "," "," "," "," "
2013,MISSOURI,29,"  ","   ","WEEK #27",SOYBEANS,2,49,35,7,7," "," "," "," "," "," "," "," "," "," "
2013,MISSOURI,29,"  ","   ","WEEK #28",SOYBEANS,4,47,34,9,6," "," "," "," "," "," "," "," "," "," "
2013,MISSOURI,29,"  ","   ","WEEK #29",SOYBEANS,4,41,38,12,5," "," "," "," "," "," "," "," "," "," "
2013,MISSOURI,29,"  ","   ","WEEK #30",SOYBEANS,4,43,35,13,5," "," "," "," "," "," "," "," "," "," "
2013,MISSOURI,29,"  ","   ","WEEK #31",SOYBEANS,4,44,34,11,7," "," "," "," "," "," "," "," "," "," "
2013,MISSOURI,29,"  ","   ","WEEK #32",SOYBEANS,4,46,32,10,8," "," "," "," "," "," "," "," "," "," "
2013,MISSOURI,29,"  ","   ","WEEK #33",SOYBEANS,5,42,35,11,7," "," "," "," "," "," "," "," "," "," "
2013,MISSOURI,29,"  ","   ","WEEK #34",SOYBEANS,5,39,36,14,6," "," "," "," "," "," "," "," "," "," "
2013,MISSOURI,29,"  ","   ","WEEK #35",SOYBEANS,8,34,34,19,5," "," "," "," "," "," "," "," "," "," "
2013,MISSOURI,29,"  ","   ","WEEK #36",SOYBEANS,10,31,35,19,5," "," "," "," "," "," "," "," "," "," "
2013,MISSOURI,29,"  ","   ","WEEK #37",SOYBEANS,10,29,36,21,4," "," "," "," "," "," "," "," "," "," "
2013,MISSOURI,29,"  ","   ","WEEK #38",SOYBEANS,11,28,35,22,4," "," "," "," "," "," "," "," "," "," "
2013,MISSOURI,29,"  ","   ","WEEK #39",SOYBEANS,10,29,38,19,4," "," "," "," "," "," "," "," "," "," "
2013,MISSOURI,29,"  ","   ","WEEK #42",SOYBEANS,8,32,35,20,5," "," "," "," "," "," "," "," "," "," "
2013,NEBRASKA,31,"  ","   ","WEEK #24",SOYBEANS,0,67,21,2,10," "," "," "," "," "," "," "," "," "," "
2013,NEBRASKA,31,"  ","   ","WEEK #25",SOYBEANS,0,67,22,2,9," "," "," "," "," "," "," "," "," "," "
2013,NEBRASKA,31,"  ","   ","WEEK #26",SOYBEANS,0,66,20,2,12," "," "," "," "," "," "," "," "," "," "
2013,NEBRASKA,31,"  ","   ","WEEK #27",SOYBEANS,1,63,19,4,13," "," "," "," "," "," "," "," "," "," "
2013,NEBRASKA,31,"  ","   ","WEEK #28",SOYBEANS,2,59,23,5,11," "," "," "," "," "," "," "," "," "," "
2013,NEBRASKA,31,"  ","   ","WEEK #29",SOYBEANS,2,54,29,6,9," "," "," "," "," "," "," "," "," "," "
2013,NEBRASKA,31,"  ","   ","WEEK #30",SOYBEANS,2,56,28,6,8," "," "," "," "," "," "," "," "," "," "
2013,NEBRASKA,31,"  ","   ","WEEK #31",SOYBEANS,2,57,24,5,12," "," "," "," "," "," "," "," "," "," "
2013,NEBRASKA,31,"  ","   ","WEEK #32",SOYBEANS,2,56,22,5,15," "," "," "," "," "," "," "," "," "," "
2013,NEBRASKA,31,"  ","   ","WEEK #33",SOYBEANS,1,56,23,4,16," "," "," "," "," "," "," "," "," "," "
2013,NEBRASKA,31,"  ","   ","WEEK #34",SOYBEANS,2,56,22,4,16," "," "," "," "," "," "," "," "," "," "
2013,NEBRASKA,31,"  ","   ","WEEK #35",SOYBEANS,3,52,23,8,14," "," "," "," "," "," "," "," "," "," "
2013,NEBRASKA,31,"  ","   ","WEEK #36",SOYBEANS,4,48,27,8,13," "," "," "," "," "," "," "," "," "," "
2013,NEBRASKA,31,"  ","   ","WEEK #37",SOYBEANS,4,49,27,9,11," "," "," "," "," "," "," "," "," "," "
2013,NEBRASKA,31,"  ","   ","WEEK #38",SOYBEANS,4,48,28,9,11," "," "," "," "," "," "," "," "," "," "
2013,NEBRASKA,31,"  ","   ","WEEK #39",SOYBEANS,4,48,26,8,14," "," "," "," "," "," "," "," "," "," "
2013,NEBRASKA,31,"  ","   ","WEEK #42",SOYBEANS,3,52,21,7,17," "," "," "," "," "," "," "," "," "," "
2013,"NORTH CAROLINA",37,"  ","   ","WEEK #24",SOYBEANS,0,56,35,2,7," "," "," "," "," "," "," "," "," "," "
2013,"NORTH CAROLINA",37,"  ","   ","WEEK #25",SOYBEANS,0,58,28,3,11," "," "," "," "," "," "," "," "," "," "
2013,"NORTH CAROLINA",37,"  ","   ","WEEK #26",SOYBEANS,0,53,31,6,10," "," "," "," "," "," "," "," "," "," "
2013,"NORTH CAROLINA",37,"  ","   ","WEEK #27",SOYBEANS,1,54,33,7,5," "," "," "," "," "," "," "," "," "," "
2013,"NORTH CAROLINA",37,"  ","   ","WEEK #28",SOYBEANS,3,54,31,7,5," "," "," "," "," "," "," "," "," "," "
2013,"NORTH CAROLINA",37,"  ","   ","WEEK #29",SOYBEANS,1,59,29,6,5," "," "," "," "," "," "," "," "," "," "
2013,"NORTH CAROLINA",37,"  ","   ","WEEK #30",SOYBEANS,2,54,33,7,4," "," "," "," "," "," "," "," "," "," "
2013,"NORTH CAROLINA",37,"  ","   ","WEEK #31",SOYBEANS,2,46,39,8,5," "," "," "," "," "," "," "," "," "," "
2013,"NORTH CAROLINA",37,"  ","   ","WEEK #32",SOYBEANS,2,46,39,8,5," "," "," "," "," "," "," "," "," "," "
2013,"NORTH CAROLINA",37,"  ","   ","WEEK #33",SOYBEANS,2,48,34,10,6," "," "," "," "," "," "," "," "," "," "
2013,"NORTH CAROLINA",37,"  ","   ","WEEK #34",SOYBEANS,2,46,37,8,7," "," "," "," "," "," "," "," "," "," "
2013,"NORTH CAROLINA",37,"  ","   ","WEEK #35",SOYBEANS,2,50,33,9,6," "," "," "," "," "," "," "," "," "," "
2013,"NORTH CAROLINA",37,"  ","   ","WEEK #36",SOYBEANS,3,50,32,8,7," "," "," "," "," "," "," "," "," "," "
2013,"NORTH CAROLINA",37,"  ","   ","WEEK #37",SOYBEANS,3,46,36,10,5," "," "," "," "," "," "," "," "," "," "
2013,"NORTH CAROLINA",37,"  ","   ","WEEK #38",SOYBEANS,3,45,37,9,6," "," "," "," "," "," "," "," "," "," "
2013,"NORTH CAROLINA",37,"  ","   ","WEEK #39",SOYBEANS,4,46,36,9,5," "," "," "," "," "," "," "," "," "," "
2013,"NORTH CAROLINA",37,"  ","   ","WEEK #42",SOYBEANS,3,45,38,9,5," "," "," "," "," "," "," "," "," "," "
2013,"NORTH DAKOTA",38,"  ","   ","WEEK #24",SOYBEANS,1,67,21,1,10," "," "," "," "," "," "," "," "," "," "
2013,"NORTH DAKOTA",38,"  ","   ","WEEK #25",SOYBEANS,2,56,25,4,13," "," "," "," "," "," "," "," "," "," "
2013,"NORTH DAKOTA",38,"  ","   ","WEEK #26",SOYBEANS,1,60,24,3,12," "," "," "," "," "," "," "," "," "," "
2013,"NORTH DAKOTA",38,"  ","   ","WEEK #27",SOYBEANS,1,64,22,3,10," "," "," "," "," "," "," "," "," "," "
2013,"NORTH DAKOTA",38,"  ","   ","WEEK #28",SOYBEANS,1,61,22,3,13," "," "," "," "," "," "," "," "," "," "
2013,"NORTH DAKOTA",38,"  ","   ","WEEK #29",SOYBEANS,1,54,29,4,12," "," "," "," "," "," "," "," "," "," "
2013,"NORTH DAKOTA",38,"  ","   ","WEEK #30",SOYBEANS,1,58,26,5,10," "," "," "," "," "," "," "," "," "," "
2013,"NORTH DAKOTA",38,"  ","   ","WEEK #31",SOYBEANS,2,53,29,8,8," "," "," "," "," "," "," "," "," "," "
2013,"NORTH DAKOTA",38,"  ","   ","WEEK #32",SOYBEANS,2,51,31,9,7," "," "," "," "," "," "," "," "," "," "
2013,"NORTH DAKOTA",38,"  ","   ","WEEK #33",SOYBEANS,2,43,40,10,5," "," "," "," "," "," "," "," "," "," "
2013,"NORTH DAKOTA",38,"  ","   ","WEEK #34",SOYBEANS,5,35,42,15,3," "," "," "," "," "," "," "," "," "," "
2013,"NORTH DAKOTA",38,"  ","   ","WEEK #35",SOYBEANS,6,36,38,17,3," "," "," "," "," "," "," "," "," "," "
2013,"NORTH DAKOTA",38,"  ","   ","WEEK #36",SOYBEANS,5,34,42,16,3," "," "," "," "," "," "," "," "," "," "
2013,"NORTH DAKOTA",38,"  ","   ","WEEK #37",SOYBEANS,4,35,41,17,3," "," "," "," "," "," "," "," "," "," "
2013,"NORTH DAKOTA",38,"  ","   ","WEEK #38",SOYBEANS,5,35,40,17,3," "," "," "," "," "," "," "," "," "," "
2013,"NORTH DAKOTA",38,"  ","   ","WEEK #39",SOYBEANS,4,34,44,14,4," "," "," "," "," "," "," "," "," "," "
2013,"NORTH DAKOTA",38,"  ","   ","WEEK #42",SOYBEANS,3,40,38,13,6," "," "," "," "," "," "," "," "," "," "
2013,OHIO,39,"  ","   ","WEEK #24",SOYBEANS,0,61,21,2,16," "," "," "," "," "," "," "," "," "," "
2013,OHIO,39,"  ","   ","WEEK #25",SOYBEANS,1,63,19,2,15," "," "," "," "," "," "," "," "," "," "
2013,OHIO,39,"  ","   ","WEEK #26",SOYBEANS,1,64,17,2,16," "," "," "," "," "," "," "," "," "," "
2013,OHIO,39,"  ","   ","WEEK #27",SOYBEANS,1,55,22,3,19," "," "," "," "," "," "," "," "," "," "
2013,OHIO,39,"  ","   ","WEEK #28",SOYBEANS,3,50,23,7,17," "," "," "," "," "," "," "," "," "," "
2013,OHIO,39,"  ","   ","WEEK #29",SOYBEANS,2,47,24,7,20," "," "," "," "," "," "," "," "," "," "
2013,OHIO,39,"  ","   ","WEEK #30",SOYBEANS,2,50,21,7,20," "," "," "," "," "," "," "," "," "," "
2013,OHIO,39,"  ","   ","WEEK #31",SOYBEANS,1,49,22,7,21," "," "," "," "," "," "," "," "," "," "
2013,OHIO,39,"  ","   ","WEEK #32",SOYBEANS,1,51,20,6,22," "," "," "," "," "," "," "," "," "," "
2013,OHIO,39,"  ","   ","WEEK #33",SOYBEANS,1,55,19,5,20," "," "," "," "," "," "," "," "," "," "
2013,OHIO,39,"  ","   ","WEEK #34",SOYBEANS,1,53,19,6,21," "," "," "," "," "," "," "," "," "," "
2013,OHIO,39,"  ","   ","WEEK #35",SOYBEANS,1,54,21,6,18," "," "," "," "," "," "," "," "," "," "
2013,OHIO,39,"  ","   ","WEEK #36",SOYBEANS,1,53,22,5,19," "," "," "," "," "," "," "," "," "," "
2013,OHIO,39,"  ","   ","WEEK #37",SOYBEANS,2,50,26,5,17," "," "," "," "," "," "," "," "," "," "
2013,OHIO,39,"  ","   ","WEEK #38",SOYBEANS,1,52,24,5,18," "," "," "," "," "," "," "," "," "," "
2013,OHIO,39,"  ","   ","WEEK #39",SOYBEANS,1,55,21,5,18," "," "," "," "," "," "," "," "," "," "
2013,OHIO,39,"  ","   ","WEEK #42",SOYBEANS,1,52,24,4,19," "," "," "," "," "," "," "," "," "," "
2013,"SOUTH DAKOTA",46,"  ","   ","WEEK #24",SOYBEANS,0,63,25,1,11," "," "," "," "," "," "," "," "," "," "
2013,"SOUTH DAKOTA",46,"  ","   ","WEEK #25",SOYBEANS,1,55,29,3,12," "," "," "," "," "," "," "," "," "," "
2013,"SOUTH DAKOTA",46,"  ","   ","WEEK #26",SOYBEANS,1,54,29,3,13," "," "," "," "," "," "," "," "," "," "
2013,"SOUTH DAKOTA",46,"  ","   ","WEEK #27",SOYBEANS,1,60,19,3,17," "," "," "," "," "," "," "," "," "," "
2013,"SOUTH DAKOTA",46,"  ","   ","WEEK #28",SOYBEANS,1,54,24,4,17," "," "," "," "," "," "," "," "," "," "
2013,"SOUTH DAKOTA",46,"  ","   ","WEEK #29",SOYBEANS,1,56,23,3,17," "," "," "," "," "," "," "," "," "," "
2013,"SOUTH DAKOTA",46,"  ","   ","WEEK #30",SOYBEANS,1,52,27,4,16," "," "," "," "," "," "," "," "," "," "
2013,"SOUTH DAKOTA",46,"  ","   ","WEEK #31",SOYBEANS,1,54,27,3,15," "," "," "," "," "," "," "," "," "," "
2013,"SOUTH DAKOTA",46,"  ","   ","WEEK #32",SOYBEANS,1,55,26,4,14," "," "," "," "," "," "," "," "," "," "
2013,"SOUTH DAKOTA",46,"  ","   ","WEEK #33",SOYBEANS,1,50,27,5,17," "," "," "," "," "," "," "," "," "," "
2013,"SOUTH DAKOTA",46,"  ","   ","WEEK #34",SOYBEANS,1,47,25,12,15," "," "," "," "," "," "," "," "," "," "
2013,"SOUTH DAKOTA",46,"  ","   ","WEEK #35",SOYBEANS,3,47,27,13,10," "," "," "," "," "," "," "," "," "," "
2013,"SOUTH DAKOTA",46,"  ","   ","WEEK #36",SOYBEANS,4,45,30,12,9," "," "," "," "," "," "," "," "," "," "
2013,"SOUTH DAKOTA",46,"  ","   ","WEEK #37",SOYBEANS,5,44,29,14,8," "," "," "," "," "," "," "," "," "," "
2013,"SOUTH DAKOTA",46,"  ","   ","WEEK #38",SOYBEANS,6,42,32,13,7," "," "," "," "," "," "," "," "," "," "
2013,"SOUTH DAKOTA",46,"  ","   ","WEEK #39",SOYBEANS,5,41,33,13,8," "," "," "," "," "," "," "," "," "," "
2013,"SOUTH DAKOTA",46,"  ","   ","WEEK #42",SOYBEANS,4,43,30,12,11," "," "," "," "," "," "," "," "," "," "
2013,TENNESSEE,47,"  ","   ","WEEK #24",SOYBEANS,0,66,15,4,15," "," "," "," "," "," "," "," "," "," "
2013,TENNESSEE,47,"  ","   ","WEEK #25",SOYBEANS,0,66,15,4,15," "," "," "," "," "," "," "," "," "," "
2013,TENNESSEE,47,"  ","   ","WEEK #26",SOYBEANS,0,61,15,3,21," "," "," "," "," "," "," "," "," "," "
2013,TENNESSEE,47,"  ","   ","WEEK #27",SOYBEANS,0,59,16,4,21," "," "," "," "," "," "," "," "," "," "
2013,TENNESSEE,47,"  ","   ","WEEK #28",SOYBEANS,1,59,15,4,21," "," "," "," "," "," "," "," "," "," "
2013,TENNESSEE,47,"  ","   ","WEEK #29",SOYBEANS,1,58,16,4,21," "," "," "," "," "," "," "," "," "," "
2013,TENNESSEE,47,"  ","   ","WEEK #30",SOYBEANS,1,56,14,3,26," "," "," "," "," "," "," "," "," "," "
2013,TENNESSEE,47,"  ","   ","WEEK #31",SOYBEANS,0,57,14,4,25," "," "," "," "," "," "," "," "," "," "
2013,TENNESSEE,47,"  ","   ","WEEK #32",SOYBEANS,0,56,12,5,27," "," "," "," "," "," "," "," "," "," "
2013,TENNESSEE,47,"  ","   ","WEEK #33",SOYBEANS,0,56,12,5,27," "," "," "," "," "," "," "," "," "," "
2013,TENNESSEE,47,"  ","   ","WEEK #34",SOYBEANS,0,55,12,5,28," "," "," "," "," "," "," "," "," "," "
2013,TENNESSEE,47,"  ","   ","WEEK #35",SOYBEANS,0,55,13,5,27," "," "," "," "," "," "," "," "," "," "
2013,TENNESSEE,47,"  ","   ","WEEK #36",SOYBEANS,0,55,15,5,25," "," "," "," "," "," "," "," "," "," "
2013,TENNESSEE,47,"  ","   ","WEEK #37",SOYBEANS,0,48,15,4,33," "," "," "," "," "," "," "," "," "," "
2013,TENNESSEE,47,"  ","   ","WEEK #38",SOYBEANS,0,48,16,4,32," "," "," "," "," "," "," "," "," "," "
2013,TENNESSEE,47,"  ","   ","WEEK #39",SOYBEANS,0,46,16,4,34," "," "," "," "," "," "," "," "," "," "
2013,TENNESSEE,47,"  ","   ","WEEK #42",SOYBEANS,0,47,13,3,37," "," "," "," "," "," "," "," "," "," "
2013,WISCONSIN,55,"  ","   ","WEEK #24",SOYBEANS,0,50,50,0,0," "," "," "," "," "," "," "," "," "," "
2013,WISCONSIN,55,"  ","   ","WEEK #25",SOYBEANS,1,48,32,5,14," "," "," "," "," "," "," "," "," "," "
2013,WISCONSIN,55,"  ","   ","WEEK #26",SOYBEANS,1,47,30,7,15," "," "," "," "," "," "," "," "," "," "
2013,WISCONSIN,55,"  ","   ","WEEK #27",SOYBEANS,1,46,29,6,18," "," "," "," "," "," "," "," "," "," "
2013,WISCONSIN,55,"  ","   ","WEEK #28",SOYBEANS,1,48,27,6,18," "," "," "," "," "," "," "," "," "," "
2013,WISCONSIN,55,"  ","   ","WEEK #29",SOYBEANS,1,47,26,8,18," "," "," "," "," "," "," "," "," "," "
2013,WISCONSIN,55,"  ","   ","WEEK #30",SOYBEANS,2,44,28,8,18," "," "," "," "," "," "," "," "," "," "
2013,WISCONSIN,55,"  ","   ","WEEK #31",SOYBEANS,2,45,27,7,19," "," "," "," "," "," "," "," "," "," "
2013,WISCONSIN,55,"  ","   ","WEEK #32",SOYBEANS,2,44,30,8,16," "," "," "," "," "," "," "," "," "," "
2013,WISCONSIN,55,"  ","   ","WEEK #33",SOYBEANS,4,42,30,10,14," "," "," "," "," "," "," "," "," "," "
2013,WISCONSIN,55,"  ","   ","WEEK #34",SOYBEANS,4,40,31,11,14," "," "," "," "," "," "," "," "," "," "
2013,WISCONSIN,55,"  ","   ","WEEK #35",SOYBEANS,7,35,31,16,11," "," "," "," "," "," "," "," "," "," "
2013,WISCONSIN,55,"  ","   ","WEEK #36",SOYBEANS,10,31,31,17,11," "," "," "," "," "," "," "," "," "," "
2013,WISCONSIN,55,"  ","   ","WEEK #37",SOYBEANS,9,31,31,19,10," "," "," "," "," "," "," "," "," "," "
2013,WISCONSIN,55,"  ","   ","WEEK #38",SOYBEANS,10,29,31,19,11," "," "," "," "," "," "," "," "," "," "
2013,WISCONSIN,55,"  ","   ","WEEK #39",SOYBEANS,8,30,32,18,12," "," "," "," "," "," "," "," "," "," "
2013,WISCONSIN,55,"  ","   ","WEEK #42",SOYBEANS,10,34,29,18,9," "," "," "," "," "," "," "," "," "," "
2014,ALABAMA,01,"  ","   ","WEEK #23",SOYBEANS,0,74,13,0,13,1,68,3,0,28,1,71,0,1,27
2014,ALABAMA,01,"  ","   ","WEEK #24",SOYBEANS,0,72,16,0,12,2,64,6,1,27,1,77,0,1,21
2014,ALABAMA,01,"  ","   ","WEEK #25",SOYBEANS,0,68,18,0,14,2,60,8,1,29,7,69,0,1,23
2014,ALABAMA,01,"  ","   ","WEEK #26",SOYBEANS,0,68,17,0,15,2,54,9,2,33,2,73,0,4,21
2014,ALABAMA,01,"  ","   ","WEEK #27",SOYBEANS,0,71,13,0,16,3,46,11,2,38,1,73,0,7,19
2014,ALABAMA,01,"  ","   ","WEEK #28",SOYBEANS,0,71,14,0,15,4,44,9,2,41,1,66,0,11,22
2014,ALABAMA,01,"  ","   ","WEEK #29",SOYBEANS,0,70,15,0,15,4,49,9,2,36,1,72,0,7,20
2014,ALABAMA,01,"  ","   ","WEEK #30",SOYBEANS,0,73,12,0,15,5,51,9,2,33,1,69,0,11,19
