LOCATION,YEAR,MONTH,Cooling_degree_days,Anomaly
ARKANSAS,2018,12,0,0
ARKANSAS,2019,01,0,-1
CALIFORNIA,1996,01,0,-2
CALIFORNIA,1996,02,0,-1
CALIFORNIA,1996,03,4,-2
CALIFORNIA,1996,04,21,8
CALIFORNIA,1996,05,50,1
CALIFORNIA,1996,06,128,-9
CALIFORNIA,1996,07,298,25
CALIFORNIA,1996,08,291,31
CALIFORNIA,1996,09,123,-48
CALIFORNIA,1996,10,22,-24
CALIFORNIA,1996,11,4,-2
CALIFORNIA,1996,12,0,0
CALIFORNIA,1997,01,0,-2
CALIFORNIA,1997,02,0,-1
CALIFORNIA,1997,03,10,4
CALIFORNIA,1997,04,13,0
CALIFORNIA,1997,05,120,71
CALIFORNIA,1997,06,101,-36
CALIFORNIA,1997,07,200,-73
CALIFORNIA,1997,08,265,5
CALIFORNIA,1997,09,214,43
CALIFORNIA,1997,10,32,-14
CALIFORNIA,1997,11,5,-1
CALIFORNIA,1997,12,0,0
CALIFORNIA,1998,01,0,-2
CALIFORNIA,1998,02,0,-1
CALIFORNIA,1998,03,0,-6
CALIFORNIA,1998,04,1,-12
CALIFORNIA,1998,05,7,-42
CALIFORNIA,1998,06,52,-85
CALIFORNIA,1998,07,252,-21
CALIFORNIA,1998,08,329,69
CALIFORNIA,1998,09,123,-48
CALIFORNIA,1998,10,16,-30
CALIFORNIA,1998,11,0,-6
CALIFORNIA,1998,12,0,0
CALIFORNIA,1999,01,0,-2
CALIFORNIA,1999,02,0,-1
CALIFORNIA,1999,03,1,-5
CALIFORNIA,1999,04,1,-12
CALIFORNIA,1999,05,22,-27
CALIFORNIA,1999,06,77,-60
CALIFORNIA,1999,07,193,-80
CALIFORNIA,1999,08,183,-77
CALIFORNIA,1999,09,137,-34
CALIFORNIA,1999,10,79,33
CALIFORNIA,1999,11,6,0
CALIFORNIA,1999,12,0,0
CALIFORNIA,2000,01,0,-2
CALIFORNIA,2000,02,0,-1
CALIFORNIA,2000,03,1,-5
CALIFORNIA,2000,04,20,7
CALIFORNIA,2000,05,63,14
CALIFORNIA,2000,06,158,21
CALIFORNIA,2000,07,186,-87
CALIFORNIA,2000,08,251,-9
CALIFORNIA,2000,09,139,-32
CALIFORNIA,2000,10,14,-32
CALIFORNIA,2000,11,0,-6
CALIFORNIA,2000,12,0,0
CALIFORNIA,2001,01,0,-2
CALIFORNIA,2001,02,0,-1
CALIFORNIA,2001,03,4,-2
CALIFORNIA,2001,04,2,-11
CALIFORNIA,2001,05,106,57
CALIFORNIA,2001,06,155,18
CALIFORNIA,2001,07,197,-76
CALIFORNIA,2001,08,249,-11
CALIFORNIA,2001,09,160,-11
CALIFORNIA,2001,10,56,10
CALIFORNIA,2001,11,4,-2
CALIFORNIA,2001,12,0,0
CALIFORNIA,2002,01,0,-2
CALIFORNIA,2002,02,0,-1
CALIFORNIA,2002,03,0,-6
CALIFORNIA,2002,04,10,-3
CALIFORNIA,2002,05,29,-20
CALIFORNIA,2002,06,126,-11
CALIFORNIA,2002,07,261,-12
CALIFORNIA,2002,08,209,-51
CALIFORNIA,2002,09,172,1
CALIFORNIA,2002,10,15,-31
CALIFORNIA,2002,11,7,1
CALIFORNIA,2002,12,0,0
CALIFORNIA,2003,01,10,8
CALIFORNIA,2003,02,0,-1
CALIFORNIA,2003,03,4,-2
CALIFORNIA,2003,04,1,-12
CALIFORNIA,2003,05,35,-14
CALIFORNIA,2003,06,116,-21
CALIFORNIA,2003,07,320,47
CALIFORNIA,2003,08,272,12
CALIFORNIA,2003,09,206,35
CALIFORNIA,2003,10,93,47
CALIFORNIA,2003,11,0,-6
CALIFORNIA,2003,12,0,0
CALIFORNIA,2004,01,0,-2
CALIFORNIA,2004,02,0,-1
CALIFORNIA,2004,03,20,14
CALIFORNIA,2004,04,18,5
CALIFORNIA,2004,05,56,7
CALIFORNIA,2004,06,115,-22
CALIFORNIA,2004,07,246,-27
CALIFORNIA,2004,08,230,-30
CALIFORNIA,2004,09,158,-13
CALIFORNIA,2004,10,14,-32
CALIFORNIA,2004,11,0,-6
CALIFORNIA,2004,12,0,0
CALIFORNIA,2005,01,0,-2
CALIFORNIA,2005,02,0,-1
CALIFORNIA,2005,03,1,-5
CALIFORNIA,2005,04,6,-7
CALIFORNIA,2005,05,44,-5
CALIFORNIA,2005,06,70,-67
CALIFORNIA,2005,07,307,34
CALIFORNIA,2005,08,261,1
CALIFORNIA,2005,09,90,-81
CALIFORNIA,2005,10,25,-21
CALIFORNIA,2005,11,8,2
CALIFORNIA,2005,12,0,0
CALIFORNIA,2006,01,0,-2
CALIFORNIA,2006,02,0,-1
CALIFORNIA,2006,03,0,-6
CALIFORNIA,2006,04,2,-11
CALIFORNIA,2006,05,58,9
CALIFORNIA,2006,06,193,56
CALIFORNIA,2006,07,377,104
CALIFORNIA,2006,08,213,-47
CALIFORNIA,2006,09,142,-29
CALIFORNIA,2006,10,19,-27
CALIFORNIA,2006,11,8,2
CALIFORNIA,2006,12,0,0
CALIFORNIA,2007,01,0,-2
CALIFORNIA,2007,02,0,-1
CALIFORNIA,2007,03,10,4
CALIFORNIA,2007,04,13,0
CALIFORNIA,2007,05,49,0
CALIFORNIA,2007,06,124,-13
CALIFORNIA,2007,07,269,-4
CALIFORNIA,2007,08,283,23
CALIFORNIA,2007,09,106,-65
CALIFORNIA,2007,10,28,-18
CALIFORNIA,2007,11,7,1
CALIFORNIA,2007,12,0,0
CALIFORNIA,2008,01,0,-2
CALIFORNIA,2008,02,0,-1
CALIFORNIA,2008,03,4,-2
CALIFORNIA,2008,04,11,-2
CALIFORNIA,2008,05,30,-19
CALIFORNIA,2008,06,157,20
CALIFORNIA,2008,07,265,-8
CALIFORNIA,2008,08,282,22
CALIFORNIA,2008,09,191,20
CALIFORNIA,2008,10,65,19
CALIFORNIA,2008,11,12,6
CALIFORNIA,2008,12,0,0
CALIFORNIA,2009,01,5,3
CALIFORNIA,2009,02,0,-1
CALIFORNIA,2009,03,1,-5
CALIFORNIA,2009,04,8,-5
CALIFORNIA,2009,05,87,38
CALIFORNIA,2009,06,79,-58
CALIFORNIA,2009,07,289,16
CALIFORNIA,2009,08,245,-15
CALIFORNIA,2009,09,228,57
CALIFORNIA,2009,10,20,-26
CALIFORNIA,2009,11,5,-1
CALIFORNIA,2009,12,0,0
CALIFORNIA,2010,01,0,-2
CALIFORNIA,2010,02,0,-1
CALIFORNIA,2010,03,0,-6
CALIFORNIA,2010,04,1,-12
CALIFORNIA,2010,05,14,-35
CALIFORNIA,2010,06,100,-37
CALIFORNIA,2010,07,213,-60
CALIFORNIA,2010,08,193,-67
CALIFORNIA,2010,09,154,-17
CALIFORNIA,2010,10,28,-18
CALIFORNIA,2010,11,0,-6
CALIFORNIA,2010,12,0,0
CALIFORNIA,2011,01,0,-2
CALIFORNIA,2011,02,0,-1
CALIFORNIA,2011,03,1,-5
CALIFORNIA,2011,04,9,-4
CALIFORNIA,2011,05,16,-33
CALIFORNIA,2011,06,72,-65
CALIFORNIA,2011,07,217,-56
CALIFORNIA,2011,08,236,-24
CALIFORNIA,2011,09,180,9
CALIFORNIA,2011,10,43,-3
CALIFORNIA,2011,11,0,-6
CALIFORNIA,2011,12,0,0
CALIFORNIA,2012,01,4,2
CALIFORNIA,2012,02,0,-1
CALIFORNIA,2012,03,1,-5
CALIFORNIA,2012,04,13,0
CALIFORNIA,2012,05,54,5
CALIFORNIA,2012,06,108,-29
CALIFORNIA,2012,07,211,-62
CALIFORNIA,2012,08,335,75
CALIFORNIA,2012,09,232,61
CALIFORNIA,2012,10,56,10
CALIFORNIA,2012,11,7,1
CALIFORNIA,2012,12,0,0
CALIFORNIA,2013,01,0,-2
CALIFORNIA,2013,02,0,-1
CALIFORNIA,2013,03,8,2
CALIFORNIA,2013,04,22,9
CALIFORNIA,2013,05,64,15
CALIFORNIA,2013,06,161,24
CALIFORNIA,2013,07,289,16
CALIFORNIA,2013,08,235,-25
CALIFORNIA,2013,09,161,-10
CALIFORNIA,2013,10,20,-26
CALIFORNIA,2013,11,5,-1
CALIFORNIA,2013,12,0,0
CALIFORNIA,2014,01,10,8
CALIFORNIA,2014,02,3,2
CALIFORNIA,2014,03,10,4
CALIFORNIA,2014,04,22,9
CALIFORNIA,2014,05,81,32
CALIFORNIA,2014,06,151,14
CALIFORNIA,2014,07,313,40
CALIFORNIA,2014,08,253,-7
CALIFORNIA,2014,09,225,54
CALIFORNIA,2014,10,97,51
CALIFORNIA,2014,11,11,5
CALIFORNIA,2014,12,0,0
CALIFORNIA,2015,01,5,3
CALIFORNIA,2015,02,7,6
CALIFORNIA,2015,03,26,20
CALIFORNIA,2015,04,18,5
CALIFORNIA,2015,05,23,-26
CALIFORNIA,2015,06,197,60
CALIFORNIA,2015,07,233,-40
CALIFORNIA,2015,08,300,40
CALIFORNIA,2015,09,237,66
CALIFORNIA,2015,10,112,66
CALIFORNIA,2015,11,0,-6
CALIFORNIA,2015,12,0,0
CALIFORNIA,2016,01,0,-2
CALIFORNIA,2016,02,10,9
CALIFORNIA,2016,03,6,0
CALIFORNIA,2016,04,22,9
CALIFORNIA,2016,05,33,-16
CALIFORNIA,2016,06,201,64
CALIFORNIA,2016,07,282,9
CALIFORNIA,2016,08,268,8
CALIFORNIA,2016,09,145,-26
CALIFORNIA,2016,10,47,1
CALIFORNIA,2016,11,10,4
CALIFORNIA,2016,12,0,0
CALIFORNIA,2017,01,0,-2
CALIFORNIA,2017,02,0,-1
CALIFORNIA,2017,03,10,4
CALIFORNIA,2017,04,20,7
CALIFORNIA,2017,05,46,-3
CALIFORNIA,2017,06,180,43
CALIFORNIA,2017,07,336,63
CALIFORNIA,2017,08,320,60
CALIFORNIA,2017,09,161,-10
CALIFORNIA,2017,10,76,30
CALIFORNIA,2017,11,14,8
CALIFORNIA,2017,12,3,3
CALIFORNIA,2018,01,8,6
CALIFORNIA,2018,02,0,-1
CALIFORNIA,2018,03,1,-5
CALIFORNIA,2018,04,20,7
CALIFORNIA,2018,05,35,-14
CALIFORNIA,2018,06,138,1
CALIFORNIA,2018,07,377,104
CALIFORNIA,2018,08,297,37
CALIFORNIA,2018,09,171,0
CALIFORNIA,2018,10,45,-1
CALIFORNIA,2018,11,8,2
CALIFORNIA,2018,12,0,0
CALIFORNIA,2019,01,0,-2
COLORADO,1996,01,0,0
COLORADO,1996,02,0,0
COLORADO,1996,03,0,0
COLORADO,1996,04,0,0
COLORADO,1996,05,6,2
COLORADO,1996,06,63,-10
COLORADO,1996,07,118,-41
COLORADO,1996,08,78,-18
COLORADO,1996,09,7,-16
COLORADO,1996,10,0,0
COLORADO,1996,11,0,0
COLORADO,1996,12,0,0
COLORADO,1997,01,0,0
COLORADO,1997,02,0,0
COLORADO,1997,03,0,0
COLORADO,1997,04,0,0
COLORADO,1997,05,1,-3
COLORADO,1997,06,54,-19
COLORADO,1997,07,117,-42
COLORADO,1997,08,64,-32
COLORADO,1997,09,26,3
COLORADO,1997,10,0,0
COLORADO,1997,11,0,0
COLORADO,1997,12,0,0
COLORADO,1998,01,0,0
COLORADO,1998,02,0,0
COLORADO,1998,03,0,0
COLORADO,1998,04,0,0
COLORADO,1998,05,8,4
COLORADO,1998,06,26,-47
COLORADO,1998,07,149,-10
COLORADO,1998,08,85,-11
COLORADO,1998,09,51,28
COLORADO,1998,10,0,0
COLORADO,1998,11,0,0
COLORADO,1998,12,0,0
COLORADO,1999,01,0,0
COLORADO,1999,02,0,0
COLORADO,1999,03,0,0
COLORADO,1999,04,0,0
COLORADO,1999,05,0,-4
COLORADO,1999,06,34,-39
COLORADO,1999,07,146,-13
COLORADO,1999,08,82,-14
COLORADO,1999,09,3,-20
COLORADO,1999,10,0,0
COLORADO,1999,11,0,0
COLORADO,1999,12,0,0
COLORADO,2000,01,0,0
COLORADO,2000,02,0,0
COLORADO,2000,03,0,0
COLORADO,2000,04,0,0
COLORADO,2000,05,10,6
COLORADO,2000,06,55,-18
COLORADO,2000,07,178,19
COLORADO,2000,08,153,57
COLORADO,2000,09,21,-2
COLORADO,2000,10,0,0
COLORADO,2000,11,0,0
COLORADO,2000,12,0,0
COLORADO,2001,01,0,0
COLORADO,2001,02,0,0
COLORADO,2001,03,0,0
COLORADO,2001,04,0,0
COLORADO,2001,05,2,-2
COLORADO,2001,06,71,-2
COLORADO,2001,07,194,35
COLORADO,2001,08,105,9
COLORADO,2001,09,26,3
COLORADO,2001,10,0,0
COLORADO,2001,11,0,0
COLORADO,2001,12,0,0
COLORADO,2002,01,0,0
COLORADO,2002,02,0,0
COLORADO,2002,03,0,0
COLORADO,2002,04,0,0
COLORADO,2002,05,3,-1
COLORADO,2002,06,123,50
COLORADO,2002,07,208,49
COLORADO,2002,08,95,-1
COLORADO,2002,09,17,-6
COLORADO,2002,10,0,0
COLORADO,2002,11,0,0
COLORADO,2002,12,0,0
COLORADO,2003,01,0,0
COLORADO,2003,02,0,0
COLORADO,2003,03,0,0
COLORADO,2003,04,0,0
COLORADO,2003,05,3,-1
COLORADO,2003,06,25,-48
COLORADO,2003,07,240,81
COLORADO,2003,08,137,41
COLORADO,2003,09,7,-16
COLORADO,2003,10,0,0
COLORADO,2003,11,0,0
COLORADO,2003,12,0,0
COLORADO,2004,01,0,0
COLORADO,2004,02,0,0
COLORADO,2004,03,0,0
COLORADO,2004,04,0,0
COLORADO,2004,05,5,1
COLORADO,2004,06,30,-43
COLORADO,2004,07,76,-83
COLORADO,2004,08,34,-62
COLORADO,2004,09,15,-8
COLORADO,2004,10,0,0
COLORADO,2004,11,0,0
COLORADO,2004,12,0,0
COLORADO,2005,01,0,0
COLORADO,2005,02,0,0
COLORADO,2005,03,0,0
COLORADO,2005,04,0,0
COLORADO,2005,05,2,-2
COLORADO,2005,06,43,-30
COLORADO,2005,07,185,26
COLORADO,2005,08,68,-28
COLORADO,2005,09,32,9
COLORADO,2005,10,0,0
COLORADO,2005,11,0,0
COLORADO,2005,12,0,0
COLORADO,2006,01,0,0
COLORADO,2006,02,0,0
COLORADO,2006,03,0,0
COLORADO,2006,04,0,0
COLORADO,2006,05,9,5
COLORADO,2006,06,106,33
COLORADO,2006,07,173,14
COLORADO,2006,08,83,-13
COLORADO,2006,09,1,-22
COLORADO,2006,10,0,0
COLORADO,2006,11,0,0
COLORADO,2006,12,0,0
COLORADO,2007,01,0,0
COLORADO,2007,02,0,0
COLORADO,2007,03,0,0
COLORADO,2007,04,0,0
COLORADO,2007,05,2,-2
COLORADO,2007,06,55,-18
COLORADO,2007,07,173,14
COLORADO,2007,08,148,52
COLORADO,2007,09,25,2
COLORADO,2007,10,0,0
COLORADO,2007,11,0,0
COLORADO,2007,12,0,0
COLORADO,2008,01,0,0
COLORADO,2008,02,0,0
COLORADO,2008,03,0,0
COLORADO,2008,04,0,0
COLORADO,2008,05,1,-3
COLORADO,2008,06,45,-28
COLORADO,2008,07,168,9
COLORADO,2008,08,72,-24
COLORADO,2008,09,10,-13
COLORADO,2008,10,0,0
COLORADO,2008,11,0,0
COLORADO,2008,12,0,0
COLORADO,2009,01,0,0
COLORADO,2009,02,0,0
COLORADO,2009,03,0,0
COLORADO,2009,04,0,0
COLORADO,2009,05,3,-1
COLORADO,2009,06,30,-43
COLORADO,2009,07,87,-72
COLORADO,2009,08,58,-38
COLORADO,2009,09,10,-13
COLORADO,2009,10,0,0
COLORADO,2009,11,0,0
COLORADO,2009,12,0,0
COLORADO,2010,01,0,0
COLORADO,2010,02,0,0
COLORADO,2010,03,0,0
COLORADO,2010,04,0,0
COLORADO,2010,05,1,-3
COLORADO,2010,06,71,-2
COLORADO,2010,07,136,-23
COLORADO,2010,08,106,10
COLORADO,2010,09,36,13
COLORADO,2010,10,0,0
COLORADO,2010,11,0,0
COLORADO,2010,12,0,0
COLORADO,2011,01,0,0
COLORADO,2011,02,0,0
COLORADO,2011,03,0,0
COLORADO,2011,04,0,0
COLORADO,2011,05,0,-4
COLORADO,2011,06,61,-12
COLORADO,2011,07,183,24
COLORADO,2011,08,165,69
COLORADO,2011,09,15,-8
COLORADO,2011,10,0,0
COLORADO,2011,11,0,0
COLORADO,2011,12,0,0
COLORADO,2012,01,0,0
COLORADO,2012,02,0,0
COLORADO,2012,03,0,0
COLORADO,2012,04,0,0
COLORADO,2012,05,8,4
COLORADO,2012,06,142,69
COLORADO,2012,07,206,47
COLORADO,2012,08,121,25
COLORADO,2012,09,22,-1
COLORADO,2012,10,0,0
COLORADO,2012,11,0,0
COLORADO,2012,12,0,0
COLORADO,2013,01,0,0
COLORADO,2013,02,0,0
COLORADO,2013,03,0,0
COLORADO,2013,04,0,0
COLORADO,2013,05,2,-2
COLORADO,2013,06,92,19
COLORADO,2013,07,124,-35
COLORADO,2013,08,111,15
COLORADO,2013,09,35,12
COLORADO,2013,10,0,0
COLORADO,2013,11,0,0
COLORADO,2013,12,0,0
COLORADO,2014,01,0,0
COLORADO,2014,02,0,0
COLORADO,2014,03,0,0
COLORADO,2014,04,0,0
COLORADO,2014,05,2,-2
COLORADO,2014,06,51,-22
COLORADO,2014,07,122,-37
COLORADO,2014,08,64,-32
COLORADO,2014,09,22,-1
COLORADO,2014,10,0,0
COLORADO,2014,11,0,0
COLORADO,2014,12,0,0
COLORADO,2015,01,0,0
COLORADO,2015,02,0,0
COLORADO,2015,03,0,0
COLORADO,2015,04,0,0
COLORADO,2015,05,0,-4
COLORADO,2015,06,84,11
COLORADO,2015,07,98,-61
COLORADO,2015,08,103,7
COLORADO,2015,09,53,30
COLORADO,2015,10,0,0
COLORADO,2015,11,0,0
COLORADO,2015,12,0,0
COLORADO,2016,01,0,0
COLORADO,2016,02,0,0
COLORADO,2016,03,0,0
COLORADO,2016,04,0,0
COLORADO,2016,05,0,-4
COLORADO,2016,06,109,36
COLORADO,2016,07,158,-1
COLORADO,2016,08,63,-33
COLORADO,2016,09,27,4
COLORADO,2016,10,1,1
COLORADO,2016,11,0,0
COLORADO,2016,12,0,0
COLORADO,2017,01,0,0
COLORADO,2017,02,0,0
COLORADO,2017,03,0,0
COLORADO,2017,04,0,0
COLORADO,2017,05,0,-4
COLORADO,2017,06,77,4
COLORADO,2017,07,165,6
COLORADO,2017,08,56,-40
COLORADO,2017,09,20,-3
COLORADO,2017,10,0,0
COLORADO,2017,11,0,0
COLORADO,2017,12,0,0
COLORADO,2018,01,0,0
COLORADO,2018,02,0,0
COLORADO,2018,03,0,0
COLORADO,2018,04,0,0
COLORADO,2018,05,15,11
COLORADO,2018,06,111,38
COLORADO,2018,07,156,-3
COLORADO,2018,08,74,-22
COLORADO,2018,09,39,16
COLORADO,2018,10,0,0
COLORADO,2018,11,0,0
COLORADO,2018,12,0,0
COLORADO,2019,01,0,0
CONNECTICUT,1996,01,0,0
CONNECTICUT,1996,02,0,0
CONNECTICUT,1996,03,0,0
CONNECTICUT,1996,04,0,0
CONNECTICUT,1996,05,5,-10
CONNECTICUT,1996,06,94,0
CONNECTICUT,1996,07,160,-83
CONNECTICUT,1996,08,174,-34
CONNECTICUT,1996,09,33,-26
CONNECTICUT,1996,10,0,-2
CONNECTICUT,1996,11,0,0
CONNECTICUT,1996,12,0,0
CONNECTICUT,1997,01,0,0
CONNECTICUT,1997,02,0,0
CONNECTICUT,1997,03,0,0
CONNECTICUT,1997,04,0,0
CONNECTICUT,1997,05,0,-15
CONNECTICUT,1997,06,78,-16
CONNECTICUT,1997,07,199,-44
CONNECTICUT,1997,08,137,-71
CONNECTICUT,1997,09,26,-33
CONNECTICUT,1997,10,0,-2
CONNECTICUT,1997,11,0,0
CONNECTICUT,1997,12,0,0
CONNECTICUT,1998,01,0,0
CONNECTICUT,1998,02,0,0
CONNECTICUT,1998,03,0,0
CONNECTICUT,1998,04,0,0
CONNECTICUT,1998,05,27,12
CONNECTICUT,1998,06,62,-32
CONNECTICUT,1998,07,213,-30
CONNECTICUT,1998,08,221,13
CONNECTICUT,1998,09,58,-1
CONNECTICUT,1998,10,0,-2
CONNECTICUT,1998,11,0,0
CONNECTICUT,1998,12,0,0
CONNECTICUT,1999,01,0,0
CONNECTICUT,1999,02,0,0
CONNECTICUT,1999,03,0,0
CONNECTICUT,1999,04,0,0
CONNECTICUT,1999,05,13,-2
CONNECTICUT,1999,06,137,43
CONNECTICUT,1999,07,322,79
CONNECTICUT,1999,08,175,-33
CONNECTICUT,1999,09,61,2
CONNECTICUT,1999,10,0,-2
CONNECTICUT,1999,11,0,0
CONNECTICUT,1999,12,0,0
CONNECTICUT,2000,01,0,0
CONNECTICUT,2000,02,0,0
CONNECTICUT,2000,03,0,0
CONNECTICUT,2000,04,0,0
CONNECTICUT,2000,05,10,-5
CONNECTICUT,2000,06,79,-15
CONNECTICUT,2000,07,121,-122
CONNECTICUT,2000,08,128,-80
CONNECTICUT,2000,09,22,-37
CONNECTICUT,2000,10,0,-2
CONNECTICUT,2000,11,0,0
CONNECTICUT,2000,12,0,0
CONNECTICUT,2001,01,0,0
CONNECTICUT,2001,02,0,0
CONNECTICUT,2001,03,0,0
CONNECTICUT,2001,04,0,0
CONNECTICUT,2001,05,15,0
CONNECTICUT,2001,06,126,32
CONNECTICUT,2001,07,132,-111
CONNECTICUT,2001,08,262,54
CONNECTICUT,2001,09,35,-24
CONNECTICUT,2001,10,0,-2
CONNECTICUT,2001,11,0,0
CONNECTICUT,2001,12,0,0
CONNECTICUT,2002,01,0,0
CONNECTICUT,2002,02,0,0
CONNECTICUT,2002,03,0,0
CONNECTICUT,2002,04,0,0
CONNECTICUT,2002,05,0,-15
CONNECTICUT,2002,06,67,-27
CONNECTICUT,2002,07,255,12
CONNECTICUT,2002,08,231,23
CONNECTICUT,2002,09,64,5
CONNECTICUT,2002,10,0,-2
CONNECTICUT,2002,11,0,0
CONNECTICUT,2002,12,0,0
CONNECTICUT,2003,01,0,0
CONNECTICUT,2003,02,0,0
CONNECTICUT,2003,03,0,0
CONNECTICUT,2003,04,0,0
CONNECTICUT,2003,05,0,-15
CONNECTICUT,2003,06,52,-42
CONNECTICUT,2003,07,218,-25
CONNECTICUT,2003,08,241,33
CONNECTICUT,2003,09,45,-14
CONNECTICUT,2003,10,0,-2
CONNECTICUT,2003,11,0,0
CONNECTICUT,2003,12,0,0
CONNECTICUT,2004,01,0,0
CONNECTICUT,2004,02,0,0
CONNECTICUT,2004,03,0,0
CONNECTICUT,2004,04,0,0
CONNECTICUT,2004,05,19,4
CONNECTICUT,2004,06,62,-32
CONNECTICUT,2004,07,176,-67
CONNECTICUT,2004,08,167,-41
CONNECTICUT,2004,09,52,-7
CONNECTICUT,2004,10,0,-2
CONNECTICUT,2004,11,0,0
CONNECTICUT,2004,12,0,0
CONNECTICUT,2005,01,0,0
CONNECTICUT,2005,02,0,0
CONNECTICUT,2005,03,0,0
CONNECTICUT,2005,04,0,0
CONNECTICUT,2005,05,0,-15
CONNECTICUT,2005,06,151,57
CONNECTICUT,2005,07,243,0
CONNECTICUT,2005,08,269,61
CONNECTICUT,2005,09,87,28
CONNECTICUT,2005,10,0,-2
CONNECTICUT,2005,11,0,0
CONNECTICUT,2005,12,0,0
CONNECTICUT,2006,01,0,0
CONNECTICUT,2006,02,0,0
CONNECTICUT,2006,03,0,0
CONNECTICUT,2006,04,0,0
CONNECTICUT,2006,05,8,-7
CONNECTICUT,2006,06,98,4
CONNECTICUT,2006,07,295,52
CONNECTICUT,2006,08,176,-32
CONNECTICUT,2006,09,21,-38
CONNECTICUT,2006,10,0,-2
CONNECTICUT,2006,11,0,0
CONNECTICUT,2006,12,0,0
CONNECTICUT,2007,01,0,0
CONNECTICUT,2007,02,0,0
CONNECTICUT,2007,03,0,0
CONNECTICUT,2007,04,0,0
CONNECTICUT,2007,05,18,3
CONNECTICUT,2007,06,87,-7
CONNECTICUT,2007,07,201,-42
CONNECTICUT,2007,08,183,-25
CONNECTICUT,2007,09,61,2
CONNECTICUT,2007,10,13,11
CONNECTICUT,2007,11,0,0
CONNECTICUT,2007,12,0,0
CONNECTICUT,2008,01,0,0
CONNECTICUT,2008,02,0,0
CONNECTICUT,2008,03,0,0
CONNECTICUT,2008,04,0,0
CONNECTICUT,2008,05,0,-15
CONNECTICUT,2008,06,134,40
CONNECTICUT,2008,07,270,27
CONNECTICUT,2008,08,122,-86
CONNECTICUT,2008,09,44,-15
CONNECTICUT,2008,10,0,-2
CONNECTICUT,2008,11,0,0
CONNECTICUT,2008,12,0,0
CONNECTICUT,2009,01,0,0
CONNECTICUT,2009,02,0,0
CONNECTICUT,2009,03,0,0
CONNECTICUT,2009,04,0,0
CONNECTICUT,2009,05,10,-5
CONNECTICUT,2009,06,44,-50
CONNECTICUT,2009,07,143,-100
CONNECTICUT,2009,08,227,19
CONNECTICUT,2009,09,20,-39
CONNECTICUT,2009,10,0,-2
CONNECTICUT,2009,11,0,0
CONNECTICUT,2009,12,0,0
CONNECTICUT,2010,01,0,0
CONNECTICUT,2010,02,0,0
CONNECTICUT,2010,03,0,0
CONNECTICUT,2010,04,0,0
CONNECTICUT,2010,05,28,13
CONNECTICUT,2010,06,142,48
CONNECTICUT,2010,07,330,87
CONNECTICUT,2010,08,208,0
CONNECTICUT,2010,09,78,19
CONNECTICUT,2010,10,0,-2
CONNECTICUT,2010,11,0,0
CONNECTICUT,2010,12,0,0
CONNECTICUT,2011,01,0,0
CONNECTICUT,2011,02,0,0
CONNECTICUT,2011,03,0,0
CONNECTICUT,2011,04,0,0
CONNECTICUT,2011,05,19,4
CONNECTICUT,2011,06,96,2
CONNECTICUT,2011,07,300,57
CONNECTICUT,2011,08,206,-2
CONNECTICUT,2011,09,91,32
CONNECTICUT,2011,10,0,-2
CONNECTICUT,2011,11,0,0
CONNECTICUT,2011,12,0,0
CONNECTICUT,2012,01,0,0
CONNECTICUT,2012,02,0,0
CONNECTICUT,2012,03,0,0
CONNECTICUT,2012,04,0,0
CONNECTICUT,2012,05,33,18
CONNECTICUT,2012,06,86,-8
CONNECTICUT,2012,07,295,52
CONNECTICUT,2012,08,239,31
CONNECTICUT,2012,09,46,-13
CONNECTICUT,2012,10,2,0
CONNECTICUT,2012,11,0,0
CONNECTICUT,2012,12,0,0
CONNECTICUT,2013,01,0,0
CONNECTICUT,2013,02,0,0
CONNECTICUT,2013,03,0,0
CONNECTICUT,2013,04,0,0
CONNECTICUT,2013,05,11,-4
CONNECTICUT,2013,06,112,18
CONNECTICUT,2013,07,353,110
CONNECTICUT,2013,08,145,-63
CONNECTICUT,2013,09,23,-36
CONNECTICUT,2013,10,0,-2
CONNECTICUT,2013,11,0,0
CONNECTICUT,2013,12,0,0
CONNECTICUT,2014,01,0,0
CONNECTICUT,2014,02,0,0
CONNECTICUT,2014,03,0,0
CONNECTICUT,2014,04,0,0
CONNECTICUT,2014,05,13,-2
CONNECTICUT,2014,06,92,-2
CONNECTICUT,2014,07,233,-10
CONNECTICUT,2014,08,138,-70
CONNECTICUT,2014,09,50,-9
CONNECTICUT,2014,10,2,0
CONNECTICUT,2014,11,0,0
CONNECTICUT,2014,12,0,0
CONNECTICUT,2015,01,0,0
CONNECTICUT,2015,02,0,0
CONNECTICUT,2015,03,0,0
CONNECTICUT,2015,04,0,0
CONNECTICUT,2015,05,43,28
CONNECTICUT,2015,06,66,-28
CONNECTICUT,2015,07,244,1
CONNECTICUT,2015,08,239,31
CONNECTICUT,2015,09,120,61
CONNECTICUT,2015,10,0,-2
CONNECTICUT,2015,11,0,0
CONNECTICUT,2015,12,0,0
CONNECTICUT,2016,01,0,0
CONNECTICUT,2016,02,0,0
CONNECTICUT,2016,03,0,0
CONNECTICUT,2016,04,0,0
CONNECTICUT,2016,05,12,-3
CONNECTICUT,2016,06,104,10
CONNECTICUT,2016,07,297,54
CONNECTICUT,2016,08,293,85
CONNECTICUT,2016,09,90,31
