YEAR,LOCATION,"STATE ANSI","ASD CODE","COUNTY ANSI","REFERENCE PERIOD",COMMODITY,"AREA HARVESTED in ACRES","AREA PLANTED in ACRES","PRODUCTION in BU","YIELD in BU / ACRE","PRODUCTION in $","PRICE RECEIVED in $ / BU"
2003,VIRGINIA,51,"  ","   ",YEAR,SOYBEANS,"480,000","500,000","16,320,000",34,"125,174,000"," "
2003,VIRGINIA,51,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",7.67
2003,"WEST VIRGINIA",54,"  ","   ",YEAR,SOYBEANS,"15,000","16,000","615,000",41,"4,637,000"," "
2003,"WEST VIRGINIA",54,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",7.54
2003,WISCONSIN,55,"  ","   ",YEAR,SOYBEANS,"1,670,000","1,720,000","46,760,000",28,"332,464,000"," "
2003,WISCONSIN,55,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",7.11
2004,ALABAMA,01,"  ","   ",YEAR,SOYBEANS,"190,000","210,000","6,650,000",35,"41,563,000"," "
2004,ALABAMA,01,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",6.25
2004,ARKANSAS,05,"  ","   ",YEAR,SOYBEANS,"3,150,000","3,200,000","122,850,000",39,"722,358,000"," "
2004,ARKANSAS,05,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",5.88
2004,DELAWARE,10,"  ","   ",YEAR,SOYBEANS,"208,000","210,000","8,840,000",42.5,"47,736,000"," "
2004,DELAWARE,10,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",5.4
2004,FLORIDA,12,"  ","   ",YEAR,SOYBEANS,"17,000","19,000","578,000",34,"3,237,000"," "
2004,FLORIDA,12,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",5.6
2004,GEORGIA,13,"  ","   ",YEAR,SOYBEANS,"270,000","280,000","8,370,000",31,"47,709,000"," "
2004,GEORGIA,13,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",5.7
2004,ILLINOIS,17,"  ","   ",YEAR,SOYBEANS,"9,900,000","9,950,000","495,000,000",50,"2,890,800,000"," "
2004,ILLINOIS,17,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",5.84
2004,INDIANA,18,"  ","   ",YEAR,SOYBEANS,"5,520,000","5,550,000","284,280,000",51.5,"1,609,025,000"," "
2004,INDIANA,18,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",5.66
2004,IOWA,19,"  ","   ",YEAR,SOYBEANS,"10,150,000","10,200,000","497,350,000",49,"2,864,736,000"," "
2004,IOWA,19,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",5.76
2004,KANSAS,20,"  ","   ",YEAR,SOYBEANS,"2,710,000","2,800,000","111,110,000",41,"598,883,000"," "
2004,KANSAS,20,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",5.39
2004,KENTUCKY,21,"  ","   ",YEAR,SOYBEANS,"1,300,000","1,310,000","57,200,000",44,"335,764,000"," "
2004,KENTUCKY,21,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",5.87
2004,LOUISIANA,22,"  ","   ",YEAR,SOYBEANS,"990,000","1,100,000","32,670,000",33,"205,494,000"," "
2004,LOUISIANA,22,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",6.29
2004,MARYLAND,24,"  ","   ",YEAR,SOYBEANS,"495,000","500,000","21,285,000",43,"113,875,000"," "
2004,MARYLAND,24,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",5.35
2004,MICHIGAN,26,"  ","   ",YEAR,SOYBEANS,"1,980,000","2,000,000","75,240,000",38,"430,373,000"," "
2004,MICHIGAN,26,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",5.72
2004,MINNESOTA,27,"  ","   ",YEAR,SOYBEANS,"7,050,000","7,300,000","232,650,000",33,"1,372,635,000"," "
2004,MINNESOTA,27,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",5.9
2004,MISSISSIPPI,28,"  ","   ",YEAR,SOYBEANS,"1,640,000","1,670,000","61,500,000",37.5,"381,300,000"," "
2004,MISSISSIPPI,28,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",6.2
2004,MISSOURI,29,"  ","   ",YEAR,SOYBEANS,"4,960,000","5,000,000","223,200,000",45,"1,254,384,000"," "
2004,MISSOURI,29,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",5.62
2004,NEBRASKA,31,"  ","   ",YEAR,SOYBEANS,"4,750,000","4,800,000","218,500,000",46,"1,210,490,000"," "
2004,NEBRASKA,31,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",5.54
2004,"NEW JERSEY",34,"  ","   ",YEAR,SOYBEANS,"103,000","105,000","4,326,000",42,"23,577,000"," "
2004,"NEW JERSEY",34,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",5.45
2004,"NEW YORK",36,"  ","   ",YEAR,SOYBEANS,"172,000","175,000","6,708,000",39,"36,223,000"," "
2004,"NEW YORK",36,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",5.4
2004,"NORTH CAROLINA",37,"  ","   ",YEAR,SOYBEANS,"1,500,000","1,530,000","51,000,000",34,"283,560,000"," "
2004,"NORTH CAROLINA",37,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",5.56
2004,"NORTH DAKOTA",38,"  ","   ",YEAR,SOYBEANS,"3,570,000","3,750,000","82,110,000",23,"472,133,000"," "
2004,"NORTH DAKOTA",38,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",5.75
2004,OHIO,39,"  ","   ",YEAR,SOYBEANS,"4,420,000","4,450,000","207,740,000",47,"1,192,428,000"," "
2004,OHIO,39,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",5.74
2004,OKLAHOMA,40,"  ","   ",YEAR,SOYBEANS,"290,000","320,000","8,700,000",30,"49,590,000"," "
2004,OKLAHOMA,40,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",5.7
2004,PENNSYLVANIA,42,"  ","   ",YEAR,SOYBEANS,"425,000","430,000","19,550,000",46,"106,157,000"," "
2004,PENNSYLVANIA,42,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",5.43
2004,"SOUTH CAROLINA",45,"  ","   ",YEAR,SOYBEANS,"530,000","540,000","14,310,000",27,"80,136,000"," "
2004,"SOUTH CAROLINA",45,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",5.6
2004,"SOUTH DAKOTA",46,"  ","   ",YEAR,SOYBEANS,"4,120,000","4,150,000","140,080,000",34,"781,646,000"," "
2004,"SOUTH DAKOTA",46,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",5.58
2004,TENNESSEE,47,"  ","   ",YEAR,SOYBEANS,"1,180,000","1,210,000","48,380,000",41,"269,960,000"," "
2004,TENNESSEE,47,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",5.58
2004,TEXAS,48,"  ","   ",YEAR,SOYBEANS,"270,000","290,000","8,640,000",32,"50,544,000"," "
2004,TEXAS,48,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",5.85
2004,VIRGINIA,51,"  ","   ",YEAR,SOYBEANS,"530,000","540,000","20,670,000",39,"109,964,000"," "
2004,VIRGINIA,51,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",5.32
2004,"WEST VIRGINIA",54,"  ","   ",YEAR,SOYBEANS,"18,000","19,000","828,000",46,"4,422,000"," "
2004,"WEST VIRGINIA",54,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",5.34
2004,WISCONSIN,55,"  ","   ",YEAR,SOYBEANS,"1,550,000","1,600,000","53,475,000",34.5,"304,808,000"," "
2004,WISCONSIN,55,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",5.7
2005,ALABAMA,01,"  ","   ",YEAR,SOYBEANS,"145,000","150,000","4,785,000",33,"28,471,000"," "
2005,ALABAMA,01,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",5.95
2005,ARKANSAS,05,"  ","   ",YEAR,SOYBEANS,"3,000,000","3,030,000","102,000,000",34,"603,840,000"," "
2005,ARKANSAS,05,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",5.92
2005,DELAWARE,10,"  ","   ",YEAR,SOYBEANS,"182,000","185,000","4,732,000",26,"26,736,000"," "
2005,DELAWARE,10,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",5.65
2005,FLORIDA,12,"  ","   ",YEAR,SOYBEANS,"8,000","9,000","256,000",32,"1,382,000"," "
2005,FLORIDA,12,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",5.4
2005,GEORGIA,13,"  ","   ",YEAR,SOYBEANS,"175,000","180,000","4,550,000",26,"25,025,000"," "
2005,GEORGIA,13,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",5.5
2005,ILLINOIS,17,"  ","   ",YEAR,SOYBEANS,"9,450,000","9,500,000","439,425,000",46.5,"2,531,088,000"," "
2005,ILLINOIS,17,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",5.76
2005,INDIANA,18,"  ","   ",YEAR,SOYBEANS,"5,380,000","5,400,000","263,620,000",49,"1,523,724,000"," "
2005,INDIANA,18,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",5.78
2005,IOWA,19,"  ","   ",YEAR,SOYBEANS,"10,000,000","10,050,000","525,000,000",52.5,"2,908,500,000"," "
2005,IOWA,19,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",5.54
2005,KANSAS,20,"  ","   ",YEAR,SOYBEANS,"2,850,000","2,900,000","105,450,000",37,"574,703,000"," "
2005,KANSAS,20,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",5.45
2005,KENTUCKY,21,"  ","   ",YEAR,SOYBEANS,"1,240,000","1,250,000","53,320,000",43,"312,455,000"," "
2005,KENTUCKY,21,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",5.86
2005,LOUISIANA,22,"  ","   ",YEAR,SOYBEANS,"850,000","880,000","28,900,000",34,"172,533,000"," "
2005,LOUISIANA,22,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",5.97
2005,MARYLAND,24,"  ","   ",YEAR,SOYBEANS,"470,000","480,000","15,980,000",34,"88,369,000"," "
2005,MARYLAND,24,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",5.53
2005,MICHIGAN,26,"  ","   ",YEAR,SOYBEANS,"1,990,000","2,000,000","76,615,000",38.5,"439,004,000"," "
2005,MICHIGAN,26,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",5.73
2005,MINNESOTA,27,"  ","   ",YEAR,SOYBEANS,"6,800,000","6,900,000","309,400,000",45.5,"1,710,982,000"," "
2005,MINNESOTA,27,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",5.53
2005,MISSISSIPPI,28,"  ","   ",YEAR,SOYBEANS,"1,590,000","1,610,000","58,035,000",36.5,"343,567,000"," "
2005,MISSISSIPPI,28,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",5.92
2005,MISSOURI,29,"  ","   ",YEAR,SOYBEANS,"4,910,000","4,950,000","181,670,000",37,"1,030,069,000"," "
2005,MISSOURI,29,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",5.67
2005,NEBRASKA,31,"  ","   ",YEAR,SOYBEANS,"4,660,000","4,700,000","235,330,000",50.5,"1,306,082,000"," "
2005,NEBRASKA,31,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",5.55
2005,"NEW JERSEY",34,"  ","   ",YEAR,SOYBEANS,"91,000","95,000","2,548,000",28,"14,396,000"," "
2005,"NEW JERSEY",34,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",5.65
2005,"NEW YORK",36,"  ","   ",YEAR,SOYBEANS,"188,000","190,000","7,896,000",42,"41,059,000"," "
2005,"NEW YORK",36,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",5.2
2005,"NORTH CAROLINA",37,"  ","   ",YEAR,SOYBEANS,"1,460,000","1,490,000","39,420,000",27,"222,329,000"," "
2005,"NORTH CAROLINA",37,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",5.64
2005,"NORTH DAKOTA",38,"  ","   ",YEAR,SOYBEANS,"2,900,000","2,950,000","105,850,000",36.5,"568,415,000"," "
2005,"NORTH DAKOTA",38,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",5.37
2005,OHIO,39,"  ","   ",YEAR,SOYBEANS,"4,480,000","4,500,000","201,600,000",45,"1,157,184,000"," "
2005,OHIO,39,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",5.74
2005,OKLAHOMA,40,"  ","   ",YEAR,SOYBEANS,"305,000","325,000","7,930,000",26,"43,219,000"," "
2005,OKLAHOMA,40,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",5.45
2005,PENNSYLVANIA,42,"  ","   ",YEAR,SOYBEANS,"420,000","430,000","17,220,000",41,"96,432,000"," "
2005,PENNSYLVANIA,42,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",5.6
2005,"SOUTH CAROLINA",45,"  ","   ",YEAR,SOYBEANS,"420,000","430,000","8,610,000",20.5,"47,786,000"," "
2005,"SOUTH CAROLINA",45,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",5.55
2005,"SOUTH DAKOTA",46,"  ","   ",YEAR,SOYBEANS,"3,850,000","3,900,000","134,750,000",35,"726,303,000"," "
2005,"SOUTH DAKOTA",46,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",5.39
2005,TENNESSEE,47,"  ","   ",YEAR,SOYBEANS,"1,100,000","1,130,000","41,800,000",38,"239,514,000"," "
2005,TENNESSEE,47,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",5.73
2005,TEXAS,48,"  ","   ",YEAR,SOYBEANS,"230,000","260,000","5,980,000",26,"32,591,000"," "
2005,TEXAS,48,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",5.45
2005,VIRGINIA,51,"  ","   ",YEAR,SOYBEANS,"510,000","530,000","15,555,000",30.5,"86,019,000"," "
2005,VIRGINIA,51,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",5.53
2005,"WEST VIRGINIA",54,"  ","   ",YEAR,SOYBEANS,"17,000","18,000","595,000",35,"3,267,000"," "
2005,"WEST VIRGINIA",54,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",5.49
2005,WISCONSIN,55,"  ","   ",YEAR,SOYBEANS,"1,580,000","1,610,000","69,520,000",44,"392,093,000"," "
2005,WISCONSIN,55,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",5.64
2006,ALABAMA,01,"  ","   ",YEAR,SOYBEANS,"150,000","160,000","3,000,000",20,"20,550,000"," "
2006,ALABAMA,01,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",6.85
2006,ARKANSAS,05,"  ","   ",YEAR,SOYBEANS,"3,070,000","3,110,000","107,450,000",35,"688,755,000"," "
2006,ARKANSAS,05,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",6.41
2006,DELAWARE,10,"  ","   ",YEAR,SOYBEANS,"177,000","180,000","5,576,000",31.5,"36,802,000"," "
2006,DELAWARE,10,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",6.6
2006,FLORIDA,12,"  ","   ",YEAR,SOYBEANS,"5,000","7,000","135,000",27,"844,000"," "
2006,FLORIDA,12,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",6.25
2006,GEORGIA,13,"  ","   ",YEAR,SOYBEANS,"140,000","155,000","3,500,000",25,"23,975,000"," "
2006,GEORGIA,13,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",6.85
2006,ILLINOIS,17,"  ","   ",YEAR,SOYBEANS,"10,050,000","10,100,000","482,400,000",48,"3,222,432,000"," "
2006,ILLINOIS,17,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",6.68
2006,INDIANA,18,"  ","   ",YEAR,SOYBEANS,"5,680,000","5,700,000","284,000,000",50,"1,854,520,000"," "
2006,INDIANA,18,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",6.53
2006,IOWA,19,"  ","   ",YEAR,SOYBEANS,"10,100,000","10,150,000","510,050,000",50.5,"3,356,129,000"," "
2006,IOWA,19,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",6.58
2006,KANSAS,20,"  ","   ",YEAR,SOYBEANS,"3,080,000","3,150,000","98,560,000",32,"627,827,000"," "
2006,KANSAS,20,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",6.37
2006,KENTUCKY,21,"  ","   ",YEAR,SOYBEANS,"1,370,000","1,380,000","60,280,000",44,"402,670,000"," "
2006,KENTUCKY,21,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",6.68
2006,LOUISIANA,22,"  ","   ",YEAR,SOYBEANS,"840,000","870,000","30,240,000",36,"179,626,000"," "
2006,LOUISIANA,22,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",5.94
2006,MARYLAND,24,"  ","   ",YEAR,SOYBEANS,"465,000","470,000","15,810,000",34,"101,184,000"," "
2006,MARYLAND,24,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",6.4
2006,MICHIGAN,26,"  ","   ",YEAR,SOYBEANS,"1,990,000","2,000,000","91,540,000",46,"573,956,000"," "
2006,MICHIGAN,26,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",6.27
2006,MINNESOTA,27,"  ","   ",YEAR,SOYBEANS,"7,250,000","7,350,000","322,625,000",44.5,"2,019,633,000"," "
2006,MINNESOTA,27,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",6.26
2006,MISSISSIPPI,28,"  ","   ",YEAR,SOYBEANS,"1,650,000","1,670,000","42,900,000",26,"267,267,000"," "
2006,MISSISSIPPI,28,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",6.23
2006,MISSOURI,29,"  ","   ",YEAR,SOYBEANS,"5,110,000","5,150,000","194,180,000",38,"1,256,345,000"," "
2006,MISSOURI,29,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",6.47
2006,NEBRASKA,31,"  ","   ",YEAR,SOYBEANS,"5,010,000","5,050,000","250,500,000",50,"1,515,525,000"," "
2006,NEBRASKA,31,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",6.05
2006,"NEW JERSEY",34,"  ","   ",YEAR,SOYBEANS,"86,000","88,000","3,010,000",35,"18,813,000"," "
2006,"NEW JERSEY",34,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",6.25
2006,"NEW YORK",36,"  ","   ",YEAR,SOYBEANS,"198,000","200,000","9,108,000",46,"56,379,000"," "
2006,"NEW YORK",36,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",6.19
2006,"NORTH CAROLINA",37,"  ","   ",YEAR,SOYBEANS,"1,360,000","1,370,000","43,520,000",32,"276,352,000"," "
2006,"NORTH CAROLINA",37,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",6.35
2006,"NORTH DAKOTA",38,"  ","   ",YEAR,SOYBEANS,"3,870,000","3,900,000","121,905,000",31.5,"728,992,000"," "
2006,"NORTH DAKOTA",38,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",5.98
2006,OHIO,39,"  ","   ",YEAR,SOYBEANS,"4,620,000","4,650,000","217,140,000",47,"1,402,724,000"," "
2006,OHIO,39,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",6.46
2006,OKLAHOMA,40,"  ","   ",YEAR,SOYBEANS,"215,000","310,000","3,655,000",17,"23,209,000"," "
2006,OKLAHOMA,40,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",6.35
2006,PENNSYLVANIA,42,"  ","   ",YEAR,SOYBEANS,"425,000","430,000","17,000,000",40,"106,250,000"," "
2006,PENNSYLVANIA,42,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",6.25
2006,"SOUTH CAROLINA",45,"  ","   ",YEAR,SOYBEANS,"390,000","400,000","11,310,000",29,"76,908,000"," "
2006,"SOUTH CAROLINA",45,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",6.8
2006,"SOUTH DAKOTA",46,"  ","   ",YEAR,SOYBEANS,"3,850,000","3,950,000","130,900,000",34,"789,327,000"," "
2006,"SOUTH DAKOTA",46,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",6.03
2006,TENNESSEE,47,"  ","   ",YEAR,SOYBEANS,"1,130,000","1,160,000","44,070,000",39,"277,641,000"," "
2006,TENNESSEE,47,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",6.3
2006,TEXAS,48,"  ","   ",YEAR,SOYBEANS,"155,000","225,000","3,720,000",24,"20,088,000"," "
2006,TEXAS,48,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",5.4
2006,VIRGINIA,51,"  ","   ",YEAR,SOYBEANS,"510,000","520,000","15,810,000",31,"103,397,000"," "
2006,VIRGINIA,51,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",6.54
2006,"WEST VIRGINIA",54,"  ","   ",YEAR,SOYBEANS,"16,000","17,000","672,000",42,"4,301,000"," "
2006,"WEST VIRGINIA",54,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",6.4
2006,WISCONSIN,55,"  ","   ",YEAR,SOYBEANS,"1,640,000","1,650,000","72,160,000",44,"435,846,000"," "
2006,WISCONSIN,55,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",6.04
2007,ALABAMA,01,"  ","   ",YEAR,SOYBEANS,"185,000","190,000","3,885,000",21,"44,289,000"," "
2007,ALABAMA,01,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",11.4
2007,ARKANSAS,05,"  ","   ",YEAR,SOYBEANS,"2,820,000","2,850,000","101,520,000",36,"915,710,000"," "
2007,ARKANSAS,05,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.02
2007,DELAWARE,10,"  ","   ",YEAR,SOYBEANS,"155,000","160,000","4,030,000",26,"46,345,000"," "
2007,DELAWARE,10,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",11.5
2007,FLORIDA,12,"  ","   ",YEAR,SOYBEANS,"12,000","14,000","288,000",24,"2,563,000"," "
2007,FLORIDA,12,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",8.9
2007,GEORGIA,13,"  ","   ",YEAR,SOYBEANS,"285,000","295,000","8,550,000",30,"101,745,000"," "
2007,GEORGIA,13,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",11.9
2007,ILLINOIS,17,"  ","   ",YEAR,SOYBEANS,"8,280,000","8,300,000","360,180,000",43.5,"3,745,872,000"," "
2007,ILLINOIS,17,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",10.4
2007,INDIANA,18,"  ","   ",YEAR,SOYBEANS,"4,790,000","4,800,000","220,340,000",46,"2,247,468,000"," "
2007,INDIANA,18,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",10.2
2007,IOWA,19,"  ","   ",YEAR,SOYBEANS,"8,630,000","8,650,000","448,760,000",52,"4,711,980,000"," "
2007,IOWA,19,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",10.5
2007,KANSAS,20,"  ","   ",YEAR,SOYBEANS,"2,610,000","2,650,000","86,130,000",33,"869,913,000"," "
2007,KANSAS,20,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",10.1
2007,KENTUCKY,21,"  ","   ",YEAR,SOYBEANS,"1,100,000","1,120,000","30,250,000",27.5,"305,525,000"," "
2007,KENTUCKY,21,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",10.1
2007,LOUISIANA,22,"  ","   ",YEAR,SOYBEANS,"600,000","615,000","25,800,000",43,"217,494,000"," "
2007,LOUISIANA,22,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",8.43
2007,MARYLAND,24,"  ","   ",YEAR,SOYBEANS,"390,000","405,000","10,725,000",27.5,"120,120,000"," "
2007,MARYLAND,24,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",11.2
2007,MICHIGAN,26,"  ","   ",YEAR,SOYBEANS,"1,790,000","1,800,000","71,600,000",40,"693,804,000"," "
2007,MICHIGAN,26,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.69
2007,MINNESOTA,27,"  ","   ",YEAR,SOYBEANS,"6,290,000","6,350,000","267,325,000",42.5,"2,726,715,000"," "
2007,MINNESOTA,27,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",10.2
2007,MISSISSIPPI,28,"  ","   ",YEAR,SOYBEANS,"1,440,000","1,460,000","58,320,000",40.5,"487,555,000"," "
2007,MISSISSIPPI,28,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",8.36
2007,MISSOURI,29,"  ","   ",YEAR,SOYBEANS,"4,670,000","4,700,000","175,125,000",37.5,"1,768,763,000"," "
2007,MISSOURI,29,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",10.1
2007,NEBRASKA,31,"  ","   ",YEAR,SOYBEANS,"3,850,000","3,870,000","196,350,000",51,"1,947,792,000"," "
2007,NEBRASKA,31,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.92
2007,"NEW JERSEY",34,"  ","   ",YEAR,SOYBEANS,"80,000","82,000","2,480,000",31,"25,048,000"," "
2007,"NEW JERSEY",34,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",10.1
2007,"NEW YORK",36,"  ","   ",YEAR,SOYBEANS,"203,000","205,000","7,917,000",39,"88,670,000"," "
2007,"NEW YORK",36,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",11.2
2007,"NORTH CAROLINA",37,"  ","   ",YEAR,SOYBEANS,"1,380,000","1,440,000","30,360,000",22,"306,636,000"," "
2007,"NORTH CAROLINA",37,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",10.1
2007,"NORTH DAKOTA",38,"  ","   ",YEAR,SOYBEANS,"3,060,000","3,100,000","108,630,000",35.5,"1,046,107,000"," "
2007,"NORTH DAKOTA",38,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.63
2007,OHIO,39,"  ","   ",YEAR,SOYBEANS,"4,240,000","4,250,000","199,280,000",47,"1,978,850,000"," "
2007,OHIO,39,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.93
2007,OKLAHOMA,40,"  ","   ",YEAR,SOYBEANS,"180,000","190,000","4,680,000",26,"46,800,000"," "
2007,OKLAHOMA,40,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",10
2007,PENNSYLVANIA,42,"  ","   ",YEAR,SOYBEANS,"430,000","435,000","17,630,000",41,"188,641,000"," "
