YEAR,LOCATION,WEEK_NUM,STATE_ANSI,FERTILIZER,APPLICATIONS_IN_LB_FERTILIZER,APPLICATIONS_IN_LB_/_ACRE_/_APPLICATION_AVG_FERTILIZER,APPLICATIONS_IN_LB_/_ACRE_/_YEAR_AVG_FERTILIZER,APPLICATIONS_IN_NUMBER_AVG_FERTILIZER,TREATED_IN_PCT_OF_AREA_PLANTED_AVG_FERTILIZER,AREA_OPERATED_IN_ACRES,AREA_OPERATED_IN_ACRES_/_OPERATION,OPERATIONS_IN_OPERATIONS,AREA_HARVESTED_IN_ACRES,AREA_PLANTED_IN_ACRES,PRODUCTION_IN_BU,PRODUCTION_IN_$,PRICE_RECEIVED_IN_$_/_BU,CONDITION_IN_PCT_VERY_POOR,CONDITION_IN_PCT_GOOD,CONDITION_IN_PCT_FAIR,CONDITION_IN_PCT_POOR,CONDITION_IN_PCT_EXCELLENT,CONDITION_5_YEAR_AVG_IN_PCT_EXCELLENT,CONDITION_5_YEAR_AVG_IN_PCT_GOOD,CONDITION_5_YEAR_AVG_IN_PCT_POOR,CONDITION_5_YEAR_AVG_IN_PCT_VERY_POOR,CONDITION_5_YEAR_AVG_IN_PCT_FAIR,CONDITION_PREVIOUS_YEAR_IN_PCT_POOR,CONDITION_PREVIOUS_YEAR_IN_PCT_GOOD,CONDITION_PREVIOUS_YEAR_IN_PCT_VERY_POOR,CONDITION_PREVIOUS_YEAR_IN_PCT_EXCELLENT,CONDITION_PREVIOUS_YEAR_IN_PCT_FAIR,YIELD_IN_BU_/_ACRE
2005,KENTUCKY,36,21,NA,NA,NA,NA,NA,NA,1.4e+07,167,84000,1240000,1250000,53320000,312455000,5.86,2,49,24,9,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43
2005,KENTUCKY,38,21,NA,NA,NA,NA,NA,NA,1.4e+07,167,84000,1240000,1250000,53320000,312455000,5.86,1,45,25,10,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43
2005,KENTUCKY,24,21,NA,NA,NA,NA,NA,NA,1.4e+07,167,84000,1240000,1250000,53320000,312455000,5.86,0,63,14,2,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43
2005,KENTUCKY,34,21,NA,NA,NA,NA,NA,NA,1.4e+07,167,84000,1240000,1250000,53320000,312455000,5.86,5,45,27,7,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43
2005,KENTUCKY,27,21,NA,NA,NA,NA,NA,NA,1.4e+07,167,84000,1240000,1250000,53320000,312455000,5.86,2,43,33,10,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43
2005,KENTUCKY,35,21,NA,NA,NA,NA,NA,NA,1.4e+07,167,84000,1240000,1250000,53320000,312455000,5.86,1,49,29,10,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43
2005,KENTUCKY,33,21,NA,NA,NA,NA,NA,NA,1.4e+07,167,84000,1240000,1250000,53320000,312455000,5.86,5,43,25,10,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43
2005,KENTUCKY,23,21,NA,NA,NA,NA,NA,NA,1.4e+07,167,84000,1240000,1250000,53320000,312455000,5.86,0,56,13,2,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43
2005,KENTUCKY,22,21,NA,NA,NA,NA,NA,NA,1.4e+07,167,84000,1240000,1250000,53320000,312455000,5.86,0,61,20,1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43
2005,LOUISIANA,33,22,NA,NA,NA,NA,NA,NA,8e+06,299,26800,840000,870000,30240000,179626000,5.97,3,41,33,14,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36
2005,LOUISIANA,30,22,NA,NA,NA,NA,NA,NA,8e+06,299,26800,840000,870000,30240000,179626000,5.97,2,46,29,17,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36
2005,LOUISIANA,32,22,NA,NA,NA,NA,NA,NA,8e+06,299,26800,840000,870000,30240000,179626000,5.97,2,47,32,14,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36
2005,LOUISIANA,26,22,NA,NA,NA,NA,NA,NA,8e+06,299,26800,840000,870000,30240000,179626000,5.97,6,37,39,14,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36
2005,LOUISIANA,39,22,NA,NA,NA,NA,NA,NA,8e+06,299,26800,840000,870000,30240000,179626000,5.97,7,35,41,14,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36
2005,LOUISIANA,31,22,NA,NA,NA,NA,NA,NA,8e+06,299,26800,840000,870000,30240000,179626000,5.97,2,42,31,17,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36
2005,LOUISIANA,29,22,NA,NA,NA,NA,NA,NA,8e+06,299,26800,840000,870000,30240000,179626000,5.97,6,43,35,11,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36
2005,LOUISIANA,25,22,NA,NA,NA,NA,NA,NA,8e+06,299,26800,840000,870000,30240000,179626000,5.97,2,46,39,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36
2005,LOUISIANA,24,22,NA,NA,NA,NA,NA,NA,8e+06,299,26800,840000,870000,30240000,179626000,5.97,3,51,33,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36
2005,LOUISIANA,27,22,NA,NA,NA,NA,NA,NA,8e+06,299,26800,840000,870000,30240000,179626000,5.97,6,40,35,13,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36
2005,LOUISIANA,34,22,NA,NA,NA,NA,NA,NA,8e+06,299,26800,840000,870000,30240000,179626000,5.97,0,40,35,15,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36
2005,LOUISIANA,35,22,NA,NA,NA,NA,NA,NA,8e+06,299,26800,840000,870000,30240000,179626000,5.97,2,44,30,16,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36
2005,LOUISIANA,38,22,NA,NA,NA,NA,NA,NA,8e+06,299,26800,840000,870000,30240000,179626000,5.97,7,35,41,14,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36
2005,LOUISIANA,22,22,NA,NA,NA,NA,NA,NA,8e+06,299,26800,840000,870000,30240000,179626000,5.97,3,44,45,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36
2005,LOUISIANA,28,22,NA,NA,NA,NA,NA,NA,8e+06,299,26800,840000,870000,30240000,179626000,5.97,5,39,35,15,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36
2005,LOUISIANA,40,22,NA,NA,NA,NA,NA,NA,8e+06,299,26800,840000,870000,30240000,179626000,5.97,7,35,41,14,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36
2005,LOUISIANA,36,22,NA,NA,NA,NA,NA,NA,8e+06,299,26800,840000,870000,30240000,179626000,5.97,3,45,36,13,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36
2005,LOUISIANA,37,22,NA,NA,NA,NA,NA,NA,8e+06,299,26800,840000,870000,30240000,179626000,5.97,7,35,41,14,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36
2005,LOUISIANA,23,22,NA,NA,NA,NA,NA,NA,8e+06,299,26800,840000,870000,30240000,179626000,5.97,2,46,39,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36
2005,MARYLAND,NA,24,NA,NA,NA,NA,NA,NA,2060000,170,12100,470000,480000,15980000,88369000,5.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34
2005,MICHIGAN,30,26,NA,NA,NA,NA,NA,NA,10100000,191,53000,1990000,2e+06,91540000,573956000,5.73,1,54,19,5,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46
2005,MICHIGAN,40,26,NA,NA,NA,NA,NA,NA,10100000,191,53000,1990000,2e+06,91540000,573956000,5.73,5,41,31,8,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46
2005,MICHIGAN,38,26,NA,NA,NA,NA,NA,NA,10100000,191,53000,1990000,2e+06,91540000,573956000,5.73,5,37,34,10,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46
2005,MICHIGAN,29,26,NA,NA,NA,NA,NA,NA,10100000,191,53000,1990000,2e+06,91540000,573956000,5.73,4,44,27,7,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46
2005,MICHIGAN,39,26,NA,NA,NA,NA,NA,NA,10100000,191,53000,1990000,2e+06,91540000,573956000,5.73,4,41,31,12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46
2005,MICHIGAN,37,26,NA,NA,NA,NA,NA,NA,10100000,191,53000,1990000,2e+06,91540000,573956000,5.73,3,43,29,9,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46
2005,MICHIGAN,35,26,NA,NA,NA,NA,NA,NA,10100000,191,53000,1990000,2e+06,91540000,573956000,5.73,4,42,30,7,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46
2005,MICHIGAN,33,26,NA,NA,NA,NA,NA,NA,10100000,191,53000,1990000,2e+06,91540000,573956000,5.73,3,49,24,5,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46
2005,MICHIGAN,27,26,NA,NA,NA,NA,NA,NA,10100000,191,53000,1990000,2e+06,91540000,573956000,5.73,3,47,33,11,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46
2005,MICHIGAN,34,26,NA,NA,NA,NA,NA,NA,10100000,191,53000,1990000,2e+06,91540000,573956000,5.73,4,49,27,7,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46
2005,MICHIGAN,36,26,NA,NA,NA,NA,NA,NA,10100000,191,53000,1990000,2e+06,91540000,573956000,5.73,3,41,31,10,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46
2005,MICHIGAN,24,26,NA,NA,NA,NA,NA,NA,10100000,191,53000,1990000,2e+06,91540000,573956000,5.73,1,51,28,6,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46
2005,MICHIGAN,28,26,NA,NA,NA,NA,NA,NA,10100000,191,53000,1990000,2e+06,91540000,573956000,5.73,3,45,30,16,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46
2005,MICHIGAN,31,26,NA,NA,NA,NA,NA,NA,10100000,191,53000,1990000,2e+06,91540000,573956000,5.73,2,49,23,6,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46
2005,MICHIGAN,32,26,NA,NA,NA,NA,NA,NA,10100000,191,53000,1990000,2e+06,91540000,573956000,5.73,3,40,26,6,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46
2005,MICHIGAN,22,26,NA,NA,NA,NA,NA,NA,10100000,191,53000,1990000,2e+06,91540000,573956000,5.73,1,49,38,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46
2005,MICHIGAN,26,26,NA,NA,NA,NA,NA,NA,10100000,191,53000,1990000,2e+06,91540000,573956000,5.73,2,46,36,9,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46
2005,MICHIGAN,25,26,NA,NA,NA,NA,NA,NA,10100000,191,53000,1990000,2e+06,91540000,573956000,5.73,1,45,35,7,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46
2005,MICHIGAN,23,26,NA,NA,NA,NA,NA,NA,10100000,191,53000,1990000,2e+06,91540000,573956000,5.73,1,50,33,4,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46
2005,MINNESOTA,37,27,NA,NA,NA,NA,NA,NA,27200000,342,79600,6800000,6900000,309400000,1710982000,5.53,2,46,23,4,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.5
2005,MINNESOTA,31,27,NA,NA,NA,NA,NA,NA,27200000,342,79600,6800000,6900000,309400000,1710982000,5.53,2,47,30,4,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.5
2005,MINNESOTA,38,27,NA,NA,NA,NA,NA,NA,27200000,342,79600,6800000,6900000,309400000,1710982000,5.53,2,49,23,4,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.5
2005,MINNESOTA,29,27,NA,NA,NA,NA,NA,NA,27200000,342,79600,6800000,6900000,309400000,1710982000,5.53,2,50,27,7,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.5
2005,MINNESOTA,30,27,NA,NA,NA,NA,NA,NA,27200000,342,79600,6800000,6900000,309400000,1710982000,5.53,1,49,26,6,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.5
2005,MINNESOTA,32,27,NA,NA,NA,NA,NA,NA,27200000,342,79600,6800000,6900000,309400000,1710982000,5.53,2,44,22,6,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.5
2005,MINNESOTA,39,27,NA,NA,NA,NA,NA,NA,27200000,342,79600,6800000,6900000,309400000,1710982000,5.53,1,49,19,4,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.5
2005,MINNESOTA,33,27,NA,NA,NA,NA,NA,NA,27200000,342,79600,6800000,6900000,309400000,1710982000,5.53,2,45,30,5,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.5
2005,MINNESOTA,34,27,NA,NA,NA,NA,NA,NA,27200000,342,79600,6800000,6900000,309400000,1710982000,5.53,2,47,24,5,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.5
2005,MINNESOTA,28,27,NA,NA,NA,NA,NA,NA,27200000,342,79600,6800000,6900000,309400000,1710982000,5.53,3,50,27,7,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.5
2005,MINNESOTA,36,27,NA,NA,NA,NA,NA,NA,27200000,342,79600,6800000,6900000,309400000,1710982000,5.53,2,50,21,5,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.5
2005,MINNESOTA,22,27,NA,NA,NA,NA,NA,NA,27200000,342,79600,6800000,6900000,309400000,1710982000,5.53,2,53,32,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.5
2005,MINNESOTA,27,27,NA,NA,NA,NA,NA,NA,27200000,342,79600,6800000,6900000,309400000,1710982000,5.53,2,51,25,6,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.5
2005,MINNESOTA,25,27,NA,NA,NA,NA,NA,NA,27200000,342,79600,6800000,6900000,309400000,1710982000,5.53,2,51,29,6,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.5
2005,MINNESOTA,23,27,NA,NA,NA,NA,NA,NA,27200000,342,79600,6800000,6900000,309400000,1710982000,5.53,1,50,37,4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.5
2005,MINNESOTA,40,27,NA,NA,NA,NA,NA,NA,27200000,342,79600,6800000,6900000,309400000,1710982000,5.53,2,52,19,5,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.5
2005,MINNESOTA,26,27,NA,NA,NA,NA,NA,NA,27200000,342,79600,6800000,6900000,309400000,1710982000,5.53,2,50,27,6,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.5
2005,MINNESOTA,24,27,NA,NA,NA,NA,NA,NA,27200000,342,79600,6800000,6900000,309400000,1710982000,5.53,2,48,36,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.5
2005,MINNESOTA,35,27,NA,NA,NA,NA,NA,NA,27200000,342,79600,6800000,6900000,309400000,1710982000,5.53,2,50,22,6,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.5
2005,MISSISSIPPI,35,28,NA,NA,NA,NA,NA,NA,11050000,262,42200,1650000,1670000,42900000,267267000,5.92,7,49,25,13,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26
2005,MISSISSIPPI,27,28,NA,NA,NA,NA,NA,NA,11050000,262,42200,1650000,1670000,42900000,267267000,5.92,0,81,15,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26
2005,MISSISSIPPI,33,28,NA,NA,NA,NA,NA,NA,11050000,262,42200,1650000,1670000,42900000,267267000,5.92,3,55,23,7,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26
2005,MISSISSIPPI,23,28,NA,NA,NA,NA,NA,NA,11050000,262,42200,1650000,1670000,42900000,267267000,5.92,1,67,19,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26
2005,MISSISSIPPI,36,28,NA,NA,NA,NA,NA,NA,11050000,262,42200,1650000,1670000,42900000,267267000,5.92,4,52,23,9,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26
2005,MISSISSIPPI,34,28,NA,NA,NA,NA,NA,NA,11050000,262,42200,1650000,1670000,42900000,267267000,5.92,5,56,21,8,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26
2005,MISSISSIPPI,24,28,NA,NA,NA,NA,NA,NA,11050000,262,42200,1650000,1670000,42900000,267267000,5.92,1,62,18,6,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26
2005,MISSISSIPPI,22,28,NA,NA,NA,NA,NA,NA,11050000,262,42200,1650000,1670000,42900000,267267000,5.92,1,69,19,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26
2005,MISSISSIPPI,29,28,NA,NA,NA,NA,NA,NA,11050000,262,42200,1650000,1670000,42900000,267267000,5.92,1,64,18,6,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26
2005,MISSISSIPPI,26,28,NA,NA,NA,NA,NA,NA,11050000,262,42200,1650000,1670000,42900000,267267000,5.92,2,68,21,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26
2005,MISSISSIPPI,30,28,NA,NA,NA,NA,NA,NA,11050000,262,42200,1650000,1670000,42900000,267267000,5.92,2,64,19,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26
2005,MISSISSIPPI,25,28,NA,NA,NA,NA,NA,NA,11050000,262,42200,1650000,1670000,42900000,267267000,5.92,2,61,18,7,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26
2005,MISSISSIPPI,32,28,NA,NA,NA,NA,NA,NA,11050000,262,42200,1650000,1670000,42900000,267267000,5.92,3,59,21,9,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26
2005,MISSISSIPPI,31,28,NA,NA,NA,NA,NA,NA,11050000,262,42200,1650000,1670000,42900000,267267000,5.92,2,64,18,5,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26
2005,MISSISSIPPI,38,28,NA,NA,NA,NA,NA,NA,11050000,262,42200,1650000,1670000,42900000,267267000,5.92,4,52,23,9,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26
2005,MISSISSIPPI,39,28,NA,NA,NA,NA,NA,NA,11050000,262,42200,1650000,1670000,42900000,267267000,5.92,4,52,23,9,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26
2005,MISSISSIPPI,28,28,NA,NA,NA,NA,NA,NA,11050000,262,42200,1650000,1670000,42900000,267267000,5.92,2,63,19,6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26
2005,MISSISSIPPI,40,28,NA,NA,NA,NA,NA,NA,11050000,262,42200,1650000,1670000,42900000,267267000,5.92,4,52,23,9,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26
2005,MISSISSIPPI,37,28,NA,NA,NA,NA,NA,NA,11050000,262,42200,1650000,1670000,42900000,267267000,5.92,4,52,23,9,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26
2005,MISSOURI,37,29,NA,NA,NA,NA,NA,NA,29500000,281,105000,4910000,4950000,181670000,1030069000,5.67,13,25,36,21,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37
2005,MISSOURI,24,29,NA,NA,NA,NA,NA,NA,29500000,281,105000,4910000,4950000,181670000,1030069000,5.67,3,47,36,9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37
2005,MISSOURI,31,29,NA,NA,NA,NA,NA,NA,29500000,281,105000,4910000,4950000,181670000,1030069000,5.67,17,22,32,26,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37
2005,MISSOURI,22,29,NA,NA,NA,NA,NA,NA,29500000,281,105000,4910000,4950000,181670000,1030069000,5.67,3,38,45,10,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37
2005,MISSOURI,33,29,NA,NA,NA,NA,NA,NA,29500000,281,105000,4910000,4950000,181670000,1030069000,5.67,15,21,35,25,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37
2005,MISSOURI,35,29,NA,NA,NA,NA,NA,NA,29500000,281,105000,4910000,4950000,181670000,1030069000,5.67,13,27,35,20,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37
2005,MISSOURI,36,29,NA,NA,NA,NA,NA,NA,29500000,281,105000,4910000,4950000,181670000,1030069000,5.67,13,24,36,22,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37
2005,MISSOURI,32,29,NA,NA,NA,NA,NA,NA,29500000,281,105000,4910000,4950000,181670000,1030069000,5.67,16,19,34,27,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37
2005,MISSOURI,34,29,NA,NA,NA,NA,NA,NA,29500000,281,105000,4910000,4950000,181670000,1030069000,5.67,13,24,36,21,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37
2005,MISSOURI,29,29,NA,NA,NA,NA,NA,NA,29500000,281,105000,4910000,4950000,181670000,1030069000,5.67,11,23,40,22,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37
2005,MISSOURI,38,29,NA,NA,NA,NA,NA,NA,29500000,281,105000,4910000,4950000,181670000,1030069000,5.67,11,27,35,21,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37
2005,MISSOURI,28,29,NA,NA,NA,NA,NA,NA,29500000,281,105000,4910000,4950000,181670000,1030069000,5.67,7,32,40,17,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37
2005,MISSOURI,39,29,NA,NA,NA,NA,NA,NA,29500000,281,105000,4910000,4950000,181670000,1030069000,5.67,11,27,34,20,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37
2005,MISSOURI,26,29,NA,NA,NA,NA,NA,NA,29500000,281,105000,4910000,4950000,181670000,1030069000,5.67,5,41,36,12,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37
2005,MISSOURI,27,29,NA,NA,NA,NA,NA,NA,29500000,281,105000,4910000,4950000,181670000,1030069000,5.67,6,36,39,16,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37
2005,MISSOURI,23,29,NA,NA,NA,NA,NA,NA,29500000,281,105000,4910000,4950000,181670000,1030069000,5.67,2,44,41,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37
2005,MISSOURI,30,29,NA,NA,NA,NA,NA,NA,29500000,281,105000,4910000,4950000,181670000,1030069000,5.67,13,23,35,25,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37
2005,MISSOURI,25,29,NA,NA,NA,NA,NA,NA,29500000,281,105000,4910000,4950000,181670000,1030069000,5.67,5,39,38,13,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37
2005,MISSOURI,40,29,NA,NA,NA,NA,NA,NA,29500000,281,105000,4910000,4950000,181670000,1030069000,5.67,10,27,35,19,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37
2005,NEBRASKA,24,31,NA,NA,NA,NA,NA,NA,45700000,952,48000,5010000,5050000,250500000,1515525000,5.55,0,55,21,2,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50
2005,NEBRASKA,31,31,NA,NA,NA,NA,NA,NA,45700000,952,48000,5010000,5050000,250500000,1515525000,5.55,3,40,33,14,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50
2005,NEBRASKA,40,31,NA,NA,NA,NA,NA,NA,45700000,952,48000,5010000,5050000,250500000,1515525000,5.55,3,43,28,8,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50
2005,NEBRASKA,23,31,NA,NA,NA,NA,NA,NA,45700000,952,48000,5010000,5050000,250500000,1515525000,5.55,0,60,24,2,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50
2005,NEBRASKA,25,31,NA,NA,NA,NA,NA,NA,45700000,952,48000,5010000,5050000,250500000,1515525000,5.55,1,59,17,2,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50
2005,NEBRASKA,27,31,NA,NA,NA,NA,NA,NA,45700000,952,48000,5010000,5050000,250500000,1515525000,5.55,1,48,29,5,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50
2005,NEBRASKA,26,31,NA,NA,NA,NA,NA,NA,45700000,952,48000,5010000,5050000,250500000,1515525000,5.55,1,55,18,3,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50
2005,NEBRASKA,28,31,NA,NA,NA,NA,NA,NA,45700000,952,48000,5010000,5050000,250500000,1515525000,5.55,2,48,25,12,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50
2005,NEBRASKA,22,31,NA,NA,NA,NA,NA,NA,45700000,952,48000,5010000,5050000,250500000,1515525000,5.55,1,61,28,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50
2005,NEBRASKA,39,31,NA,NA,NA,NA,NA,NA,45700000,952,48000,5010000,5050000,250500000,1515525000,5.55,3,43,28,8,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50
2005,NEBRASKA,35,31,NA,NA,NA,NA,NA,NA,45700000,952,48000,5010000,5050000,250500000,1515525000,5.55,4,43,29,11,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50
2005,NEBRASKA,38,31,NA,NA,NA,NA,NA,NA,45700000,952,48000,5010000,5050000,250500000,1515525000,5.55,4,42,29,10,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50
2005,NEBRASKA,36,31,NA,NA,NA,NA,NA,NA,45700000,952,48000,5010000,5050000,250500000,1515525000,5.55,5,40,30,12,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50
2005,NEBRASKA,32,31,NA,NA,NA,NA,NA,NA,45700000,952,48000,5010000,5050000,250500000,1515525000,5.55,4,42,29,14,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50
2005,NEBRASKA,30,31,NA,NA,NA,NA,NA,NA,45700000,952,48000,5010000,5050000,250500000,1515525000,5.55,3,44,32,11,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50
2005,NEBRASKA,33,31,NA,NA,NA,NA,NA,NA,45700000,952,48000,5010000,5050000,250500000,1515525000,5.55,4,42,30,13,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50
2005,NEBRASKA,37,31,NA,NA,NA,NA,NA,NA,45700000,952,48000,5010000,5050000,250500000,1515525000,5.55,4,42,30,12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50
2005,NEBRASKA,29,31,NA,NA,NA,NA,NA,NA,45700000,952,48000,5010000,5050000,250500000,1515525000,5.55,3,46,29,12,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50
2005,NEBRASKA,34,31,NA,NA,NA,NA,NA,NA,45700000,952,48000,5010000,5050000,250500000,1515525000,5.55,4,42,28,11,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50
2005,NEW JERSEY,NA,34,NA,NA,NA,NA,NA,NA,760000,78,9800,91000,95000,2548000,14396000,5.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28
